,tags,ipa,word,region
0,Munster,/ˈdʲiːn̪ˠəx/,díonach,Munster
1,Connacht,/ˈdʲiːnˠəx/,díonach,Connacht
2,Ulster,/ˈdʲiːnˠa(x)/,díonach,Ulster
0,,[ˈoːfˠoːnˠ],eofón,
0,Munster,/coːl̪ˠˈt̪ˠoːɾʲ/,ceoltóir,Munster
1,Connacht,/ˈcoːl̪ˠt̪ˠoːɾʲ/,ceoltóir,Connacht
2,Ulster,/ˈcɔːl̪ˠt̪ˠɔɾʲ/,ceoltóir,Ulster
0,Munster,/kɾˠɪtʲˈxl̪ˠɑːɾˠiː/,cruitchláraí,Munster
1,Connacht,/ˈkɾˠɪtʲxlˠɑːɾˠiː/,cruitchláraí,Connacht
2,Ulster,/ˈkɾˠɪtʲxlˠaɾˠi/,cruitchláraí,Ulster
0,,/ˈtʲɪmˠpˠəʃtʲə/,timpiste,
1,Connemara,/ˈtʲiːmˠpˠəʃtʲə/,timpiste,Connacht
0,,/kɾˠɪtʲ/,cruit,
0,Connacht; Munster,/ˈkɾˠɪtʲəɾʲəxt̪ˠ/,cruitireacht,Connacht; Munster
1,Ulster,/ˈkɾˠɪtʲəɾʲa(x)t̪ˠ/,cruitireacht,Ulster
0,,/ˈkɾˠɪtʲˌxlˠɑːɾˠ/,cruitchlár,
0,Munster,/ˈtʲia̯d̪ˠˌxl̪ˠɑːɾˠ/,téadchlár,Munster
1,Connacht,/ˈtʲeːd̪ˠˌxlˠɑːɾˠ/,téadchlár,Connacht
2,Ulster,/ˈtʲeə̯d̪ˠˌxlˠaːɾˠ/,téadchlár,Ulster
0,Connacht; Munster,/ˈklˠɑːɾˠʃəx/,cláirseach,Connacht; Munster
1,Ulster,/ˈklˠæːɾˠʃa(h)/,cláirseach,Ulster
0,Munster,/klˠɑːɾˠˈnʲeːdʲ/,clairnéid,Munster
1,Connacht,/ˈklˠɑːɾˠnʲeːdʲ/,clairnéid,Connacht
2,Ulster,/ˈklˠæːɾˠnʲedʲ/,clairnéid,Ulster
0,,[ˈklˠauˌxoːɾˠd̪ˠə],clabhchorda,
0,,[ˈsˠaksˠəfˠoːnˠ],sacsafón,
0,,[ˈsˠuːsˠəfˠoːnˠ],súsafón,
0,,/ˈtʲuːbˠə/,tiúba,
0,Munster,/ˈɑːɾˠd̪ˠˌxl̪ˠɑːɾˠ/,ardchlár,Munster
1,Connacht,/ˈɑːɾˠd̪ˠˌxlˠɑːɾˠ/,ardchlár,Connacht
2,Ulster,/ˈæːɾˠd̪ˠˌxlˠæːɾˠ/,ardchlár,Ulster
0,,/ˈbʲiəxlˠɑːɾˠ/,biachlár,
0,,/ˈcɪʃəlˠ/,ciseal,
0,,/ʃanˠ/,sean-,
1,Cois-Fharraige,/ʃænˠ/,sean-,Connacht
0,Munster,/bʲiːa̯sˠ/,béas,Munster
1,Connacht; Ulster,/bʲeːsˠ/,béas,Connacht; Ulster
0,Munster,/ˈʃlʲɪʃ/,slis,Munster
1,Connacht; Ulster,/ˈʃl̠ʲɪʃ/,slis,Connacht; Ulster
0,,/ˈʃl̠ʲɪʃn̠ʲə/,slisne,
0,Munster,/ʃl̠ʲɪˈʃoːɡ/,sliseog,Munster
0,Connacht; Munster,/ˈkɾˠoːmˠət̪ˠəx/,crómatach,Connacht; Munster
1,Ulster,/ˈkɾˠɔːmˠət̪ˠa(x)/,crómatach,Ulster
0,Munster,/kʊl̪ˠˈt̪ˠuːɾˠ/,cultúr,Munster
1,Connacht,/ˈkʊl̪ˠt̪ˠuːɾˠ/,cultúr,Connacht
2,Ulster,/ˈkʊl̪ˠt̪ˠuɾˠ/,cultúr,Ulster
0,Munster,/sˠtˠaˈɾʲuːlʲ/,stairiúil,Munster
1,Connacht,/ˈsˠtˠaɾʲuːlʲ/,stairiúil,Connacht
2,Ulster,/ˈsˠtˠaɾʲulʲ/,stairiúil,Ulster
0,Munster,/ɾˠɛlʲɪˈɟuːnˠ/,reiligiún,Munster
1,Connacht,/ˈɾˠɛlʲɪɟuːnˠ/,reiligiún,Connacht
2,Ulster,/ˈɾˠɛlʲɪɟunˠ/,reiligiún,Ulster
0,,/tʲeːʃ/,téis,
0,Connacht,/ˈmˠamˠəx/,mamach,Connacht
1,Ulster,/ˈmˠamˠa(x)/,mamach,Ulster
0,,/ˈɑsˠkəl̠ʲ/,ascaill,
1,,/ˈasˠkəl̠ʲ/,ascaill,
2,Cois-Fharraige,[ˈaːsˠkəl̠ʲ],ascaill,Connacht
3,,/ˈæsˠkəl̠ʲ/,ascaill,
4,,/ˈasˠkəl̪ˠ/,ascaill,
5,,/ˈɑsˠkəlʲ/,ascaill,
0,Munster,/eːˈsˠɑːn̪ˠ/,aosán,Munster
1,Connacht,/ˈiːsˠɑːnˠ/,aosán,Connacht
2,Connacht,/ˈiːsˠɑːn̪ˠ/,aosán,Connacht
3,Ulster,/ˈiːsˠanˠ/,aosán,Ulster
4,Ulster,/ˈiːsˠan̪ˠ/,aosán,Ulster
0,Cois-Fharraige,/kəuɾˠ/,corr,Connacht
1,Ulster,/kɔɾˠ/,corr,Ulster
0,,/ˈɟɛɾʲə/,geire,
0,Galway; Munster,/ˈmʲaɾˠə/,mearadh,Connacht; Munster
1,Mayo,/ˈmʲaɾˠuː/,mearadh,Connacht
2,Ulster,/ˈmʲaɾˠu/,mearadh,Ulster
0,,/ˈpˠuːkə/,púca,
0,,/ceːɾʲ/,céir,
0,Munster,/kɑˈsˠuːɾˠ/,casúr,Munster
1,Connacht; Ulster,/ˈkɑsˠuːɾˠ/,casúr,Connacht; Ulster
2,Connacht; Ulster,/ˈkasˠuːɾˠ/,casúr,Connacht; Ulster
0,Ulster,/ˈpˠʌl̪ˠu/,polladh,Ulster
0,Munster,/ɾˠəˈxoːdʲəx/,urchóideach,Munster
1,Connacht,/ˈʊɾˠəxoːdʲəx/,urchóideach,Connacht
2,Ulster,/ˈʌɾˠəxɔdʲa(x)/,urchóideach,Ulster
0,,/ˈmʲiəlʲiːtʲəsˠ/,miailíteas,
0,Munster,/ɾˠəˈxoːdʲ/,urchóid,Munster
1,Connacht,/ˈɔɾˠəxoːdʲ/,urchóid,Connacht
2,Ulster,/ˈʌɾˠəxɔdʲ/,urchóid,Ulster
0,,/ˈʃtʲeːɟ/,stéig,
0,,/bˠɾˠaˈsˠiːlʲ/,Brasaíl,
0,,/aˈbˠuːʃə/,Abúise,
0,,/ˈt̪ˠɪn̠ʲə/,toinne,
0,Munster,/t̪ˠiːˈd̪ˠoːɾʲ/,tuíodóir,Munster
1,Connacht,/ˈt̪ˠiːd̪ˠoːɾʲ/,tuíodóir,Connacht
2,Ulster,/ˈt̪ˠiːd̪ˠɔɾʲ/,tuíodóir,Ulster
0,,[ˈɾˠiːɡ],ríog,
0,Connacht; Munster,/ˈɾˠiːɡəx/,ríogach,Connacht; Munster
1,Ulster,/ˈɾˠiːɡa(x)/,ríogach,Ulster
0,,/ʃiːlʲ/,síl,
0,,/ˈlʲi.pˠəɾˠdˠ/,liopard,
0,Connacht; Munster,/koːɾʲ/,cóir,Connacht; Munster
1,Ulster,/kɔːɾʲ/,cóir,Ulster
0,Ulster,/kõːɾˠ/,comhar,Ulster
0,,/ʃaːmˠ/,seám,
0,Munster,/ˈia̯d̪ˠɪɟ/,éadaigh,Munster
1,Connacht,/ˈeːd̪ˠə/,éadaigh,Connacht
2,Connacht,/ˈeːd̪ˠiː/,éadaigh,Connacht
3,Ulster,/ˈeːd̪ˠi/,éadaigh,Ulster
0,,/ʃcɛ(h)/,sceith,
1,Ulster,/ʃcɛç/,sceith,Ulster
0,Munster,/kəˈɾˠoːnʲ/,coróin,Munster
1,Munster,/kɾˠoːnʲ/,coróin,Munster
2,Connacht,/ˈkɔɾˠuːnʲ/,coróin,Connacht
3,Connacht,/kɾˠuːnʲ/,coróin,Connacht
4,Ulster,/ˈkɔɾˠænʲ/,coróin,Ulster
0,,/mˠoːnʲ/,móin,
1,Kerry,/mˠoːnʲ/,móin,Munster
2,Kerry,/mˠuːnʲ/,móin,Munster
3,Cois-Fharraige,/mˠuːnʲ/,móin,Connacht
0,Connacht; Munster,/ˈkɾˠɔxt̪ˠə/,crochta,Connacht; Munster
1,Ulster,/ˈkɾˠʌxt̪ˠə/,crochta,Ulster
0,Aran,/fʲɾʲeːvˠ/,fréamh,Connacht
0,Connacht; Munster,/ˈɟɾʲeːʃcəx/,gréisceach,Connacht; Munster
1,Ulster,/ˈɟɾʲeːʃca(x)/,gréisceach,Ulster
0,Munster,/n̪ˠɑh/,nath,Munster
0,Munster,/ˌɑkɑsˠˈt̪ˠoːɾʲ/,acastóir,Munster
1,Connacht,/ˈaˌkasˠt̪ˠoːɾʲ/,acastóir,Connacht
2,Ulster,/ˈaˌkasˠt̪ˠaɾʲ/,acastóir,Ulster
0,,/əˈkuːsˠt̪ˠɪc/,acústaic,
0,Munster,/akˈsˠoːn̪ˠ/,acsón,Munster
1,Connacht,/ˈaksˠoːnˠ/,acsón,Connacht
2,Connacht,/ˈaksˠuːnˠ/,acsón,Connacht
3,Ulster,/ˈaksˠɔːnˠ/,acsón,Ulster
0,,/ˈmʲeːd̪ˠəɾˠ/,méadar,
0,,/ˈkoːɾˠəmˠ/,córam,
0,,/aːn/,eadhon,
1,,/aːən/,eadhon,
0,,/ˈfˠɑːʃc/,fáisc,
1,,/ˈfˠaːʃc/,fáisc,
0,,/d̪ˠuːdʲ/,dúid,
0,Munster,[dˠuːˈdʲiːnʲ],dúidín,Munster
1,Connacht,[ˈdˠuːdʲiːnʲ],dúidín,Connacht
2,Ulster,[ˈdˠuːdʲinʲ],dúidín,Ulster
0,Connacht,/ˈfˠɪn̠ʲʃoːɡ/,fuinseog,Connacht
0,Munster,/mˠəˈt̪ˠɑːn̪ˠəx/,matánach,Munster
1,Connacht,/ˈmˠat̪ˠɑːnˠəx/,matánach,Connacht
2,Ulster,/ˈmˠat̪ˠanˠa(x)/,matánach,Ulster
0,Munster,/mˠəˈt̪ˠɑːn̪ˠ/,matán,Munster
1,Connacht,/ˈmˠat̪ˠɑːnˠ/,matán,Connacht
2,Ulster,/ˈmˠat̪ˠanˠ/,matán,Ulster
0,Munster,/ˈɡeːl̪ˠəx/,Gaelach,Munster
1,Connacht,/ˈɡeːlˠəx/,Gaelach,Connacht
2,Connacht,/ˈɡeːl̪ˠəx/,Gaelach,Connacht
3,Ulster,/ˈɡeːlˠa(x)/,Gaelach,Ulster
4,Ulster,/ˈɡeːl̪ˠa(x)/,Gaelach,Ulster
0,Munster,/ˈcia̯d̪ˠfˠəx/,céadfach,Munster
1,Connacht,/ˈceːd̪ˠfˠəx/,céadfach,Connacht
2,Ulster,/ˈceːd̪ˠfˠa(x)/,céadfach,Ulster
0,Aran; Munster,/ˈɑsˠn̪ˠə/,easna,Connacht; Munster
1,Cois-Fharraige,/ˈasˠn̪ˠə/,easna,Connacht
2,Cois-Fharraige,[ˈaːsˠn̪ˠə],easna,Connacht
3,Mayo; Ulster,/ˈasˠn̪ˠə/,easna,Connacht; Ulster
0,Munster,/ˈasˠpˠə/,easpa,Munster
1,Munster,/ˈɑsˠpˠə/,easpa,Munster
2,Aran,/ˈæsˠpˠə/,easpa,Connacht
3,Ulster,/ˈasˠwiː/,easpa,Ulster
0,Munster,/ˈɛtʲəl̪ˠ/,eitilt,Munster
0,,/ˈɛtʲɪlʲ/,eitil,
0,Munster,/ɛtʲəˈlʲɑːn̪ˠ/,eitleán,Munster
1,Connacht,/ˈɛtʲ(ə)lʲɑːnˠ/,eitleán,Connacht
2,Cois-Fharraige,/ˈɛtʲəl̪ˠɑːn̪ˠ/,eitleán,Connacht
3,Ulster,/ˈɛtʲ(ə)lʲanˠ/,eitleán,Ulster
0,,/ˈbˠuəl̠ʲtʲə/,buailte,
0,Ulster,/ˈbˠuəl̠ʲtʲiːʲ/,buailtín,Ulster
1,Ulster,[ˈbˠui̯l̠ʲtʲinʲ],buailtín,Ulster
0,Munster,/mˠeːsˠ/,maos,Munster
1,Connacht,/mˠiːsˠ/,maos,Connacht
2,Ulster,/mˠiːsˠ/,maos,Ulster
3,Ulster,/mˠɯ̃ːsˠ/,maos,Ulster
0,,/ʃceːmʲ/,scéim,
0,Ulster,/ˈkɪtʲaɡ/,cuideog,Ulster
0,,/ˈihɪɾʲ/,ithir,
1,,/ˈihəɾʲ/,ithir,
2,Aran,/ˈiːhəɾʲ/,ithir,Connacht
3,Cois-Fharraige,/ˈiːɾʲ/,ithir,Connacht
4,Mayo,/ˈehɪɾʲ/,ithir,Connacht
5,Mayo,/ˈiçɪɾʲ/,ithir,Connacht
0,,/ˈbʲiəl̪ˠən̪ˠ/,bialann,
1,Connacht; Ulster; also,/ˈbʲiəlˠən̪ˠ/,bialann,Connacht; Ulster; also
0,,/ɪsˠ fˠuə lʲə/,is fuath le,
1,,/sˠfˠuə lʲə/,is fuath le,
0,,/ˈa.lʲəmʲ/,ailm,
0,Munster,/ˈlʲɑ̃un̪ˠ/,leamhan,Munster
0,Ulster,/ˈl̠ʲãuanˠ/,leamhán,Ulster
1,Ulster,/ˈl̠ʲãuan̪ˠ/,leamhán,Ulster
0,Munster,/kuːˈl̪ˠiː/,cúlaí,Munster
1,Connacht,/ˈkuːlˠiː/,cúlaí,Connacht
2,Connacht,/ˈkuːl̪ˠiː/,cúlaí,Connacht
3,Ulster,/ˈkuːlˠi/,cúlaí,Ulster
4,Ulster,/ˈkuːl̪ˠi/,cúlaí,Ulster
0,Munster,/ɡn̪ˠɑ̃ːx/,gnách,Munster
1,Munster,/ˈɡn̪ˠɑ̃ːhəx/,gnách,Munster
2,Connacht,/ɡnˠɑːx/,gnách,Connacht
3,Connacht,/ɡɾˠɑːx/,gnách,Connacht
4,Ulster,/ɡɾˠãːx/,gnách,Ulster
0,,/ˈɡɾˠuːd̪ˠlˠən̪ˠ/,grúdlann,
0,Aran,/ˈfˠɑtʲə/,faighte,Connacht
0,Munster,/kəˈn̪ˠɑːlʲ/,canáil,Munster
1,Connacht,/ˈkanˠɑːlʲ/,canáil,Connacht
2,Ulster,/ˈkanˠalʲ/,canáil,Ulster
0,Ulster,/ˈʌmˠəɾˠ/,umar,Ulster
0,Munster,/mʲ(ə)ˈnʲɑːl̪ˠ/,muineál,Munster
1,Connacht,/ˈmˠɪnʲɑːlˠ/,muineál,Connacht
2,Ulster,/ˈmˠɪn̠ʲalˠ/,muineál,Ulster
0,,/ʃiː(ə)l̪ˠ/,síol,
1,,/ʃiː(ə)lˠ/,síol,
0,Munster,/sˠəˈxiː/,sochaí,Munster
1,Connacht,/ˈsˠɔxiː/,sochaí,Connacht
2,Ulster,/ˈsˠɔxi/,sochaí,Ulster
0,Ulster,/ˈdʲiənˠuɾˠ/,díonmhar,Ulster
0,Munster,/ˈʃlʲiː/,slí,Munster
1,Connacht; Ulster,/ˈʃl̠ʲiː/,slí,Connacht; Ulster
0,,/ˈtʲɛlʲɪɟ/,teilg,
0,Munster,/ʊmˠˈl̪ˠɑːn̪ˠ/,iomlán,Munster
1,Connacht,/ˈʊmˠlˠɑːnˠ/,iomlán,Connacht
2,Connacht,/ˈʊmˠl̪ˠɑːn̪ˠ/,iomlán,Connacht
3,Ulster,/ˈʌmˠlˠanˠ/,iomlán,Ulster
4,Ulster,/ˈʌmˠl̪ˠan̪ˠ/,iomlán,Ulster
0,Munster,/bˠeːxəsˠ/,buíochas,Munster
1,Connacht; Ulster,/ˈbˠiːxəsˠ/,buíochas,Connacht; Ulster
2,Connacht; Ulster,/ˈbˠiəxəsˠ/,buíochas,Connacht; Ulster
0,Munster,/kn̪ˠɑː/,cnámha,Munster
1,Connacht,/knˠɑːvˠə/,cnámha,Connacht
2,Connacht,/kɾˠɑːwə/,cnámha,Connacht
3,Ulster,/ˈkɾˠãːwə/,cnámha,Ulster
0,Galway; Munster,/ˈt̪ˠʊɾˠə/,turadh,Connacht; Munster
1,Mayo,/ˈt̪ˠʊɾˠuː/,turadh,Connacht
2,Ulster,/ˈt̪ˠʌɾˠu/,turadh,Ulster
0,,/ˈt̪uəɾˠəsˠt̪əl̪ˠ/,tuarastal,
1,Connacht; Ulster; also,/ˈt̪uəɾˠəsˠt̪əlˠ/,tuarastal,Connacht; Ulster; also
0,,/ˈt̪ˠɔlˠəɡ/,tolg,
0,Connacht; Munster,/fʲiːɾˠ/,fíor,Connacht; Munster
1,Ulster,/fʲiəɾˠ/,fíor,Ulster
0,Munster,/tʲɪɟ/,tigh,Munster
1,Connacht; Ulster,/tʲiː/,tigh,Connacht; Ulster
0,Connacht; Munster,/ˈkuəɾˠəx/,cuarach,Connacht; Munster
1,Ulster,/ˈkuəɾˠa(x)/,cuarach,Ulster
0,Ulster,/ˈɔːɾˠædʲ/,óráid,Ulster
0,,/cɪɾʲc/,circ,
0,,/ˈceːdʲə/,céide,
0,,/ˈɡɾˠuːd̪əɾʲə/,grúdaire,
0,Connacht,/ˈklˠifʲiː/,cluichí,Connacht
1,Connacht,/ˈkl̪ˠifʲiː/,cluichí,Connacht
0,Munster,/bəl̪ˠˈkɑːn̪ˠ/,bolcán,Munster
1,Connacht,/ˈbɔlˠkɑːnˠ/,bolcán,Connacht
2,Ulster,/ˈbɔlˠkænˠ/,bolcán,Ulster
0,Mayo; Munster,/ˈn̪ˠoːɾˠə/,Nóra,Connacht; Munster
1,Mayo; Munster,[ˈn̪ˠõːɾˠə],Nóra,Connacht; Munster
2,Mayo; Munster,,Nóra,Connacht; Munster
3,Mayo; Munster,,Nóra,Connacht; Munster
4,Galway,/ˈn̪ˠuːɾˠə/,Nóra,Connacht
5,Mayo,/ˈn̪ˠoːɾˠə/,Nóra,Connacht
6,Ulster,/ˈn̪ˠɔːɾˠə/,Nóra,Ulster
0,,[ˈeːmˠən̪ˠ],Éamann,
0,,/ˈbʲaxəɾʲə/,beachaire,
0,,/ˌɟlʲuː ˈbʲax/,gliú beach,
0,Munster,/sˠəˈl̪ˠuː/,salú,Munster
1,Connacht,/ˈsˠal̪ˠuː/,salú,Connacht
2,Ulster,/ˈsˠal̪ˠu/,salú,Ulster
0,Connacht; Ulster,[wɛlʲ],bhuel,Connacht; Ulster
1,Munster,[wɛlʲ],bhuel,Munster
2,Munster,[vˠɛlʲ],bhuel,Munster
0,,[ˈbˠʊsˠən̪ˠə],busanna,
1,Cois-Fharraige,[ˈbˠʊsˠən̪ˠiː],busanna,Connacht
0,Ulster,/ˈɨ̞mʲəɾˠə/,imeartha,Ulster
0,Munster,/bˠɪnʲtʲ/,baint,Munster
1,Connacht,/bˠan̠ʲtʲ/,baint,Connacht
2,Connacht,/bˠæn̠ʲtʲ/,baint,Connacht
3,Ulster,/bˠɪn̠ʲtʲ/,baint,Ulster
0,Munster,/ˈdʲiːhəl̪ˠ/,dícheall,Munster
1,Connacht,/ˈdʲiːçəl̪ˠ/,dícheall,Connacht
2,Ulster,/ˈdʲiçəl̪ˠ/,dícheall,Ulster
0,,/ɾˠiːnʲ/,righin,
1,Connacht,/ɾˠainʲ/,righin,Connacht
2,Connacht,/ɾˠəinʲ/,righin,Connacht
0,,/ˈmˠad̪ˠɾˠiː/,madraí,
1,Cois-Fharraige,/ˈmˠɑːd̪ˠɾˠiː/,madraí,Connacht
0,Munster,/ʃuːˈl̪ˠɑːn̪ˠ/,siúlán,Munster
0,,/ˈiːɾʲ/,aoir,
0,Connacht; Munster,/sˠkɑfˠə/,scafa,Connacht; Munster
0,,/ˈbˠuənʲ/,buain,
0,,/ˈbˠuənˠə/,buana,
0,Munster,/aˈlˠiːnʲ/,ealaín,Munster
1,Connacht,/ˈɑːlˠiːnʲ/,ealaín,Connacht
2,Aran,/ˈæliːn/,ealaín,Connacht
3,Ulster,/ˈalˠinʲ/,ealaín,Ulster
4,Ulster,,ealaín,Ulster
0,,/l̠ʲaxt̪ˠ/,leacht,
0,,/l̠ʲiəxt̪ˠ/,liacht,
0,,/ˈkɛʃɾʲɪc/,coisric,
1,Ulster,/ˈkɔʃɾʲɪc/,coisric,Ulster
0,Cois-Fharraige,/ˈkaiɾˠl̠ʲəx/,cathaoirleach,Connacht
0,Munster,/pʲaˈkiː/,peacaí,Munster
1,Connacht,/ˈpʲakiː/,peacaí,Connacht
2,Ulster,/ˈpʲaki/,peacaí,Ulster
0,Munster,/ˈlʲiːnʲəx/,líneach,Munster
1,Connacht,/ˈl̠ʲiːnʲəx/,líneach,Connacht
2,Ulster,/ˈl̠ʲiːnʲa(x)/,líneach,Ulster
0,Connacht,/ˈɛdʲəxəʃ/,oideachais,Connacht
0,Munster,/ˈoːpˠəl̪ˠəx/,ópalach,Munster
1,Connacht,/ˈoːpˠəlˠəx/,ópalach,Connacht
2,Ulster,/ˈɔːpˠəlˠa(x)/,ópalach,Ulster
0,Munster,/əbˠˈl̪ˠɑːt̪ˠəx/,oblátach,Munster
1,Connacht,/ˈɔbˠlˠɑːt̪ˠəx/,oblátach,Connacht
2,Ulster,/ˈɔbˠlˠat̪ˠa(x)/,oblátach,Ulster
0,Connacht; Munster,/kɾˠɑːnʲ/,cráin,Connacht; Munster
1,Ulster,/kɾˠaːnʲ/,cráin,Ulster
0,Munster,/ˈbˠɑn̪ˠəvˠ/,banbh,Munster
1,Aran,/ˈbˠɑnəvˠ/,banbh,Connacht
2,Connemara,/ˈbˠanˠəvˠ/,banbh,Connacht
3,Mayo,/ˈbˠanˠuː/,banbh,Connacht
4,Ulster,/ˈbˠanˠu/,banbh,Ulster
0,Munster,/kəˈl̪ˠɑx/,collach,Munster
1,Connacht,/ˈkol̪ˠəx/,collach,Connacht
2,Ulster,/ˈkʌl̪ˠa(x)/,collach,Ulster
0,Munster,/mˠalˠɪˈciːtʲ/,malaicít,Munster
1,Connacht,/ˈmˠalˠɪciːtʲ/,malaicít,Connacht
2,Ulster,/ˈmˠalˠɪcitʲ/,malaicít,Ulster
0,,/ˈiəsˠkəɾʲə/,iascaire,
0,,/ˈiəsˠkəɾʲəxt̪ˠ/,iascaireacht,
0,,/ɾˠʊxt̪ˠ/,riocht,
1,Ulster,/ɾˠɨ̞xt̪ˠ/,riocht,Ulster
0,Connacht; Munster,/pˠlˠɑːsˠ/,plás,Connacht; Munster
1,Ulster,/pˠlˠæːsˠ/,plás,Ulster
0,Munster,/ʃamˠəˈɾˠoːɡ/,seamróg,Munster
1,Connacht,/ˈʃamˠɾˠoːɡ/,seamróg,Connacht
2,Ulster,/ˈʃamˠɾˠaɡ/,seamróg,Ulster
0,Munster,[ˈsˠeːɾˠˌsˠt̪ˠɑːt̪ˠ],saorstát,Munster
1,Connacht,[ˈsˠiːɾˠˌsˠt̪ˠɑːt̪ˠ],saorstát,Connacht
2,Ulster,[ˈsˠiːɾˠˌsˠt̪ˠæːt̪ˠ],saorstát,Ulster
0,,/ˈahəsˠk/,aitheasc,
0,Munster,/ˈaʃəɡ/,aiseag,Munster
1,Connacht; Ulster,/ˈæʃək/,aiseag,Connacht; Ulster
0,Cois-Fharraige,/ˈsˠiːɾˠuː/,saothrú,Connacht
1,Ulster,/ˈsˠiːhɾˠu/,saothrú,Ulster
2,Ulster,/ˈsˠɯːhɾˠu/,saothrú,Ulster
0,,/d̪ˠuː/,dú-,
0,Ulster,/ˈt̪ˠætʲiːnʲ/,taitin,Ulster
0,Munster,/bˠɔl̪ˠˈkɑːn̪ˠəx/,bolcánach,Munster
1,Connacht,/ˈbˠɔlˠkɑːnˠəx/,bolcánach,Connacht
2,Ulster,/ˈbˠɔlˠkanˠa(x)/,bolcánach,Ulster
0,Munster,/bˠɾˠuːɟ/,brúigh,Munster
1,Galway,/bˠɾˠuː/,brúigh,Connacht
2,Mayo; Ulster,/bˠɾˠuːj/,brúigh,Connacht; Ulster
0,Munster,/bˠɑːɟ/,báigh,Munster
1,Galway,/bˠɑː/,báigh,Connacht
2,Mayo,/bˠɑːj/,báigh,Connacht
3,Ulster,/bˠa(ː)ɪç/,báigh,Ulster
0,Aran,/ɡliː/,glaoigh,Connacht
1,Aran,/ɡlɯː/,glaoigh,Connacht
0,Munster,/sˠpʲɾʲeːɟ/,spréigh,Munster
1,Connacht; Ulster,/sˠpʲɾʲeːj/,spréigh,Connacht; Ulster
0,,/sˠpʲɾʲeː/,spré,
0,,/sˠpʲɾʲeː/,spré,
1,Ulster,/sˠpʲɾʲeːw/,spré,Ulster
0,Connacht; Munster,/ˈkɾˠɑːfʲəx/,cráifeach,Connacht; Munster
1,Ulster,/ˈkɾˠaːfʲa(x)/,cráifeach,Ulster
0,Connacht; Munster,/kl̪ˠaʃ/,clais,Connacht; Munster
1,Connacht; Munster,/klˠaʃ/,clais,Connacht; Munster
2,Ulster,/klˠæʃ/,clais,Ulster
3,Ulster,/kl̪ˠæʃ/,clais,Ulster
0,,/d̪ˠɛɾʲ/,doir,
0,,/bʲaxt̪ˠ/,beacht,
0,,[ˈɪmʲəɾˠt̪ˠəsˠ],imeartas,
0,,/ˈiːkiəxt̪ˠ/,íocaíocht,
0,,/ˈi.ɴˠə.dˠiː/,ionadaí,
1,,/ˌi.nˠə.ˈdˠiː/,ionadaí,
0,Munster,/fʲiːˈd̪ˠoːɾʲ/,fíodóir,Munster
1,Connacht,/ˈfʲiːd̪ˠoːɾʲ/,fíodóir,Connacht
2,Ulster,/ˈfʲiːd̪ˠɔɾʲ/,fíodóir,Ulster
0,,/ˈkɾˠuəxən̪ˠ/,cruachan,
1,Connacht; Ulster; also,/ˈkɾˠuəxənˠ/,cruachan,Connacht; Ulster; also
0,,[dʲiːnʲ],dín,
0,,/dʲiː/,díth,
0,Connacht; Munster,/ˈkɔl̪ˠət̪ˠə/,codlata,Connacht; Munster
1,Ulster,/ˈkʌl̪ˠət̪ˠə/,codlata,Ulster
0,,/ˈceːl̠ʲə/,céille,
0,Munster,/ˈd̪ˠɾˠʌhəd̪ˠ/,droichead,Munster
1,Aran,/ˈd̪ˠɾˠɛhəd̪ˠ/,droichead,Connacht
2,Aran,/ˈd̪ˠɾˠeːd̪ˠ/,droichead,Connacht
3,Cois-Fharraige,/ˈd̪ˠɾˠeːd̪ˠ/,droichead,Connacht
4,Cois-Fharraige,/ˈd̪ˠɾˠəid̪ˠ/,droichead,Connacht
5,Ulster,/ˈd̪ˠɾˠɛçəd̪ˠ/,droichead,Ulster
0,,/fʲəilʲ/,feighil,
0,Connacht; Munster,/fˠuəxt̪ˠ/,fuacht,Connacht; Munster
1,Ulster,/fˠiəxt̪ˠ/,fuacht,Ulster
0,,/ɟlʲuː/,gliú,
0,Munster,/ɡn̪ˠɑːsˠ/,gnás,Munster
1,Connacht,/ɡɾˠɑːsˠ/,gnás,Connacht
2,Connacht,/ɡnˠɑːsˠ/,gnás,Connacht
3,Ulster,/ɡɾˠæːsˠ/,gnás,Ulster
0,Munster,/t̪ˠɑːxt̪ˠ/,tábhacht,Munster
1,Ulster,/ˈt̪ˠaːwa(x)t̪ˠ/,tábhacht,Ulster
0,,/sˠkɑːlʲɑːnˠ/,scáileán,
0,Munster; Waterford,/ˈakɪɲ/,acmhainn,Munster; Munster
1,Munster; Cork,/ˈɑkfˠɪɲ/,acmhainn,Munster; Munster
2,Munster; Kerry,/ˈɑkfˠɪn̠ʲ/,acmhainn,Munster; Munster
3,Connacht,/ˈakuːn̠ʲ/,acmhainn,Connacht
4,Ulster,/ˈakuːn̠ʲ/,acmhainn,Ulster
5,Ulster,/ˈakən̠ʲ/,acmhainn,Ulster
0,Munster; Waterford,/ˈakɪɲəx/,acmhainneach,Munster; Munster
1,Munster; Cork,/ˈɑkfˠɪɲəx/,acmhainneach,Munster; Munster
2,Munster; Kerry,/ˈɑkfˠɪnʲəx/,acmhainneach,Munster; Munster
3,Connacht,/ˈakuːn̠ʲəx/,acmhainneach,Connacht
4,Ulster,/ˈakuːn̠ʲa(x)/,acmhainneach,Ulster
