word,tags,ipa
ceart,,"caɾˠt̪ˠ, cæːɾˠt̪ˠ"
rámhaíocht,Ulster; Connacht,ˈɾˠɑːwiəxt̪ˠ
tráthúil,Munster,tˠr̪ˠɑː.ˈhuːlʲ
saic,Cois-Fharraige,sˠec
sa bhaile,Munster,sˠə ˈvˠalʲə
caith,Ulster,kaiç ~ kãiç
luachmhar,Ulster; Connacht,ˈl̪ˠuəxwəɾˠ
briosc,Kerry; also,bʲɾʲɨ̞sˠk
ng,,"ŋ, ŋɡ, ɲ, ɲɟ"
cófra,Munster; Connacht,ˈkoːfˠɾˠə
fuaigh,Munster,fˠuəɟ
tobann,Munster; Connacht,ˈt̪ˠɔbˠən̪ˠ
tochais,,ˈt̪ˠɔxəʃ
Aindrias,Ulster,"ˈaːnˠɾˠasˠ, ˈaːnˠrˠasˠ"
thrí,,hɾʲiː
adhart,Munster,ˈɑɪ(ə)ɾˠt̪ˠə
tóraíocht,Connacht,ˈt̪ˠoːɾˠiːəxt̪ˠ
riabhach,Munster,ˈɾˠiəx
tonn,Cois-Fharraige; Connemara,t̪ˠuːn̪ˠ
beirthe,Ulster,ˈbʲɨ̞ɾˠhə
ann,Mayo; Ulster,an̪ˠ
feairín,Aran,ˈfʲaɾˠiːnʲ
aistriú,Ulster,ˈaʃtʲɾʲu
cearc,Cois-Fharraige,cæːɾˠk
righin,Connacht,"ɾˠainʲ, ɾˠəinʲ"
raon,Ulster; Connacht,ˈɾˠiːnˠ
Uinseann,Ulster,ˈɪn̠ʲʃən̪ˠ
cliathán,Ulster,"ˈclʲiːhanˠ, ˈclʲiːhan̪ˠ"
thríthi,Cois-Fharraige,hɾʲiː
fuaraigh,Ulster,"ˈfˠiːɾˠi, ˈfˠɯːɾˠi"
díchéillí,,"ˈdʲiːˌçeːlʲiː, ˈdʲiːˌçeːl̠ʲiː"
íosfadh,Galway; Ulster,ˈiːsˠətʲ
cláirseacha,Munster; Connacht,ˈklˠɑːɾˠʃəxə
naofa,Munster,"ˈn̪ˠeːfˠə, ˈn̪ˠëːə̯fˠə"
galar,Aran,ˈɡɑl̪ˠd̪ˠɾˠə
inneach,Connacht,ˈɪn̠ʲax
sloigisc,Munster,ˈsˠl̪ˠɔɟɪʃc
bleidhmhíol,,ˈbʲlʲɛjvʲiːl̪ˠ
pógfaidh,,
gearraim,Connacht,ˈɟaːɾˠəmʲ
colún,Munster,kəˈl̪ˠuːn̪ˠ
Rinn,Waterford; Cork,ɾˠaiɲ
ith,,i(h)
díobháil,Munster,dʲiːˈvˠɑːlʲ
páirtí,Connacht,ˈpˠɑːɾˠtʲiː
-ófá,,"oːfˠaː, oːhaː"
moltaí,Munster,mˠɔl̪ˠˈt̪iː
beiridís,,ˈbʲɛɾʲədʲiːʃ
moilt,Ulster,mˠɪl̠ʲtʲ
dolaí,,ˈd̪ˠɔlˠiː
pógfaidh,Munster; Connacht,ˈpˠoːkə
cearca,,ˈcaɾˠkə
seanmóirí,Connacht,"ˈʃanˠəmoːɾʲiː, ˈʃan̪ˠəmoːɾʲiː"
Aifreann,Aran; rare,ˈɪfʲɾʲən̪ˠ
síolmhar,Munster,ˈʃiːl̪ˠvˠəɾˠ
d'altadh,Ulster,ˈd̪ˠal̪ˠt̪ˠu
las,,l̪ˠasˠ
diúlfaidh,Ulster,"ˈdʲuːlˠhi, ˈdʲuːl̪ˠhi"
smál,Ulster,sˠmˠæːlˠ
lastall,Munster,l̪ˠasˠˈt̪ˠɑul̪ˠ
coinnleoir,Waterford,kaiɲˈlʲoːɾʲ
mainistreach,,ˈmˠanʲəʃtʲɾʲəx
colm,Connacht,ˈkolˠəmˠ
gaiste,Ulster,ˈɡæʃtʲə
caolas,Ulster; Connacht,"ˈkiːlˠəsˠ, kʰɰiːlˠəsˠ"
iaim,,iəmʲ
taitnigh,Cois-Fharraige,"ˈt̪ˠan̠ʲə, ˈt̪ˠæːn̠ʲə"
ga,,ɡa
bia,,bʲiə
d'ullmhaigh,Galway,ˈd̪ˠʊl̪ˠwə
driseog,Ulster,"ˈdʲɾʲɪʃaɡ, ˈdʲɾʲɪʃɔɡ"
barriall,Connacht,ˈbˠɑːɾˠiəl̪ˠ
caoirigh,Mayo,ˈkiːɾʲiː
gabha,Ulster,ɡoː
bileogach,Munster,bʲəˈlʲoːɡəx
folamh,Cois-Fharraige,ˈfˠaːl̪ˠə
smigín,Ulster; Connacht,ˈsˠmʲɪɟiːnʲ
baisteadh,Munster,"ˈbˠaʃtʲəɡ, ˈbˠɑʃtʲə"
marbh,Ulster,ˈmˠaɾˠu
dúradar,,ˈd̪ˠuːɾˠəd̪ˠəɾˠ
ardaingeal,Aran,ˌɑːɾˠdˠˈæɲɟəl
réasúnta,Ulster,ˈɾˠeːsˠun̪ˠt̪ˠə
agat,Mayo; Connacht,ˈuɡəd̪ˠ
d'aithníodh,Mayo,ˈdˠa(h)nʲiːfˠ
choíche,Ulster,"əˈxiːçɪ, ˈxiːçɪ"
gága,Ulster,ˈɡaːɡə
iomadúil,Ulster,ˈʌmˠəd̪ˠuːlʲ
féil,,fʲeːlʲ
géaraigh,Ulster,"ˈɟeːɾˠi, ˈɟɛə̯ɾˠi"
fógair,Munster; Connacht,ˈfˠoːɡəɾʲ
fiastalach,Ulster,ˈfʲiəsˠt̪ˠalˠa(x)
foireann,,ˈfˠɪɾʲən̪ˠ
dom,,d̪ˠɔmˠ
meaits,Munster,mˠɑtʲʃ
snáthad,Munster,ˈsˠn̪ˠɑːhəd̪ˠ
uaigh,Waterford; Munster; Galway; Connacht,uə
tosaigh,Mayo,ˈt̪ˠɔsˠiː
canúint,Connacht,"ˈkanˠuːn̠ʲtʲ, ˈkɑnwənʲtʲ, ˈkɑnˠuːn̠ʲtʲ"
saill,Aran,sˠail̠ʲ
grinne,Ulster; Kerry; Cork; Connacht,ˈɟɾʲɪn̠ʲə
chun,,xʊnˠ
leath,Ulster,l̠ʲa
freang,Munster,fʲɾʲɑuŋ(ɡ)
fíor-,Ulster,fʲiːɾʲ
cáinte,Ulster,ˈkaːn̠ʲtʲə
mullach,Munster,mˠəˈl̪ˠɑx
agam,Munster,əˈɣɑmˠ
Ciarraí,,ˈciəɾˠiː
tríd,,tʲɾʲiːdʲ
aiféalach,Aran,ˈafʲeːləx
dochtúirí,Connacht,ˈd̪ˠɔxt̪ˠuːɾʲiː
ceird,Waterford; Munster,ceːɾʲdʲ
tar éis,Munster,t̪ˠɾˠeːʃ
caisearbhán,Munster,ˈɡaʃɾˠəvˠaːn̪ˠ
ceisneamh,Munster,ˈcɛʃnʲəvˠ
-fidís,,hədʲiːʃ
leathchoróin,Ulster,ˈl̠ʲaˌxɔɾˠænʲ
daonchairdiúil,Connacht,ˈd̪iːn̪xɑːɾˠdʲuːlʲ
cortha,Ulster; Munster,ˈkʌɾˠhə
ais,,aʃ
crios,Munster,cɾʲɪsˠ
pilleadh,Ulster,ˈpʲɪl̠ʲuː
gruth,Connacht,ɡɾˠɞ
tuig,Ulster,t̪ˠɨ̞ɟ
dícheall,Ulster,ˈdʲiçəl̪ˠ
lúibín,Munster,l̪ˠuːˈbʲiːnʲ
tosú,Munster,t̪ˠəˈsˠuː
dáil,Ulster,d̪ˠaːlʲ
capaill,,ˈkapˠəl̪ʲ
fágadh,Ulster,"ˈfˠæːɡu, ˈfˠæːɡətʲ"
taisc,Ulster,t̪ˠæʃc
aithníodh,Ulster,ˈa(h)nʲiːw
comharsa,Munster,ˈkũːɾˠsˠə
grianghraf,,ˈɟɾʲiənˠˌɣɾˠafˠ
gobadh,Mayo,ˈɡɔbˠuː
buanfas,Ulster,"ˈbˠiːnˠfˠəsˠ, ˈbˠɯːnˠfˠəsˠ"
liath,,
féinfhostaithe,,ˈfʲeːnʲosˠt̪ˠəhə
suaimhneach,Connacht,ˈsˠiːmʲɾʲəx
molfaidh,Munster,ˈmˠɔlˠhɪɟ
cos,Munster,"kɔsˠ, kɞsˠ"
díomsa,,ˈdʲiːmˠsˠə
Bolcáin,Connacht,ˈbɔlˠkɑːnʲ
ceathrúnaí,Cois-Fharraige,ˈcæːɾˠuːn̪ˠiː
piléar,Munster,"pʲəˈlʲeːɾˠ, ˈpʲlʲeːɾˠ"
dólámhach,Connacht,ˈd̪ˠoːˌl̪ˠɑːwəx
naimhde,Ulster,"ˈn̪ˠavʲdʲə, ˈn̪ˠãvʲdʲə"
iompar,Ulster,"ˈʌmˠpˠəɾˠ, ˈʌmˠxəɾˠ"
iascairí,Ulster,ˈiəsˠkəɾʲi
bocsa,Ulster,ˈbˠʊksˠə
cárt,Ulster,ˈkaɾˠt̪ˠə
arú,Munster,əˈɾˠuː
gléasra,Munster,ˈɟlʲiːa̯sˠɾˠə
conas,Waterford,ˈkun̪ˠəsˠ
gnó,Ulster,ˈɡɾˠẽːhə
díonach,Munster,ˈdʲiːn̪ˠəx
Sord Cholm Cille,Ulster,"ˌsˠɔːɾˠd̪ˠ xɔlˠəm ˈcɪl̠ʲə, ˌsˠɔːɾˠd̪ˠ xɔl̪ˠəm ˈcɪl̠ʲə"
roinnt,Munster,ɾˠəɪn̠ʲtʲ
spúnóg,Connacht,ˈsˠpˠuːnˠoːɡ
gairm,Munster,ˈɡaɾʲəmʲ
cúng,Munster; Connacht,"kuːŋ(ɡ), kũːŋ(ɡ)"
taoisigh,Munster,ˈt̪ˠiːʃɪɟ
Fearghal,,ˈfʲaɾˠəlˠ
coitianta,Ulster,ˈkʌtʲən̪ˠt̪ˠə
suím,,sˠiːmʲ
chíd,,ˈçiːdʲ
péint,,pʲeːnʲtʲ
gaiscígh,Connacht,ˈɡaʃciː
acais,Aran,ˈækəʃ
práiscín,Ulster,ˈpˠɾˠaːʃciːnʲ
culaith,Kerry; Munster,kəˈl̪ˠɞh ~ kl̪ˠɞh
biotáille,Aran,ˈbʲɪt̪ˠɑːl̠ʲtʲə
altfaidh,Ulster,ˈal̪ˠt̪ˠi
craoibhe,,ˈkɾˠiːvʲə
Rinne,,ˈɾˠɪn̠ʲə
málóid,Ulster,ˈmˠaːlˠɔdʲ
salainn,,"ˈsˠalˠən̠ʲ, ˈsˠal̪ˠən̠ʲ"
péiste,,ˈpʲeːʃtʲə
bus,,bˠʊsˠ
boid,,bˠɪdʲ
mire,,ˈmʲɪɾʲə
Pádraig,Munster,ˈpˠɑːd̪ˠəɾˠɪɟ
ardghlórach,Munster,ˈɑːɾˠd̪ˠˌɣl̪ˠoːɾˠəx
lasmuigh,Ulster,l̪ˠasˠˈmˠɪç
iarrtar,,ˈiəɾˠt̪ˠəɾˠ
seordán,Connacht,ˈʃoːɾˠd̪ˠɑːnˠ
díbríodh,Munster,"dʲiːˈbʲɾʲiːx, dʲiːˈbʲɾʲiːɡ"
craobhach,Connacht,ˈkɾˠiːwəx
briathar,Ulster; Munster,ˈbʲɾʲiːhəɾˠ
áith aoil,Ulster,"ãːç ˈiːlʲ, ãːi̯ç ˈiːlʲ"
toighe,,t̪ˠiə
bís,,bʲiːʃ
dhíobh,Galway,"(ɣ)iːbˠ, jiːbˠ"
lochán,Connacht,ˈl̪ˠɔxɑːnˠ
lucht,Ulster,l̪ˠʌxt̪ˠ
pána,Munster,ˈpˠɑːn̪ˠə
turas,Munster,t̪ˠəˈɾˠʊsˠ ~ t̪ˠəˈɾˠʌsˠ ~ t̪ˠɾˠʌsˠ
tiubh,Galway,tʲʊ(w)
garr,Ulster,ɡaːɾˠ
Dubhghall,,ˈd̪ˠʊwəl̪ˠ
sníomhtha,Ulster,"ˈʃn̠ʲiːwhə, ˈʃn̠ʲiu̯ʍə"
neantóg,Munster,nʲan̪ˠˈt̪ˠoːɡ
flaithis,Ulster,"ˈfˠlˠaihəʃ, ˈfˠl̪ˠaihəʃ"
briota,,ˈbʲɾʲɨ̞t̪ˠə
faillí,Munster,fˠɑˈlʲiː
sméar,Munster,sˠmʲia̯ɾˠ
uaigneas,Ulster; Connacht,ˈuəɟnʲəsˠ
gróigeadh,Mayo,ˈɡɾˠoːɟuː
feabhas,Munster; Connacht,fʲausˠ
turadh,Ulster,ˈt̪ˠʌɾˠu
anbhann,Ulster,ˈanˠun̪ˠ
síob,,ʃiːbˠ
Ó Ceallaigh,Ulster,aˈcal̪ˠi
moch,Munster,"mɔx, mɯx, mˠʊx, mˠʊ̃x"
comhlach,Ulster,ˈkõːlˠa(x)
clois,,klˠɔʃ
Faoilleach,Ulster,ˈfˠiːl̠ʲa(x)
gairdín,Ulster,ˈɡæːɾˠdʲinʲ
níor,Munster,nʲiːɾˠ
fleaite,,"ˈfʲlʲatʲə, ˈfʲlʲætʲə"
oscar,Ulster,ˈʌsˠkəɾˠ
cab,,"kabˠ, kɑbˠ"
-tí,,tʲiː
taisme,Ulster,ˈt̪ˠæʃmʲə
acra,Ulster,ˈakɾˠə
dólámhach,Ulster,ˈd̪ˠɔːˌl̪ˠæːwa(h)
damhsa,,ˈd̪ˠəusˠə
fómhair,Cois-Fharraige,ˈfˠuːwəɾʲ
min,Munster; Connacht,ˈmʲinʲ
dhó,Munster; Connacht,ɣoː
feisigh,,ˈfʲɛʃiː
dearthár,Cois-Fharraige,ˈdʲɾʲɑːɾˠ
crom,Munster,kɾˠɑumˠ
cata,Mayo; Ulster,ˈkat̪ˠə
éadóchas,Ulster,"ˈeːd̪ˠɔxəsˠ, ˈɛːd̪ˠɔxəsˠ"
spúnóg,Ulster,ˈsˠpˠuːnˠaɡ
ógánach,Munster,oːˈɡɑːn̪ˠəx
troscadh,Mayo; Connacht,ˈt̪ˠɾˠosˠkuː
abraim,Munster,ˈɑbˠəɾˠəmʲ
dúnadh,Galway,"ˈd̪ˠuːnˠə, ˈd̪ˠuːnˠəvˠ, ˈd̪ˠuːnˠəx"
oinniún,Ulster,ˈʌn̠ʲənʲ
aidiacht,Connacht,ˈadʲiəxt̪ˠ
taispeáint,Munster,tʲisˠˈpʲaːnʲtʲ
díobhsan,Aran,ˈdʲiːpˠsˠən
fleá,Munster,fʲlʲaː
morgadh,Galway; Munster,ˈmˠɔɾˠəɡə
bunadh,Ulster,ˈbˠʌnˠuː
toiligh,Connacht,ˈt̪ˠɛlʲiː
linbhín,Munster,lʲɪnʲəˈvʲiːnʲ
i m'ainneoin,Ulster,əˈmˠæn̠ʲænʲ
soibealta,Ulster,ˈsˠɨ̞bʲəl̪ˠt̪ˠə
-fidh,Ulster,i
cuibhrigh,Galway,ˈkɪvʲɾʲə
meadhg,Munster; Connacht,"ˈmʲaiɡ, ˈmʲəiɡ"
roinn,Galway,ɾˠiːn̠ʲ
faoi deara,,fˠiːˈdʲaɾˠə
laistigh,Ulster; Connacht,l̪ˠaʃˈtʲɪj
tom,Mayo,t̪ˠʊmˠ
bréagach,Ulster,ˈbʲɾʲeːɡa(h)
glór,Munster; Connacht,ɡl̪ˠoːɾˠ
baile,Connemara,ˈbˠɑːlʲə
sileadh,Ulster,ˈʃɨ̞lʲətʲ
Cireabaití,,ˈkɪɾʲəˌbatiː
fiachta,,ˈfʲiəxt̪ˠə
lúcháir,Munster,l̪ˠuːˈxɑːɾʲ
súile,,ˈsˠuːlʲə
breith,Cois-Fharraige; Ulster; Aran,bʲɾʲɛ
fáilt,Munster,fˠɑːlʲtʲ
cén chaoi,Cois-Fharraige,cɛˈxiː
ceap,Cois-Fharraige,cæːpˠ
cúinge,Connacht,ˈkuːɲɪ
maide,Ulster,ˈmˠædʲə
ronnach,Munster,ɾˠəˈn̪ˠax
Gaeil,,ɡeːlʲ
coiteann,Munster; Connacht,ˈkɔtʲən̪ˠ
máthair,Ulster,"ˈmˠahæɾʲ, ˈmˠɑhəɾʲ, ˈmˠɑ̃həɾʲ, ˈmˠɛhəɾʲ, ˈmˠʌhəɾʲ ~ ˈmˠihəɾʲ"
tchí,,tʲiː
náisiún,Connacht,ˈn̪ˠɑːʃuːnˠ
slat,Aran,sˠlɑt̪ˠ
fascadh,Ulster,ˈfˠasˠku
cáibín,Connacht,"ˈkaːbʲiːnʲ, ˈkɑːbʲiːnʲ"
Éireannach,Munster; Connacht,ˈeːɾʲən̪ˠəx
féachaint,Aran,ˈfʲiəxən̠ʲtʲ
duilliúr,Connacht,ˈd̪ˠɪl̠ʲuːɾˠ
beathú,Munster,bʲaˈhuː
cá háit,,kɑːˈhɑːtʲ
sonrú,Connacht,ˈsˠon̪ˠɾˠuː
traein,,t̪ˠɾˠeːnʲ
speal,,"sˠpʲalˠ, sˠpʲal̪ˠ"
bocht,,bˠɔxt̪ˠ
loch,General-American,
fírinne,Kerry,ˈfʲiːɾʲənʲə
cogadh,Ulster,"ˈkɔɡu(ː), ˈkʌɡətʲ"
fáidh,Connacht,fˠɑːj
beo,Munster; Connacht,bʲoː
céad mháta,Connacht,ceːd̪ˠ ˈwɑːt̪ˠə
inneosad,Munster,(ə)ˈnʲoːsˠəd̪ˠ
pianadh,Galway; Munster,ˈpʲiənˠəx
cúb,,kuːb
seinn,Ulster,ʃɪn̠ʲ
riar,Ulster,"ɾˠeːɾˠ, ɾˠɤːɾˠ"
gíománach,Ulster,ˈɟɨ̞mˠanˠa(x)
sochreidte,Ulster; also,ˈsˠɔːˌçɾʲɛtʲə
cnámh,Galway; Cois-Fharraige,kɾɑːvʲ
roinn,Mayo,ɾˠɪn̠ʲ
dianghlasáil,,dʲiənˠˈɣlˠa.sˠɑːlʲ
ceirín,Ulster,ˈcɛhɾʲinʲ
ansin,Aran,ən̪ˠˈʃɪnʲ
méir,,mʲeːɾʲ
úsáid,Connacht,ˈuːsˠɑːdʲ
sách,Munster; Connacht,sˠɑːx
Méibhín,,ˈmʲeːvʲiːnʲ
bail,,bˠalʲ
áiféis,Ulster,ˈɑːfʲeʃ
achasán,Ulster,"ˈahasˠanˠ, ˈahasˠan̪ˠ"
amhrán,Aran; also; Connacht,ˈɑːɾˠɑːnˠ
caisearbhán,Connacht,ˈkaʃəɾˠwaːn̪ˠ
faighfeá,,ˈfˠaiɑː
deichniúr,Ulster,ˈdʲɪhnʲuɾˠ
bliosán,Ulster,ˈbʲlʲɪsˠænˠ
cnoc,Waterford; Munster,kəˈn̪ˠuk
aigeantach,Ulster,ˈæɟən̪ˠt̪ˠa(x)
banaltra,,ˈbˠanˠəl̪ˠt̪ˠɾˠə
bonn,Aran,"bˠɔn̪ˠ, bˠɞn̪ˠ"
piocadh,Galway; Mayo,ˈpʲʊkətʲ
adhnua,Cork,əiˈn̪ˠoː
fóill,Ulster,fˠɔːl̠ʲ
pus,Ulster,pˠʌsˠ
iontráil,Connacht,ˈʊn̪ˠt̪ˠɾˠɑːlʲ
daonchairdiúil,Munster,ˈd̪eːn̪xɑːɾˠˌdʲuːlʲ
moltaí,Ulster,ˈmˠɔl̪ˠt̪ˠi
deartháracha,Cois-Fharraige,ˈdʲɾʲɑːɾˠəxiː
piteog,Ulster,"ˈpʲɪtʲaɡ, ˈpʲɪtʲɔɡ"
oilfidh,Ulster; Connacht,"ˈɛlʲ(h)ə, ˈɪlʲ(h)ə"
lena cois,Munster,ˌlʲɛn̪ˠəˈkɞʃ
sealbh,,ˈʃalˠəvˠ
dona,Connacht,"ˈd̪ˠɔnˠə, ˈd̪ˠɞnˠə, ˈd̪ˠɞn̪ˠə"
feochan,Connacht,ˈfʲoːxənˠ
i gcónaí,Munster,əɡoːˈn̪ˠiː
glinne,,ˈɟlʲin̠ʲə
claonadh,,ˈklˠɤːnˠətʲ
brón,Mayo; Ulster,bˠɾˠoːnˠ
fionnuacht,Ulster,ˈfʲɨ̞n̪ˠwaxt̪ˠ
badráil,Connacht,ˈbˠad̪ˠɾˠɑːlʲ
maoth,Munster,mˠeːh
chuige,Galway,ˈɛɟɪ
miúil,,mʲuːlʲ
don,Ulster,d̪ˠʌnˠ
giúiré,,ˈɟuːɾʲeː
Sínigh,Mayo,ˈʃiːnʲiː
drithle,Kerry,ˈdʲɾʲɨ̞həlʲə
feolmhach,Ulster,"ˈfʲɔːlˠwaxi, ˈfʲɔːl̪ˠwaxi"
caillteanas,Aran,ˈkalʲtʲəmˠəsˠ
tur,Ulster,t̪ˠʌɾˠ
bindealán,Munster,bʲin̠ʲdʲəˈl̪ˠɑːn̪ˠ
teicni-,,tʲɛcnʲə
gábhadh,Ulster,"ˈɡaːwuː, ˈɡaːwə"
ifreann,,ˈɪfʲɾʲən̪ˠ
tál,Munster; Connacht,t̪ˠɑːlˠ
gortaigh,Galway,ˈɡɔɾˠt̪ˠə
sócúlach,Munster,sˠoːˈkuːl̪ˠəx
coinnigh,Cois-Fharraige,ˈkɪn̠ʲə
ainneoin,Ulster,ˈan̠ʲɔnʲ
urchóideach,Connacht,ˈʊɾˠəxoːdʲəx
litriú,Munster,lʲətʲəˈɾʲuː
clismearnach,Ulster,"ˈclʲɪʃmʲəɾˠn̠ʲiː, ˈclʲɪʃmʲəɾˠn̪ˠiː"
ainneoin,Munster,"əˈnʲoːnʲ, əˈnʲõːi̯nʲ"
leabhair,Munster,lʲauɾʲ
mairg,Ulster,ˈmˠæɾʲɪɟ
péacán,Connacht,"ˈpʲeːkɑːnˠ, ˈpʲeːkɑːn̪ˠ"
moll,Ulster,mˠʌl̪ˠ
deartháireacha,Mayo; Connemara; South; West,ˈdʲɾʲiçaːɾʲəxə
oiliúint,Ulster,ˈɛlʲunʲ
síor-,,"ʃiːɾʲ, ʃiːɾˠ"
nod,Munster; Connacht,n̪ˠɔd̪ˠ
brat,Cois-Fharraige; Ulster; Mayo,bˠɾˠat̪ˠ
murab,,ˈmˠʊɾˠəbˠ
-íos,,iːsˠ
boird,Connemara,bˠəuɾˠdʲ
éag,Ulster; Connacht,"eːɡ, ɛə̯ɡ"
Stiofán,Connacht,"ˈʃtʲʊfˠɑːnˠ, ˈʃtʲʊfˠɑːn̪ˠ"
cosnamh,Ulster,ˈkɔsˠn̪ˠu
go raibh maith agat,,"ɡəɾˠəmˠəˈhaɡət̪ˠ, ɡəɾˠəˈmˠahəɡət̪ˠ"
coir,Ulster,kɪɾʲ
maoilín,Connacht,ˈmˠiːlʲiːnʲ
craobhacha,Ulster,ˈkɾˠiːwaxə
agóid,Connacht,ˈaɡoːdʲ
trealamh,Ulster,ˈtʲɾʲalˠu
cithréim,Ulster,ˈcɨ̞hɾˠəmˠ
maith,Munster,mˠɑh
feadaíl,Ulster,ˈfʲad̪ˠilʲ
dom,unstressed,d̪ˠəmˠ
suan,,sˠuən̪ˠ
fiabhrais,Aran,ˈfʲɛvˠɾˠəʃ
tolladh,Ulster,ˈt̪ˠʌl̪ˠu(ː)
réad,Munster,ɾˠɔd̪ˠ
cathair,,"ˈkahəɾʲ, ˈkɑhəɾʲ"
éagsúil,Munster,"iːa̯ɡsˠuːlʲ, iːa̯ɡ̊sˠuːi̯lʲ"
aeráid,Ulster,ˈeːɾˠædʲ
madraí,Cois-Fharraige,ˈmˠɑːd̪ˠɾˠiː
iompar,Munster; Connacht,ˈʊmˠpˠəɾˠ
crosach,Ulster,ˈkɾˠɔsˠa(x)
siabadh,Galway; Ulster; Mayo,ˈʃiəbˠətʲ
baothchaifeach,Ulster,"ˈbˠiːˌxafʲa(x), ˈbˠɯːˌxãfʲa(x)"
aisteoir,Connacht,ˈaʃtʲoːɾʲ
claonadh,Mayo,ˈklˠiːnˠuː
dínne,,ˈdʲiːn̠ʲə
dóim,Ulster,d̪ˠoːmˠ
páirtí,Munster,pˠɑːɾˠˈtʲiː
timpeall,Munster,ˈtʲiːmˠpˠəl̪ˠ
dhóibhsean,Aran,ˈɣoːpˠsˠən
éide,,ˈeːdʲə
Aifreann,Cois-Fharraige,"ˈæfʲɾʲən̪ˠ, ˈæːfʲɾʲən̪ˠ"
dreoilín,Ulster,ˈdʲɾʲɔːlʲinʲ
cáinim,,ˈkɑːnʲəmʲ
culaith,Munster,kl̪ˠo
insím,Aran,"ˈinʲʃiːmʲ, ˈinʲʃəmʲ, ˈiːnʲʃiːmʲ"
Cáisc,,"kaːʃc, kɑːʃc"
bádóir,Connacht,ˈbˠɑːd̪ˠoːɾʲ
úir,,uːɾʲ
corcán,,ˈkɔɾˠkɑːn̪ˠ
amanna,Aran; Connemara,ˈamˠən̪ˠiː
clogaide,Ulster,ˈklˠʌɡədʲə
gúnga,Munster,"ˈɡɾˠuːŋ(ɡ)ə, ˈɡɾˠũːŋ(ɡ)ə"
fheoil,Munster; Connacht,oːlʲ
stéic,,ˈʃtʲeːc
stuaic,,sˠt̪ˠuəc
ciar,,ciəɾˠ
sileadh,Galway; Munster,ˈʃɪlʲəx
airg,,ˈaɾʲɪɟ
clabhta,,ˈklˠaut̪ˠə
uan,,"uənˠ, uən̪ˠ, uːnˠ, uːn̪ˠ"
sealadach,,ˈʃalˠəd̪ˠəx
abacas,,ˈabˠəkəsˠ
clairnéid,Connacht,ˈklˠɑːɾˠnʲeːdʲ
comhrialtas,Cois-Fharraige,ˈkuːɾˠiəl̪ˠt̪ˠəsˠ
maidine,Ulster,ˈmˠædʲənʲə
formad,,ˈfˠɔɾˠəmˠəd̪ˠ
caladh,Connemara,ˈkalˠə
cathaoir,Mayo,ˈkahiːɾʲ
treoir,Ulster,tʲɾʲɔːɾʲ
baile mór,Ulster,ˌbˠalʲə ˈmˠɔːɾˠ
oilfeadh,Munster,"ˈɛlʲ(h)əx, ˈɪlʲ(h)əx"
leannán,Ulster,ˈl̠ʲan̪ˠanˠ
glacfaidh,,ˈɡlˠakə
cuimhním,Munster,kiːˈnʲiːmʲ
nc,,"ŋk, ɲc"
bolgam,Ulster,"ˈbˠɔlˠəɡəmˠ, ˈbˠɔl̪ˠəɡəmˠ"
fuadh,Galway; Munster,fˠuəx
anchroí,Aran,ˈɑnxɾˠə
breabadh,Galway; Ulster; Mayo,ˈbʲɾʲabˠətʲ
gus,Munster; Connacht,ɡʊsˠ
corrú,Munster,kɔˈɾˠuː
Méabh,Ulster,"mʲeːwə, mʲɛə̯wə"
doireadh,Galway,ˈd̪ˠɛɾʲəvˠ
déarfar,,ˈdʲeːɾˠfˠəɾˠ
fosta,,ˈfˠɔsˠt̪ˠə
iontaoibh,Munster,uːn̪ˠˈt̪ˠiːvʲ
corrú,Connacht,ˈkɔɾˠuː
tiomáin,Munster,tʲəˈmˠɑːnʲ
luath,Munster,l̪ˠuəh
gairmeach,,ɡaɾʲˌmʲəx
preas,,pʲɾʲasˠ
tuilleadh,Mayo; Ulster,ˈtʲil̠ʲuː
maitheamh,Mayo,ˈmˠahuː
eireaball,Aran; Ulster,ˈɾˠɨbˠəl̪ˠ
deinir,,ˈdʲɪnʲəɾʲ
coradh,Galway; Munster,ˈkɔɾˠəx
gnóthachtáil,Cois-Fharraige,ˈɡɾˠuːxt̪ˠɑːlʲ
agamsa,Kerry,əˈɡɑmsə
urchar,Munster,ˈɾˠʌxəɾˠ
corrach,Munster; Connacht,ˈkɔɾˠəx
-íodh,Mayo; Ulster,iːw
ocras,Ulster,ˈɔkɾˠəsˠ
cion,Aran; Connacht,cinˠ
brón,Aran,bˠɾˠoːn
earrach,Galway,ˈæɾˠəx
plaic,,pˠlˠac
fadálach,Ulster,"ˈfˠad̪ˠalˠa(x), ˈfˠad̪ˠal̪ˠa(x)"
muiceoil,Munster; Connacht,ˈmˠɪcoːlʲ
-úint,Ulster,un̠ʲtʲ
fillim,Connacht,ˈfʲɪl̠ʲəmʲ
aird,Ulster,aːɾˠdʲ
liobarnach,Munster,"ˈlʲɨ̞bˠəɾˠn̪ˠəx, ˈlʲɯbˠəɾˠn̪ˠəx"
leathan,Munster,ˈlʲahən̪ˠ
dainséar,Connacht,ˈd̪ˠan̠ʲʃeːɾˠ
rotha,,ˈɾˠɔhə
déan athmhachnamh,Galway,ˈdʲiːnˠ ˈaˈwˠaxn̪ə
