,word,tags,ipa,results
3776,goirid,,"ˈɡɛɾʲədʲ, ˈɡɨ̞ɾʲədʲ",gɛɾʲidʲ
3778,goirme,,ˈɡɪɾʲəmʲə,gɛɾʲmʲi
3780,goirín,Ulster; Connacht,ˈɡɪɾʲiːnʲ,gɛɾʲən̪
3782,gol,Munster; Connacht,ɡɔl̪ˠ,gʊl̪
3781,gol,Connacht,ɡɔlˠ,gʊl̪
3783,gola,,"ˈɡɔlˠə, ˈɡɔl̪ˠə",gʊl̪ʊ̽
3784,gor,Munster; Connacht,ɡɔɾˠ,gɔɾˠ
3785,gorach,Connacht,ˈɡɔɾˠəx,gʊɾˠʊ̽x
3787,goradh,Connacht,ˈɡɔɾˠə,gʊɾˠə
3788,gorm,Connacht,ˈɡɞɾˠəmˠ,gʊɾˠəmˠ
3790,gorta,,ˈɡɔɾˠt̪ˠə,gʊɾˠt̪ʊ̽
3792,gorún,Connacht,ˈɡɔɾˠuːnˠ,gʊɾˠʊ̽n̪
3793,gos,,"ɡɔsˠ, ɡəsˠ",gʊsˠ
3795,graeipe,,ˈɡɾˠeːpʲə,gɾˠeːipʲi
3797,gread,,ɟɾʲad̪ˠ,gɾʲɑd̪
3799,greamú,Connacht,ˈɟɾʲamˠuː,gɾʲɑmˠə
3802,greannmhar,Ulster; Connacht,ˈɟɾʲan̪ˠwəɾˠ,gɾʲæn̪ˠvˠəɾˠ
3805,greise,,ɟɾʲɛʃə,gɾʲɛʃi
3806,grian,,"ɟɾʲiənˠ, ɟɾʲiən̪ˠ",gɾʲiən̪
3807,grian-,,ɟɾʲiənʲ,gɾʲiən
3811,grianmhar,Connacht,"ˈɟɾʲiənˠvˠəɾˠ, ˈɟɾʲiən̪ˠvˠəɾˠ",gɾʲiənvˠəɾˠ
3812,grinne,Ulster; Kerry; Cork; Connacht,ˈɟɾʲɪn̠ʲə,gɾʲɪn̠ʲə
3814,gruag,,ɡɾˠuəɡ,gɾˠuag
3815,gruagach,Munster; Connacht,ˈɡɾˠuəɡəx,gɾˠuagəx
3816,gruagaire,,ˈɡɾˠuəɡəɾʲə,gɾˠuagiɾʲi
3818,gruaim,,ɡɾˠuəmʲ,gɾˠuaimʲ
3819,gruama,,ˈɡɾˠuəmˠə,gɾˠuamˠə
3820,gruth,Connacht,ɡɾˠɞ,gɾˠʊ
3821,grá,,"ɡɾˠaː, ɡɾˠɑː",gɾˠa
3822,grá mo chroí,,ɡɾˠaː mˠə xɾˠiː,gɾˠa mˠʊ xɾˠɔ
3823,grád,Munster; Connacht,ɡɾˠɑːd̪ˠ,gɾˠad̪
3824,grág,Munster; Connacht,ɡɾˠɑːɡ,gɾˠag
3825,gráig,Munster; Connacht,ɡɾˠɑːɟ,gɾˠaiɟ
3827,gráigh,Connacht,"ɡɾˠɑː, ɡɾˠɑːj",gɾˠə
3828,gráin,Munster; Connacht,ɡɾˠɑːnʲ,gɾˠain̪
3829,gráiniúil,Connacht,ˈɡɾˠɑːnʲuːlʲ,gɾˠain̪əəl̪
3830,gráinne,Ulster; Connacht,ˈɡɾˠɑːn̠ʲə,gɾˠain̠ʲə
3831,grámhar,Connacht,ˈɡɾˠɑːwəɾˠ,gɾˠəuəəɾˠ
3832,grán,Connacht,ɡɾˠɑːnˠ,gɾˠan̪
3834,gránach,Munster; Connacht,ˈɡɾˠɑːnˠəx,gɾˠan̪əx
3836,grása,Munster; Connacht,ˈɡɾˠɑːsˠə,gɾˠasˠə
3838,grásta,,"ˈɡɾˠaːsˠt̪ˠə, ˈɡɾˠɑːsˠt̪ˠə",gɾˠasˠt̪ə
3839,gréas,Ulster; Connacht,ɟɾeːsˠ,gɾʲɑsˠ
3840,gréasaí,Connacht,ˈɟɾʲeːsˠiː,gɾʲɑsˠə
3841,gréasáin,Connacht,ˈɟɾeːsˠɑːnʲ,gɾʲɑsˠən̪
3842,gréasán,Connacht,"ˈɟɾeːsˠɑːnˠ, ˈɟɾeːsˠɑːn̪ˠ",gɾʲɑsˠən̪
3843,gréin,,ɟɾʲeːnʲ,gɾʲɛn̪
3844,gréine,,ˈɟɾʲeːnʲə,gɾʲɛn̪ə
3845,gréisceach,Munster; Connacht,ˈɟɾʲeːʃcəx,gɾʲɛʃcəx
3849,gró,Munster; Connacht,ɡɾˠoː,gɾˠʊ
3850,gróig,Connacht,ˈɡɾˠoːɟ,gɾˠɛɟ
3851,gróite,Connacht,ˈɡɾˠoːtʲiː,gɾˠɛtʲi
3852,grúdaire,,ˈɡɾˠuːd̪əɾʲə,gɾˠʊd̪iɾʲi
3853,grúdlann,,ˈɡɾˠuːd̪ˠlˠən̪ˠ,gɾˠʊd̪l̪ʊ̽n̪ˠ
3855,grús,,ɡɾˠuːsˠ,gɾˠʊsˠ
3856,guaillí,Connacht,ˈɡuəl̠ʲiː,guaəl̠ʲə
3857,gual,,"ɡuəlˠ, ɡuəl̪ˠ",gual̪
3858,guala,,"ˈɡuəlˠə, ˈɡuəl̪ˠə",gual̪ə
3859,gualainn,Ulster; Connacht,"ˈɡuəlˠən̠ʲ, ˈɡuəl̪ˠən̠ʲ",gual̪ən̠ʲ
3862,guidte,,ˈɡɪtʲə,gɪdʲi
3865,gunna,Munster; Connacht,ˈɡʊn̪ˠə,gʊn̪ˠʊ̽
3866,gur,,"ɡəɾˠ, ɡʊɾˠ",gɔɾˠ
3867,gus,Munster; Connacht,ɡʊsˠ,gʊsˠ
3869,guta,,ˈɡʊt̪ˠə,gʊt̪ʊ̽
3871,guthán,,ˈɡʊhɑːn̪ˠ,gʊhʊ̽n̪
3872,guí,,ɡiː,gɪ
3873,guíochtaint,,ˈɡiː(ə)xt̪ˠənʲtʲ,gʊʊ̽xt̪ʊ̽n̪t̪
3874,guíonna,,ˈɡiːn̪ˠə,gʊʊ̽n̪ˠʊ̽
3876,gág,Munster; Connacht,ɡɑːɡ,gag
3878,gáifeach,Munster; Connacht,ˈɡɑːfʲəx,gaifʲəx
3879,gáir,Munster; Connacht,ɡɑːɾʲ,gɑːɾʲ
3880,gáire,Munster; Connacht,ˈɡɑːɾʲə,gaiɾʲi
3881,gáirí,Connacht,ˈɡɑːɾʲiː,gaiɾʲi
3882,gála,Connacht,ˈɡɑːlˠə,gal̪ə
3902,gúna,,"ˈɡuːnˠə, ˈɡuːn̪ˠə",gʊn̪ʊ̽
3903,h,,h,
3907,hIarmhí,Ulster; Munster; Connacht,ˌhiəɾˠˈvʲiː,çiərvʲi
3908,hInis Meáin,,ˌhɪnʲəʃ ˈmʲɑːnʲ,çɪn̪iʃ mʲain̪
3950,heach,,hax,çæx
3952,hidrigin,,hɪdʲɾʲɪɟɪnʲ,çɪdʲɾʲiɟən̪
3953,hime,,ˈhimʲə,çɪmʲi
3954,himeanna,,ˈhɪmʲən̪ˠə,çɪmʲən̪ˠə
3955,hiomlán,Connacht,ˈhʊmˠlˠɑːnˠ,çɪmˠl̪ən̪
3956,hithe,,ˈhɪhə,çɪçi
3971,hÍ,,hiː,çɪ
3975,héag,Ulster; Connacht,heːɡ,çɑg
3976,héileacaptar,,ˈheː.l̪ʲəˌkapˠ.t̪ˠəɾˠ,çɛl̪əkəpˠt̪əɾˠ
3978,héis,,heːʃ,çɛʃ
3979,héisc,,heːʃc,çɛʃk
3981,i,,"ə, ɪ",ɪ
3982,i bhfad,Ulster; Connacht,əˈwad̪ˠ,ɪ wad̪
3983,i bhfad ó shin,Ulster; Connacht,əˌwad̪ˠ oːˈhɪnʲ,ɪ wad̪ ʊ çɪn̪
3986,i dtaca le,,(ə)ˈd̪ˠakə lʲe,ɪ d̪akə l̪ɛ
3987,i dtosach,Connacht,ə ˈd̪ˠɔsˠəx,ɪ d̪ʊsˠʊ̽x
3988,i dtreo,Munster; Connacht,əˈdʲɾʲoː,ɪ d̪ɾˠoː
3989,i dtrátha,Munster; Connacht,əˈd̪ˠɾˠɑːhə,ɪ d̪ɾˠahə
3990,i dtír,,əˈdʲiːɾʲ,ɪ d̪aɾˠ
3991,i gceann,,ɟɨ̞n̪ˠ,ɪ gɑːn̪ˠ
3992,i gceart,,əˈɟaɾˠt̪ˠ,ɪ gɑːɾˠt̪
3993,i gceist,,ə ˈɟɛʃtʲ,ɪ gɛsˠt̪
3994,i gcoinne,Ulster; Connacht,əˈɡɪn̠ʲə,ɪ gɔn̠ʲə
3995,i gcomhluadar,Munster; Connacht,əˈɡoːlˠuəd̪ˠəɾˠ,ɪ gʊvˠl̪idʲʊ̽ɾˠ
3996,i gcónaí,Connacht,əˈɡuːn̪ˠiː,ɪ gʊn̪ʊ̽
3997,i m'ainneoin,Connacht,əˈmˠan̠ʲoːnʲ,ɪ mʲain̠ʲoːn̪
3998,i mbliana,,"ə ˈmʲlʲiənˠə, ə ˈmʲlʲiən̪ˠə",ɪ mˠl̪iən̪ə
4000,i measc,,əˈmʲasˠk,ɪ mʲɑsk
4001,i ndiaidh,Connacht,"əˈn̠ʲeːj, əˈn̠ʲiə",ɪ n̪iə
4003,i ndán,Connacht,əˈn̪ˠɑːnˠ,ɪ n̪an̪
4002,i ndán,,,ɪ n̪an̪
4004,i ndán,Munster; Connacht,əˈn̪ˠɑːn̪ˠ,ɪ n̪an̪
4005,i ndísc,,əˈn̠ʲiːʃc,ɪ n̪ɪsk
4006,i ngar,,əˈŋaɾˠ,ɪ ŋɑːɾˠ
4007,i ngeall ar,Connacht,"əˈɲiəl̪ˠ eɾʲ, əˈɲul̪ˠ eɾʲ",ɪ ŋɑːl̪ˠ ɑːɾˠ
4009,i ngeall ar,Mayo; Connacht,əˈɲal̪ˠ ɛɾʲ,ɪ ŋɑːl̪ˠ ɑːɾˠ
4010,i ngrá,Munster; Connacht,əˈŋɾˠɑː,ɪ ŋɾˠa
4011,i ngéibheann,,əˈɲeːvʲən̪ˠ,ɪ ŋɛvʲən̪ˠ
4018,ianaithe,,ɪən̪ˠɪə,iən̪içi
4035,ibh,,ɪvʲ,iː
4040,ime,,ˈimʲə,ɪmʲi
4046,imeoidh,Aran; Connacht,ˈimʲoː,ɪmʲoː
4049,imigh,Cois-Fharraige; Connacht,ˈimʲə,ɪmʲiç
4053,imithe,Cois-Fharraige; Aran; Connacht,ˈimʲiː,ɪmʲiçi
4054,imithe,Mayo; Connacht,əˈmʲiçə,ɪmʲiçi
4055,imleacán,Connacht,ˈimʲlʲəkɑːnˠ,ɪmʲl̪əkən̪
4058,imreas,Connacht,ˈimʲɾʲəsˠ,ɪmʲɾʲəsˠ
4060,imím,Connacht,ˈimʲiːmʲ,ɪmʲimʲ
4061,in aghaidh,Ulster; Connacht,əˈn̪ˠəi,ɪn̪ əi
4062,in aice,Ulster; Connacht,əˈn̪ˠacɪ,ɪn̪ aici
4063,in aice le,,əˈn̪ˠacɪlʲə,ɪn̪ aici l̪ɛ
4064,in ainneoin,Connacht,əˈn̪ˠan̠ʲoːnʲ,ɪn̪ ain̠ʲoːn̪
4065,in ann,,,ɪn̪ ɑːn̪ˠ
4066,in éindí,Connacht,"ə ˈn̠ʲeːn̠ʲdʲi, ə ˈn̠ʲeːn̠ʲdʲiː",ɪn̪ ɛn̪ə
4067,in éindí le,Connacht,ə ˈn̠ʲeːn̠ʲdʲiː lʲə,ɪn̪ ɛn̪ə l̪ɛ
4068,in éineacht,,əˈn̠ʲeːnʲəxt̪ˠ,ɪn̪ ɛn̪əxt̪
4069,in éineacht le,,əˈn̠ʲeːnʲəxt̪ˠ lʲə,ɪn̪ ɛn̪əxt̪ l̪ɛ
4076,inis,,"ˈinʲiʃ, ˈɪn̠ʲiʃ",ɪn̪iʃ
4080,inneach,Galway; Mayo; Connacht,ˈin̠ʲəx,ɪn̠ʲəx
4085,inneoin,,,ɪn̠ʲoːn̪
4086,inneoin,Connacht,ˈin̠ʲuːnʲ,ɪn̠ʲoːn̪
4088,inniu,Connacht,əˈn̠ʲu,ɪn̠ʲəə
4093,inseoidh,Connacht,"ˈinʲʃoː, ˈinʲʃɔə̯",ɪnʃoː
4094,insim,,"ˈinʲʃəmʲ, ˈin̠ʲʃəmʲ, ˈiːnʲʃəmʲ",ɪnʃimʲ
4099,inár gcoinne,Connacht,ən̪ˠɑːɾˠ ˈɡɪn̠ʲə,ɪn̪əɾˠ gɔn̠ʲə
4101,iníon,Connacht,"nʲiːnˠ, ˈinʲiːnʲ",ɪn̪ən̪
4105,iomad,Munster; Connacht,ˈʊmˠəd̪ˠ,ɪmˠəd̪
4107,iomas,Munster; Connacht,ˈʊmˠəsˠ,ɪmˠəsˠ
4109,iompair,,ˈʊmˠpˠəɾʲ,ɪmˠpˠiɾʲ
4110,iompar,Munster; Connacht,ˈʊmˠpˠəɾˠ,ɪmˠpˠəɾˠ
4112,iomrá,Connacht,ˈʊmɾˠɑː,ɪmˠɾˠə
4113,iománaíocht,,əˈmˠɑːn̪ˠiəxt̪ˠ,ɪmˠən̪əəxt̪
4114,ionad,Connacht,ˈinˠəd̪ˠ,ɪn̪əd̪
4117,ionsaí,Connacht,ˈɔnˠsˠiː,ɪn̪sˠə
4118,iontach,Connacht,"ˈiən̪ˠt̪ˠəx, ˈiːn̪ˠt̪ˠəx",ɪn̪t̪əx
4119,iontas,Connacht,ˈiən̪ˠt̪ˠəsˠ,ɪn̪t̪əsˠ
4120,iontas,Ulster; Connacht,ˈiːn̪ˠt̪ˠəsˠ,ɪn̪t̪əsˠ
4122,iontrálacha,Connacht,ˈʊn̪ˠt̪ˠɾˠɑːlˠəxə,ɪn̪t̪ɾˠəl̪əxə
4125,is cuma,,əsˠ ˈkʊmˠə,ɪʃ kʊmˠʊ̽
4126,is fearr,,(ə)sˠˈfʲɑːɾˠ,ɪʃ fʲɑːɾˠ
4127,is fuath le,,"sˠfˠuə lʲə, ɪsˠ fˠuə lʲə",ɪʃ fˠua l̪ɛ
4128,is éigean,,ˈʃeːɟənˠ,ɪʃ ɛɟən̪
4135,ith,,i(h),ɪç
4136,ithe,,,ɪçi
4140,ithir,,"ˈihəɾʲ, ˈihɪɾʲ",ɪçiɾʲ
4142,iúr,,uːɾˠ,ɪəɾˠ
4143,jé,,d͡ʒeː,jɛ
4234,leigheas,,,l̪ɛjiʃ
4264,leáigh,,,l̪ɛə
4280,lig do scíth,,ˌl̠ʲɪɟ də ˈʃciː,l̪ɪɟ d̪ʊ scɪç
4322,log,,,l̪ʊg
4330,lom láithreach,Connacht,ˌlˠɔmˠ ˈl̪ˠɑːɾʲəx,l̪uːmˠ l̪aiçɾʲəx
4342,luaidh,,,l̪ʊə
4345,luaigh,,,l̪ʊə
4371,lá,,,l̪a
4375,lá féile,,ˌl̪ˠɑː ˈfʲeːlʲə,l̪a fʲɛl̪ə
4385,láithreach stairiúil,Connacht,ˌl̪ˠɑːɾʲʲəx ˈsˠtˠaɾʲuːlʲ,l̪aiçɾʲəx sˠt̪aiɾʲiəl̪
4398,léan,,,l̪an̪
4404,léigh,,,l̪ɛç
4454,mac léinn,,ˌmˠak ˈl̠ʲeːn̠ʲ,mˠak l̪iːn̠ʲ
4455,mac tíre,,ˌmˠak ˈtʲiːɾʲə,mˠak tʲɪɾʲi
4617,meá,,"æ(h), ɑː",mʲæ
4726,mol,,,mˠʊl̪
4735,moll,,,mˠɑul̪ˠ
4900,nGréigis,,ˈɲɾʲeːɟɪʃ,ŋɾˠɛgəsˠ
4910,naomhtar,,,n̪iːvˠt̪əɾˠ
4970,ngealach,Connacht,ˈɲalˠəx,ŋal̪əx
4973,ngeasa,,ˈɲasˠə,ŋasˠə
4974,ngeimhrí,Connacht,"ˈɲivʲɾʲiː, ˈɲiːvʲɾʲiː, ˈɲĩvʲɾʲiː, ˈɲɛvʲɾʲiː",ngeimhrí
4977,nglacfadh,,,ŋl̪akfˠə
4990,ngrian,,ɲɾʲiənˠ,ŋɾˠiən̪
4993,ngréin,,ɲɾʲeːnʲ,ŋɾˠɛn̪
4996,ngé,,ɲeː,ŋɛ
4997,ngéibheann,,ˈɲeːvʲən̪ˠ,ŋɛvʲən̪ˠ
5060,níon,,,n̪ɪn̪
5073,obair,Munster; Connacht,ˈɔbˠəɾʲ,ʊbˠiɾʲ
5076,ocht,Connacht,ɔxt̪ˠ,ʊxt̪
5077,ocht déag,Munster; Connacht,ɔxt̪ˠ dʲeːɡ,ʊxt̪ dʲɑg
5078,ochtar,,ˈɔxt̪ˠəɾˠ,ʊxt̪ʊ̽ɾˠ
5079,ochtó,,ˈoxt̪ˠoː,ʊxt̪ʊ̽
5080,ochón,,ɔˈxoːn,ʊxʊ̽n̪
5081,ofráil,Connacht,ˈɔfˠɾˠɑːlʲ,ʊfˠɾˠʊ̽l̪
5082,ofrála,Connacht,"ˈɔfˠɾˠɑːlˠə, ˈɔfˠɾˠɑːl̪ˠə",ʊfˠɾˠʊ̽l̪ʊ̽
5086,oibrigh,Connacht,ˈəibʲɾʲiː,ɛbʲɾʲiç
5091,oidhre,Munster; Connacht,ˈaiɾʲə,oidhre
5095,oighear,,əiɾˠ,ɔjiɾʲ
5097,oileadh,,"ˈɛlʲətʲ, ˈɪlʲətʲ",ʊl̪uː
5099,oileáin,Connacht,ˈɪlʲɑːnʲ,ɔl̪ən̪
5100,oileán,Connacht,"ˈɪlʲɑːnˠ, ˈɪlʲɑːn̪ˠ",ɔl̪ən̪
5101,oileánach,Connacht,ˈɪlʲɑːnˠəx,ɔl̪ən̪əx
5107,oinniún,Connacht,ˈin̠ʲuːnˠ,ɔn̠ʲəən̪
5108,oireacht,Munster; Connacht,ˈeɾʲəxt̪ˠ,ɛɾʲəxt̪
5112,oirthear,,ˈeɾʲhəɾˠ,ɛɾʲhəɾˠ
5113,ois,,ɪʃ,ɛʃ
5115,ola,,ˈɔlˠə,ʊl̪ʊ̽
5116,olann,Ulster; Connacht,"ˈɔlˠən̪ˠ, ˈɔl̪ˠən̪ˠ",ʊl̪ʊ̽n̪ˠ
5117,olaí,,ˈɔlˠiː,ʊl̪ʊ̽
5118,olc,,"ol̪ˠk, ɔlˠk, ɔl̪ˠk",ʊl̪ək
5119,olca,Munster; Connacht,ˈɔlˠkə,ʊl̪əkʊ̽
5120,olla,Munster; Connacht,ˈɔl̪ˠə,ʊl̪ˠʊ̽
5122,ollbhasún,,ˈɔl̪ˠwaˌsˠuːnˠ,ʊl̪ˠvˠʊ̽sˠʊ̽n̪
5123,ollbhua,,ˈɔl̪ˠˌwuə,ʊl̪ˠvˠə
5124,olldord,,ˈɔl̪ˠˌd̪ˠoːɾˠd̪ˠ,ʊl̪ˠd̪ʊ̽ɾˠd̪
5125,ollscoil,Connacht,"ˈɔl̪ˠˌsˠkɔlʲ, ˈɔl̪ˠˌsˠkɞlʲ",ʊl̪ˠscʊ̽l̪
5130,orm,Ulster; stressed; Connacht,ˈɔɾˠəmˠ,ʊɾˠəmˠ
5136,oráistí,,"oˈrɑːʃtʲiː, ˈorɑːʃtʲiː",ʊɾˠiʃtʲi
5137,os,Munster; Connacht,ɔsˠ,ʊsˠ
5138,os cionn,Connacht,oːsˠˈciən̪ˠ,ʊsˠ ciːn̪ˠ
5140,os comhair,Connacht,əsˠˈkuːɾʲ,ʊsˠ kʊvˠʊ̽ɾˠ
5141,osa,,ˈɔsˠə,ʊsˠʊ̽
5143,oscailt,Munster; Connacht,ˈɔsˠkəl̠ʲtʲ,ʊsˠkʊ̽l̪t̪
5144,oscailte,,ˈɔsˠkɪlʲtʲɪ,ʊsˠkʊ̽ltʲi
5145,oscar,Munster; Connacht,ˈɔsˠkəɾˠ,ʊsˠkʊ̽ɾˠ
5146,osna,,ˈɔsˠn̪ˠə,ʊsˠn̪ʊ̽
5147,ospidéal,Connacht,ˈɔsˠpʲədʲeːlˠ,ʊspʲidʲʊ̽l̪
5148,ospidéil,Munster; Connacht,ˈɔspʲədʲeːlʲ,ʊspʲidʲʊ̽l̪
5149,otair,Munster; Connacht,ˈɔt̪ˠəɾʲ,ʊt̪iɾʲ
5150,othar,,ˈɔhəɾˠ,ʊhʊ̽ɾˠ
5151,otharlann,,ˈɔhəɾˠl̪ˠənˠ,ʊhʊ̽ɾˠl̪ʊ̽n̪ˠ
5153,oícheanta,Ulster; Connacht,ˈiːçən̪ˠt̪ˠə,ɔçən̪t̪ə
5184,pheann,,,fʲɑːn̪ˠ
5366,póca,,,pˠʊkʊ̽
5371,pógfaidh,,,pˠʊgfˠə
5373,pógtha,,,pˠʊghʊ̽
5394,raimhre,,ˈɾˠavʲɾʲə,raimhre
5412,riabhach,,,ɾʲiəəəəx
5469,ruaille buaille,,ˌɾˠuəl̠ʲə ˈbˠuəl̠ʲə,ɾˠuaəl̠ʲə bˠuaəl̠ʲə
5502,réidhleán,,ˈɾˠeːlʲɑːn̪ˠ,réidhleán
5611,sceach,,ʃcax,scæx
5613,scealp,,ʃcalˠpˠ,scɑl̪pˠ
5615,sceiche,,ˈʃcɛçə,scɛxə
5616,sceideal,,"ˈʃcɛdʲəlˠ, ˈʃcɛdʲəl̪ˠ",scɛdʲəl̪
5618,sceitimíní,Connacht,ˈʃcɛtʲəmʲiːnʲiː,scɛtʲimʲən̪ə
5620,scil,,ʃcɪlʲ,scɪl̪
5621,scilling,Ulster; Connacht,ˈʃcɪl̠ʲən̠ʲ,scɪl̠ʲəŋ
5622,scin,,ʃcɪnʲ,scɪn̪
5623,scine,,ˈʃcɪnʲə,scɪn̪ə
5625,sciorta,,ˈʃcɪɾˠt̪ˠə,scɪɾˠt̪ə
5626,sciúlán,Connacht,"ˈʃcuːlˠɑːnˠ, ˈʃcuːl̪ˠɑːn̪ˠ",scɪəl̪ən̪
5634,scriúta,,ˈʃcɾʲuːt̪ˠə,sˠkɾʲɪət̪ə
5638,scríob,Ulster; Connacht,ʃcɾʲiːbˠ,sˠkɾʲɪbˠ
5639,scríobh,Ulster; Connacht,ʃcɾʲiːw,sˠkɾʲɪoː
5641,scríofa,,ˈʃcɾʲiːfˠə,sˠkɾʲɪfˠə
5650,scéal,Ulster; Connacht,"ʃceːlˠ, ʃceːl̪ˠ",scɑl̪
5651,scéala,,ˈʃceːlˠə,scɑl̪ə
5654,scéim,,ʃceːmʲ,scɛmʲ
5655,scéimh,,ʃceːvʲ,sceiː
5656,scíth,,ʃciː,scɪç
5751,sh,,h,
5756,sheaicéad,Connacht,ˈhaceːd̪ˠ,çaikəd̪
5757,sheal,,"ˈhalˠ, ˈhal̪ˠ",çɑl̪
5758,sheamra,,ˈhamˠɾˠə,çɑmˠɾˠə
5759,shean,,hanˠ,çɑn̪
5760,sheisear,,ˈhɛʃəɾˠ,çɛsˠiɾʲ
5763,shil,Munster; Connacht,hɪlʲ,çɪl̪
5764,shinsir,Ulster; Connacht,ˈhɪn̠ʲʃəɾʲ,çɪn̪sˠəɾˠ
5765,shir,,hɪɾʲ,çaɾˠ
5769,shleamhna,,"ˈ(h)lʲãunˠə, ˈ(h)lʲãun̪ˠə",hl̪əuən̪ə
5770,shleamhnaigh,,"ˈ(h)lʲãunˠi, ˈ(h)lʲãunˠə, ˈ(h)lʲãun̪ˠi, ˈ(h)lʲãun̪ˠə, ˈ(h)lʲəunˠiː, ˈ(h)lʲəun̪ˠiː",hl̪əuən̪ə
5772,shléibhe,Ulster; Connacht,ˈ(h)lʲeːvʲə,hl̪ɛvʲə
5773,shlí,Ulster; Connacht,ˈ(h)l̠ʲiː,hl̪ɪ
5774,shlíoc,,(h)lʲiːk,hl̪ɪk
5775,shneachta,,"ˈ(h)nʲaxt̪ˠə, ˈ(h)nʲãxt̪ˠə",hn̪axt̪ə
5776,shnua,,"(h)n̪ˠuː, (h)n̪ˠuːə",hn̪ua
5778,shníomh,Ulster; Connacht,(h)nʲiːw,hn̪ɪoː
5780,shrathnaigh,,"ˈ(h)ɾˠahnˠiː, ˈ(h)ɾˠahn̪ˠiː, ˈ(h)ɾˠʌhnˠi, ˈ(h)ɾˠʌhnˠə, ˈ(h)ɾˠʌhn̪ˠi, ˈ(h)ɾˠʌhn̪ˠə",hɾˠahn̪ə
5782,shróna,,"ˈ(h)ɾˠoːnˠə, ˈ(h)ɾˠoːn̪ˠə",hɾˠʊn̪ʊ̽
5783,shuigh,,,hɪ
5790,shéabraí,,ˈheːbˠɾˠiː,çɑbˠɾˠə
5792,shéid,,heːdʲ,çɛd̪
5793,shíl,,hiːlʲ,çɪl̪
5794,shín,,hiːnʲ,çɪn̪
5795,shíníomar,Connacht,ˈhiːnʲiːmˠəɾˠ,çɪn̪əmˠəɾˠ
5796,shíolmhar,Ulster; Connacht,"ˈhiːlˠwəɾˠ, ˈhiːl̪ˠwəɾˠ",çɪlvˠəɾˠ
5805,sibhse,,ʃɪvʲʃə,sibhse
5814,sine,,,ʃɪn̪ə
5845,sleamhna,Ulster; Connacht,"ˈʃl̠ʲãunˠə, ˈʃl̠ʲãun̪ˠə",sˠl̪əuən̪ə
5847,sleán,Connacht,"ʃl̠ʲɑːnˠ, ʃl̠ʲɑːn̪ˠ",sˠl̪an̪
5849,sligeán,Connacht,ˈʃl̠ʲiɟaːnˠ,sˠl̪ɪɟən̪
5851,slios,Ulster; Connacht,ʃl̠ʲɪsˠ,sˠl̪ɪsˠ
5852,sliotar,,ˈʃlʲɪt̪ˠəɾˠ,sˠl̪ɪt̪əɾˠ
5853,slis,Ulster; Connacht,ˈʃl̠ʲɪʃ,sˠl̪ɪʃ
5863,sléibh,Ulster; Connacht,ʃl̠ʲeːvʲ,sˠl̪eiː
5865,sléibhte,,ˈʃl̠ʲeːfʲtʲə,sléibhte
5866,slí,Ulster; Connacht,ˈʃl̠ʲiː,sˠl̪ɪ
5867,slíbhín,Connacht,ˈʃl̠ʲiːvʲiːnʲ,sˠl̪ɪvʲən̪
5868,slíoc,Ulster; Connacht,ʃl̠ʲiːk,sˠl̪ɪk
5891,snaidhmfidh,,,snaidhmfidh
5892,snaidhmthe,,,snaidhmthe
5895,sneachta,,"ˈʃnʲaxt̪ˠə, ˈʃnʲãxt̪ˠə",sˠn̪axt̪ə
5896,sneachtúil,Connacht,ˈʃnʲaxt̪ˠuːlʲ,sˠn̪axt̪əl̪
5897,snite,,ˈʃn̠ʲɪtʲə,sˠn̪ɪtʲi
5905,sní,,ʃn̠ʲiː,sˠn̪ɪ
6060,suíomh gréasáin,Connacht,ˌsˠiːw ˈɟɾʲeːsˠɑːnʲ,sˠɪoː gɾʲɑsˠən̪
6080,sé,,,ʃɛ
6205,taoiseach,,,t̪iːʃəx
6230,teach pobail,Munster; Connacht,ˌtʲax ˈpˠɔbˠəlʲ,tʲæx pˠʊbˠʊ̽l̪
6231,teach ósta,Munster; Connacht,ˌtʲax ˈoːsˠt̪ˠə,tʲæx ʊsˠt̪ʊ̽
6236,teagasc,,"c, k",tʲɑgəsk
6260,teoiric chinnteoireachta,Connacht,ˌtʲoːɾʲəc ˈçɪn̠ʲtʲoːɾʲəxt̪ˠ,tʲoːɾʲic çɪn̠ʲt̪oːɾˠəxt̪ə
6266,th,,h,
6303,thiocfas,,ˈçukəsˠ,hɪkfˠəsˠ
6308,thláith,Connacht,(h)lˠɑː,hl̪ai
6316,threabh,Connacht,ˈ(h)ɾʲəu,hɾˠəuə
6384,tithe ósta,Munster; Connacht,ˌtʲɪhə ˈoːsˠt̪ˠə,tʲɪçi ʊsˠt̪ʊ̽
6591,tánaiste,,,t̪an̪iʃtʲi
6626,tóin in airde,Connacht,"ˌt̪ˠuːnʲ əˈn̪ˠaiɾʲdʲə, ˌt̪ˠuːnʲ əˈn̪ˠɑːɾˠdʲə",t̪ɔn̪ ɪn̪ aiɾʲdʲi
6647,uaigh,Waterford; Munster; Galway; Connacht,uə,ʊə
6645,uaigh,Connacht,uəç,ʊə
6654,uainn,Connacht,"wen̠ʲ, wæn̠ʲ",uaən̠ʲ
6671,ucht,Connacht,ɔxt̪ˠ,ʊxt̪
6670,ucht,,,ʊxt̪
