,word,sounds,tags_
396766,díot,"[{""ipa"": ""/dʲiːt̪ˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/dʲiːt̪ˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/d̪ˠiːt̪ˠ/""}, {""tags"": [""Ulster""], ""note"": ""as if spelled duíod"", ""ipa"": ""/d̪ˠiːd̪ˠ/""}]",[]
396769,dínn,"[{""ipa"": ""/dʲiːn̠ʲ/""}, {""ipa"": ""/d̪ˠiːn̠ʲ/""}]",[]
396771,díbh,"[{""ipa"": ""/dʲiːvʲ/""}, {""tags"": [""Aran""], ""ipa"": ""/dʲiːbʲ/""}, {""tags"": [""Aran""], ""ipa"": ""/dʲiːvʲ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/dʲiːbʲ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/d̪ˠiːbʲ/""}]",[]
396773,díobh,"[{""tags"": [""Aran""], ""ipa"": ""/dʲiːbˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/dʲiːbˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/d̪ˠiːbˠ/""}, {""tags"": [""Ulster""], ""note"": ""corresponding to the form daofa"", ""ipa"": ""/ˈd̪ˠiːfˠə/""}]",[]
396780,díomsa,"[{""ipa"": ""/ˈdʲiːmˠsˠə/""}]",[]
396781,díotsa,"[{""ipa"": ""/ˈdʲiːt̪ˠsˠə/""}]",[]
396782,dínne,"[{""ipa"": ""/ˈdʲiːn̠ʲə/""}]",[]
396783,díbhse,"[{""ipa"": ""/ˈdʲiːvʲʃə/""}]",[]
396784,díobhsan,"[{""tags"": [""Aran""], ""ipa"": ""/ˈdʲiːpˠsˠən/""}]",[]
396785,domsa,"[{""ipa"": ""/ˈd̪ˠɔmˠsˠə/""}]",[]
396787,duitse,"[{""ipa"": ""/ˈd̪ˠɪtʲʃə/""}]",[]
396788,dósan,"[{""tags"": [""Munster""], ""ipa"": ""/ˈd̪ˠoːsˠən̪ˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈd̪ˠoːsˠənˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈd̪ˠɔːsˠənˠ/""}]",[]
396789,dúinne,"[{""ipa"": ""/ˈd̪ˠuːn̠ʲə/""}]",[]
396791,dóibhsean,"[{""tags"": [""Aran""], ""ipa"": ""/ˈd̪ˠoːpˠsˠən/""}]",[]
396792,fúm,"[{""ipa"": ""/fˠuːmˠ/""}]",[]
396793,fúmsa,"[{""ipa"": ""/ˈfˠuːmˠsˠə/""}]",[]
396794,fút,"[{""ipa"": ""/fˠuːt̪ˠ/""}, {""tags"": [""Ulster""], ""note"": ""corresponding to the form fúd"", ""ipa"": ""/fˠuːd̪ˠ/""}]",[]
396797,fútsa,"[{""ipa"": ""/ˈfˠuːt̪ˠsˠə/""}]",[]
396798,faoisean,"[{""ipa"": ""/ˈfˠiːʃənˠ/""}, {""tags"": [""Aran""], ""note"": ""as if spelled faosan"", ""ipa"": ""/ˈfˠɯːsˠən/""}]",[]
396799,fúithi,"[{""tags"": [""Aran""], ""ipa"": ""/ˈfˠʊhə/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/fˠuː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈfˠuːçə/""}]",[]
396801,fúithise,"[{""tags"": [""Aran""], ""ipa"": ""/ˈfˠuːʃə/""}]",[]
396802,fúinne,"[{""ipa"": ""/ˈfˠuːn̠ʲə/""}]",[]
396803,fúibh,"[{""tags"": [""Cois-Fharraige""], ""note"": ""as if spelled fúib"", ""ipa"": ""/fˠuːbʲ/""}]",[]
396804,fúibhse,"[{""tags"": [""Aran""], ""note"": ""as if spelled fúibse"", ""ipa"": ""/ˈfˠuːpʲʃə/""}]",[]
396805,fúthu,"[{""tags"": [""Cois-Fharraige""], ""note"": ""as if spelled fúthab"", ""ipa"": ""/fˠuːbˠ/""}, {""tags"": [""Ulster""], ""note"": ""corresponding to the form faofa"", ""ipa"": ""/ˈfˠiːfˠə/""}]",[]
396807,fúthusan,"[{""tags"": [""Aran""], ""note"": ""as if spelled fúthabsan"", ""ipa"": ""/ˈfˠuːpˠsˠən/""}]",[]
396808,aiges,"[{""ipa"": ""/ˈɛɟɪsˠ/""}]",['Munster']
396812,ionam,"[{""tags"": [""Aran""], ""ipa"": ""/ˈɪn̪ˠəmˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈɪnəmˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈæn̪ˠəmˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈʊn̪ˠəmˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈʊn̪ˠt̪ˠəmˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈiːn̪ˠt̪ˠəmˠ/""}]",[]
396839,ionamsa,"[{""tags"": [""Aran""], ""ipa"": ""/ˈin̪ˠəmˠsˠə/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈiˠnəmˠsˠə/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈæn̪ˠəmˠsˠə/""}]",[]
396840,ionat,"[{""tags"": [""Aran""], ""ipa"": ""/ˈɪn̪ˠət̪ˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈɪn̪ˠəd̪ˠ/""}]",[]
396841,ionatsa,"[{""tags"": [""Aran""], ""ipa"": ""/ˈɪn̪ˠət̪ˠsˠə/""}]",[]
396842,intise,"[{""tags"": [""Aran""], ""ipa"": ""/ˈɪn̠ʲtʲəʃə/""}]",[]
396843,ionainn,"[{""tags"": [""Aran""], ""ipa"": ""/ˈɪn̪ˠən̠ʲ/""}]",[]
396844,ionainne,"[{""tags"": [""Aran""], ""ipa"": ""/ˈɪn̪ˠən̠ʲə/""}]",[]
396845,ionaibh,"[{""tags"": [""Aran""], ""ipa"": ""/ˈɪn̪ˠiː/""}]",[]
396846,ionaibhse,"[{""tags"": [""Aran""], ""ipa"": ""/ˈɪn̪ˠiːʃə/""}]",[]
396847,iontu,"[{""tags"": [""Munster""], ""ipa"": ""/ˈuːn̪ˠt̪ˠə/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈiːn̪ˠt̪ˠəbˠ/""}]",[]
396849,iontusan,"[{""tags"": [""Munster""], ""ipa"": ""/ˈuːn̪ˠt̪ˠəsˠən̪ˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈiːn̪ˠt̪ˠəpˠsˠən/""}]",[]
396854,eadrainne,"[{""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈaːt̪ˠɾˠən̠ʲə/""}]",[]
396855,eadraibhse,"[{""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈaːt̪ˠɾˠiːʃə/""}]",[]
396856,eatarthusan,"[{""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈaːt̪ˠɾˠəbˠsˠənˠ/""}]",[]
396876,ionsorm,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈʌn̪ˠsˠɔɾˠəmˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɪn̠ʲʃɔɾˠəmˠ/""}]",[]
396879,ionsort,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈʌn̪ˠsˠɔɾˠt̪ˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɪn̠ʲʃɔɾˠt̪ˠ/""}]",[]
396880,ionsair,"[{""tags"": [""Ulster""], ""ipa"": ""/ˈɪn̠ʲʃɛɾʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈʌn̪ˠsɛɾʲ/""}]",[]
396890,leis-sean,"[{""ipa"": ""/ˈlʲɛʃənˠ/""}]",[]
396891,libhse,"[{""ipa"": ""/ˈlʲɪvʲʃə/""}, {""tags"": [""Galway""], ""ipa"": ""/ˈlʲɪpʲʃə/""}]",[]
396892,leosan,"[{""ipa"": ""/ˈlʲoːsˠənˠ/""}, {""tags"": [""Galway""], ""ipa"": ""/ˈlʲoːpˠsˠənˠ/""}]",[]
396893,uaim,"[{""tags"": [""Munster""], ""ipa"": ""/uəmʲ/""}, {""tags"": [""Munster""], ""ipa"": ""/uəmˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/wæmʲ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/wɛmʲ/""}, {""tags"": [""Ulster""], ""note"": ""corresponding to the form uam"", ""ipa"": ""/wiːmˠ/""}, {""tags"": [""Ulster""], ""note"": ""older"", ""ipa"": ""/wɯːmˠ/""}]",[]
396895,uaimse,"[{""tags"": [""Aran""], ""ipa"": ""/ˈwæmʲʃə/""}]",[]
396896,uaitse,"[{""tags"": [""Aran""], ""ipa"": ""/ˈwætʲʃə/""}]",[]
396897,uait,"[{""tags"": [""Munster""], ""ipa"": ""/vˠuətʲ/""}, {""tags"": [""Munster""], ""ipa"": ""[vˠuɛ̯tʲ]""}, {""tags"": [""Aran""], ""ipa"": ""/wætʲ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/wɛtʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/wuədʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""[wuɪ̯dʲ]""}]",[]
396898,uaidh,"[{""tags"": [""Munster""], ""ipa"": ""/uəɟ/""}, {""tags"": [""Galway""], ""ipa"": ""/wai/""}, {""tags"": [""Ulster""], ""ipa"": ""/wuə/""}, {""tags"": [""Ulster""], ""ipa"": ""/wiə/""}, {""tags"": [""Ulster""], ""note"": ""older"", ""ipa"": ""/wɯə/""}]",[]
396899,uaidhsean,"[{""tags"": [""Aran""], ""ipa"": ""/ˈwəisən/""}]",[]
396900,uaithi,"[{""tags"": [""Aran""], ""ipa"": ""/ˈwoː(hə)/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/woː/""}]",[]
396902,uaithise,"[{""tags"": [""Aran""], ""ipa"": ""/ˈwoːʃə/""}]",[]
396903,uathusan,"[{""tags"": [""Aran""], ""ipa"": ""/ˈwoːpsən/""}]",[]
396904,uathu,"[{""tags"": [""Munster""], ""ipa"": ""/ˈuəhə/""}, {""tags"": [""Galway""], ""note"": ""as if spelled bhób"", ""ipa"": ""/woːbˠ/""}, {""tags"": [""Ulster""], ""note"": ""as if spelled bhaofa"", ""ipa"": ""/ˈwiːfˠə/""}, {""tags"": [""Ulster""], ""note"": ""older"", ""ipa"": ""/ˈwɯːfˠə/""}]",[]
396906,romhatsa,"[{""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈɾˠuːt̪ˠsˠə/""}]",[]
396910,tharat,"[{""tags"": [""Aran""], ""note"": ""corresponding to the form thart"", ""ipa"": ""/hɑɾˠt̪ˠ/""}]",[]
396912,tharatsa,"[{""tags"": [""Aran""], ""ipa"": ""/ˈhɑɾˠt̪ˠsˠə/""}]",[]
396913,thairis-sean,"[{""tags"": [""Aran""], ""ipa"": ""/ˈhɑɾˠəʃən/""}]",[]
396914,thairsti,"[{""ipa"": ""/ˈhaɾˠʃtʲə/""}, {""ipa"": ""/ˈhɑɾˠʃtʲə/""}]",[]
396917,tharstu,"[{""tags"": [""Aran""], ""ipa"": ""/ˈhɑɾˠʃt̪ˠəbˠ/""}]",[]
396918,tharstusan,"[{""tags"": [""Aran""], ""ipa"": ""/ˈhɑɾˠʃt̪ˠəpˠsˠən/""}]",[]
396919,thairstise,"[{""ipa"": ""/ˈhaɾˠʃtʲəʃə/""}, {""ipa"": ""/ˈhɑɾˠʃtʲəʃə/""}]",[]
396936,tríothu,"[{""tags"": [""Ulster""], ""note"": ""corresponding to the form fríofa"", ""ipa"": ""/ˈfʲɾʲiːfˠə/""}]",[]
397052,náid,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/n̪ˠɑːdʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/n̪ˠæːdʲ/""}]",[]
397053,náid,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/n̪ˠɑːdʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/n̪ˠæːdʲ/""}]",[]
397076,hocht,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/hɔxt̪ˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/hʌxt̪ˠ/""}]",[]
397077,haon déag,"[{""ipa"": ""/heːn̠ʲ dʲeːɡ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈhiːn̠ʲeːɡ/""}]",[]
397123,seasca,"[{""ipa"": ""/ˈʃasˠkə/""}]",[]
397124,seasca,"[{""ipa"": ""/ˈʃasˠkə/""}]",[]
397145,seasca,"[{""ipa"": ""/ˈʃasˠkə/""}]",[]
397229,féinphic,"[{""ipa"": ""/ˈfʲeːnʲˌfʲɪc/""}]",[]
397555,nócha,"[{""ipa"": ""/ˈn̪ˠoːxə/""}]",[]
397556,nócha,"[{""ipa"": ""/ˈn̪ˠoːxə/""}]",[]
397769,in aice,"[{""tags"": [""Munster""], ""ipa"": ""/əˈn̪ˠɑcɪ/""}, {""tags"": [""Connacht"", ""Ulster""], ""ipa"": ""/əˈn̪ˠacɪ/""}]",[]
397872,i ndiaidh,"[{""tags"": [""Munster""], ""ipa"": ""/əˈnʲiəɟ/""}, {""tags"": [""Connacht""], ""ipa"": ""/əˈn̠ʲiə/""}, {""tags"": [""Connacht""], ""ipa"": ""/əˈn̠ʲeːj/""}, {""tags"": [""Ulster""], ""ipa"": ""/əˈn̠ʲej/""}]",[]
398416,Veinéiseach,"[{""tags"": [""Munster""], ""ipa"": ""/vʲəˈnʲeːʃəx/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈvʲɛnʲeːʃəx/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈvʲɛnʲeʃa(x)/""}]",[]
398437,Veinéiseach,"[{""tags"": [""Munster""], ""ipa"": ""/vʲəˈnʲeːʃəx/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈvʲɛnʲeːʃəx/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈvʲɛnʲeʃa(x)/""}]",[]
398496,Veinéis,"[{""tags"": [""Munster""], ""ipa"": ""/vʲəˈnʲeːʃ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈvʲɛnʲeːʃ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈvʲɛnʲeʃ/""}]",[]
399245,giúrann,"[{""tags"": [""Aran""], ""note"": ""corresponding to the form giúrannach, an adjective in the standard language"", ""ipa"": ""/ˈɟuːɾˠən̪ˠəx/""}]",[]
399295,bíonn cluasa ar an gcoill,"[{""ipa"": ""/bʲiːən̪ˠ kl̪ˠuəsˠə ɛɾˠ ən̪ˠ ɡəlʲ/""}]",[]
399482,Sasana Nua,"[{""ipa"": ""/ˌsˠasˠənˠə ˈn̪ˠuə/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˌsˠaːsˠən̪ˠə ˈn̪ˠuː/""}]",[]
399489,ar son,"[{""tags"": [""Munster""], ""ipa"": ""/ɛɾʲˈsˠɔnˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ɛɾʲˈsˠɔnˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ɛɾʲˈsˠʊnˠ/""}, {""tags"": [""Munster""], ""ipa"": ""/ɛɾʲˈsˠʌnˠ/""}]",[]
399505,ainneoin,"[{""tags"": [""Munster""], ""ipa"": ""/əˈnʲoːnʲ/""}, {""tags"": [""Munster""], ""ipa"": ""[əˈnʲõːi̯nʲ]""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈan̠ʲoːnʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈan̠ʲɔnʲ/""}]",[]
399508,ainneoin,"[{""tags"": [""Munster""], ""ipa"": ""/əˈnʲoːnʲ/""}, {""tags"": [""Munster""], ""ipa"": ""[əˈnʲõːi̯nʲ]""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈan̠ʲoːnʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈan̠ʲɔnʲ/""}]",[]
399511,d'ainneoin,"[{""tags"": [""Munster""], ""ipa"": ""/d̪ˠəˈnʲuːnʲ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈd̪ˠan̠ʲoːnʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/əˈjæn̠ʲænʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/əˈɣæn̠ʲænʲ/""}]",[]
399513,d'ainneoin,"[{""tags"": [""Munster""], ""ipa"": ""/d̪ˠəˈnʲuːnʲ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈd̪ˠan̠ʲoːnʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/əˈjæn̠ʲænʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/əˈɣæn̠ʲænʲ/""}]",[]
399532,bharr,"[{""tags"": [""Munster""], ""ipa"": ""/vˠɑːɾˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/wˠɑːɾˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/bˠæːɾˠ/""}]",[]
399533,bharr,"[{""tags"": [""Munster""], ""ipa"": ""/vˠɑːɾˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/wˠɑːɾˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/bˠæːɾˠ/""}]",[]
399550,réir,"[{""ipa"": ""/ˈɾˠeːɾʲ/""}]",[]
399563,éis,"[{""ipa"": ""/eːʃ/""}]",[]
399569,murach,"[{""ipa"": ""/ˈmˠʊɾˠəx/""}]",[]
399570,seachas,"[{""tags"": [""Kerry""], ""ipa"": ""/ˈʃaxəsˠ/ ~ /ˈsˠɑxəsˠ/""}, {""tags"": [""Cork""], ""ipa"": ""/ˈʃoxəsˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈʃæxəsˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""[ˈʃæːxəsˠ]""}]",[]
399597,dála,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/ˈd̪ˠɑːlˠə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈd̪ˠæːlˠə/""}]",[]
399598,dála,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/ˈd̪ˠɑːlˠə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈd̪ˠæːlˠə/""}]",[]
399604,ríomhleabhar,"[{""tags"": [""Munster""], ""ipa"": ""/ˈɾʲiːvˠˌlʲəuɾˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈɾʲiːwˌlʲəuɾˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɾʲiːwˌlʲoːɾˠ/""}]",[]
399625,dóchas,"[{""tags"": [""Munster""], ""ipa"": ""/ˈd̪ˠɔxəsˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈd̪ˠoːxəsˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈd̪ˠɔːxəsˠ/""}]",[]
399677,iontaoibh,"[{""tags"": [""Munster""], ""ipa"": ""/uːn̪ˠˈt̪ˠiːvʲ/""}]",[]
399696,muinín,"[{""tags"": [""Munster""], ""ipa"": ""/mˠɪˈnʲiːnʲ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈmˠɪnʲiːnʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈmˠɪnʲinʲ/""}]",[]
399714,biseach,"[{""tags"": [""Munster""], ""ipa"": ""/bʲɪˈʃax/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈbʲɪʃəx/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈbʲɪʃa(h)/""}]",[]
399754,deabhadh,"[{""tags"": [""Munster""], ""ipa"": ""/dʲɑu/""}]",[]
399772,díomá,"[{""tags"": [""Munster""], ""ipa"": ""/dʲiːmˠˈvˠɑː/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈdʲiːmˠɑː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈdʲiːmˠa/""}]",[]
399791,feabhas,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/fʲausˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/fʲoːsˠ/""}]",[]
399829,lúcháir,"[{""tags"": [""Munster""], ""ipa"": ""/l̪ˠuːˈxɑːɾʲ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈl̪ˠuːxɑːɾʲ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈl̪ˠɔfˠɑːɾʲ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈl̪ˠɛfˠɑːɾʲ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈl̪ˠɛvˠɑːɾʲ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈl̪ˠɛwɑːɾʲ/""}, {""tags"": [""Aran""], ""ipa"": ""/l̪ˠəˈwɑːɾʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈl̪ˠʊxæɾʲ/""}]",[]
399842,fhir,"[{""ipa"": ""/ɪɾʲ/""}]",[]
399843,fhómhair,"[{""tags"": [""Munster""], ""ipa"": ""/oːɾʲ/""}, {""tags"": [""Munster""], ""ipa"": ""/õːɾʲ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈoːvˠəɾʲ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈuːwəɾʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɔːwəɾʲ/""}]",[]
399844,fhómhar,"[{""tags"": [""Munster""], ""ipa"": ""/oːɾˠ/""}, {""tags"": [""Munster""], ""ipa"": ""/õːɾˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈuːvˠəɾˠ/""}, {""tags"": [""Aran""], ""ipa"": ""/ˈoːvˠəɾˠ/""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""/ˈuːwəɾˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈõːwəɾˠ/""}]",[]
399845,pháirc,"[{""ipa"": ""/fˠaːɾʲc/""}]",[]
399846,chóta,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/ˈxoːt̪ˠə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈxɔːt̪ˠə/""}]",[]
399847,chailín,"[{""tags"": [""Munster""], ""ipa"": ""/xaˈlʲiːnʲ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈxalʲiːnʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈxalʲinʲ/""}]",[]
399848,Bhríd,"[{""ipa"": ""/vʲɾʲiːdʲ/""}]",[]
399849,Sheáin,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/çɑːnʲ/""}, {""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/çɑ̃ːnʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/çaːnʲ/""}]",[]
399850,Seáin,"[{""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/ʃɑːnʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ʃæːnʲ/""}]",[]
399856,dhaoine,"[{""ipa"": ""/ˈɣiːnʲə/""}]",[]
399857,theach,"[{""ipa"": ""/hax/""}]",[]
399858,dhuine,"[{""ipa"": ""/ˈɣɪnʲə/""}]",[]
399859,fhocal,"[{""tags"": [""Munster""], ""ipa"": ""/ˈɞkəl̪ˠ/""}, {""tags"": [""Munster""], ""ipa"": ""/ˈɔkəl̪ˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈɔkəlˠ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈɔkəl̪ˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈʌkəlˠ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈʌkəl̪ˠ/""}]",[]
399860,mnaoi,"[{""tags"": [""Munster""], ""ipa"": ""/mˠn̪ˠiː/""}, {""tags"": [""Aran""], ""ipa"": ""/mˠniː/""}, {""tags"": [""Aran""], ""note"": ""older"", ""ipa"": ""/mˠnɯː/""}, {""tags"": [""Connemara"", ""Mayo""], ""ipa"": ""/mˠɾˠiː/""}, {""tags"": [""Ulster""], ""ipa"": ""/mˠɾˠĩː/""}]",[]
399871,mís,"[{""ipa"": ""/mʲiːʃ/""}]",[]
399876,siúr,"[{""ipa"": ""/ʃuːɾˠ/""}]",[]
399932,féicheamh,"[{""tags"": [""Munster""], ""ipa"": ""/ˈfʲeːhəvˠ/""}, {""tags"": [""Galway""], ""ipa"": ""/ˈfʲeːçəvˠ/""}, {""tags"": [""Mayo""], ""ipa"": ""/ˈfʲeːçuː/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈfʲeːçu/""}]",[]
399978,cófra,"[{""tags"": [""Cork""], ""ipa"": ""/ˈkoːɾˠhə/""}, {""tags"": [""Connacht"", ""Munster""], ""ipa"": ""/ˈkoːfˠɾˠə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈkɔːɾˠhə/""}]",[]
400008,cuisneoir,"[{""tags"": [""Munster""], ""ipa"": ""/kəʃˈnʲoːɾʲ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈkɪʃnʲoːɾʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈkɪʃnʲɔɾʲ/""}]",[]
400032,cathaoireach,"[{""tags"": [""Munster""], ""ipa"": ""[kaˈhiːɾʲəx]""}, {""tags"": [""Connacht""], ""ipa"": ""[ˈkahiːɾʲəx]""}, {""tags"": [""Cois-Fharraige""], ""ipa"": ""[ˈkəirəx]""}, {""tags"": [""Ulster""], ""ipa"": ""[ˈkaihiɾʲəx]""}]",[]
400204,fear sneachta,"[{""ipa"": ""/fʲaɾˠ ˈʃn̠ʲaxt̪ˠə/""}]",[]
400298,alfraits,"[{""tags"": [""Munster""], ""ipa"": ""/ˈɑl̪ˠfˠɾˠatʲʃ/""}]",[]
400575,duileasc,"[{""ipa"": ""/ˈd̪ˠɪlʲəsˠk/""}, {""tags"": [""Aran"", ""Kerry""], ""ipa"": ""/ˈdʲɪlʲəsˠk/""}]",[]
400672,atuirseach,"[{""tags"": [""Connacht""], ""ipa"": ""/ˈaˌt̪ˠʊɾˠʃəx/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈaˌt̪ˠʊɾˠʃa(h)/""}]",[]
402065,athuair,"[{""ipa"": ""/ˈahuəɾʲ/""}]",[]
402501,báisín,"[{""tags"": [""Munster""], ""ipa"": ""/bˠɑːˈʃiːnʲ/""}, {""tags"": [""Connacht""], ""ipa"": ""/ˈbˠɑːʃiːnʲ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈbˠæːʃinʲ/""}]",[]
402626,draíochta,"[{""ipa"": ""/ˈd̪ˠɾˠiəxt̪ˠə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈd̪ˠɾˠihaxt̪ˠə/""}]",[]
402627,draíochta,"[{""ipa"": ""/ˈd̪ˠɾˠiəxt̪ˠə/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈd̪ˠɾˠihaxt̪ˠə/""}]",[]
402709,spéacla,"[{""tags"": [""Connacht"", ""Ulster""], ""ipa"": ""/ˈsˠpʲeːkl̪ˠə/""}, {""tags"": [""Munster""], ""ipa"": ""/sˠpʲeːˈkl̪ˠə/""}]",[]
403164,píce,"[{""ipa"": ""/ˈpʲiːcɪ/""}]",[]
403548,ordóg,"[{""tags"": [""Aran""], ""ipa"": ""/ˈauɾˠd̪ˠoːɡ/""}, {""tags"": [""Ulster""], ""ipa"": ""/ˈɔːɾˠd̪ˠaɡ/""}]",[]
403578,bís,"[{""ipa"": ""/bʲiːʃ/""}]",[]
