,word,tags,ipa,results,match
1416,caidhp bháis,Connacht,ˌkaipʲ ˈwɑːʃ,ˈkmʲKɾˠ_AIDHVOCpʲ ˈwɑːʃ,1.0
1529,carr patróil,Connacht,ˌkɑːɾˠ ˈpat̪ˠɾˠoːl̠ʲ,ˈkɑːɾˠ ˈpˠat̪ˠrmʲKɾʲ_OIACTlˠnˠGlʲ,1.0
1540,cart,,kɑɾˠt̪ˠ,ˈcɑːɾˠt̪ˠ,1.0
1565,ceacht,,caxt̪ˠ,ˈkakht̪ˠ,0.75
1566,ceachta,,ˈcaxt̪ˠə,ˈkakht̪ˠa,0.8
1567,ceachtanna,,ˈcaxt̪ˠən̪ˠə,ˈkakht̪ˠan̪ˠa,0.8571428571428572
1568,ceachtar,,"ˈcaxt̪ˠəɾˠ, ˈcæxt̪ˠəɾˠ, ˈcaht̪ˠəɾˠ",ˈkakht̪ˠaɾˠ,0.8333333333333334
1572,cealg,Ulster; Munster; Connacht,ˈcal̪ˠəɡ,ˈkalɡ,0.8
1574,cealla,,ˈcal̪ˠə,ˈkal̪ˠa,0.75
1575,ceallach,Connacht,ˈcal̪ˠəx,ˈkal̪ˠəx,0.8
1577,ceangail,,ˈcaŋ(ɡ)əlʲ,ˈkanɡailʲ,0.6666666666666667
1578,ceangal,Ulster; Connacht,"ˈcaŋ(ɡ)əlˠ, ˈcaŋ(ɡ)əl̪ˠ",ˈkanɡalˠ,0.6666666666666667
1579,ceanna,,ˈcan̪ˠə,ˈkan̪ˠa,0.75
1580,ceannach,Connacht,ˈcan̪ˠəx,ˈkan̪ˠəx,0.8
1581,ceannachán,Munster; Connacht,canəxaːn,ˈkan̪ˠakhɑːnˠ,0.8571428571428572
1582,ceannaire,,ˈcan̪ˠəɾʲə,ˈkan̪ˠaiɾʲɛ,0.7142857142857143
1583,ceannann,,ˈcan̪ˠən̪ˠ,ˈkan̪ˠən̪ˠ,0.8
1584,ceannas,,ˈcan̪ˠəsˠ,ˈkan̪ˠasˠ,0.8
1585,ceannasach,Munster; Connacht,ˈcan̪ˠəsˠəx,ˈkan̪ˠasˠəx,0.8571428571428572
1586,ceannasaí,Connacht,ˈcan̪ˠəsˠiː,ˈkan̪ˠasmʲKɾʲ_SUFFIX_A_II,0.8333333333333334
1587,ceannaím,Connacht,ˈcan̪ˠiːmʲ,ˈkan̪ˠmʲKɾʲ_AIACTlˠnˠGmʲ,0.8
1600,cearr,Munster; Connacht,cɑːɾˠ,ˈkɑːɾˠ,0.6666666666666667
1606,ceathair déag,,"dje ˈcahəɾʲ, ˈcahəɾʲ jeːɡ",ˈcæçaiɾʲ ˈdʲeːaɡ,0.5555555555555556
1618,ceird,Aran; Connacht,kaiɾʲdʲ,ˈcəiɾʲdʲ,1.0
1619,ceird,Cois-Fharraige; Connacht,caiɾˠdʲ,ˈkaɾˠd̪ˠ,0.6
1620,ceird,Mayo; Connacht,ceɾˠdʲ ~ coɾˠdʲ,ˈkaɾˠd̪ˠ,0.75
1627,ceithre,Connacht,ˈçɛɾʲə,ˈkɛhɾˠɛ,0.6
1633,ceol,Munster; Connacht,coːl̪ˠ,ˈkoːlˠ,0.6666666666666667
1640,ch,,"x, ç",k,1.0
1641,cha,,ha(ː),ˈkha,0.5
1642,chac,,"xak, xɑk",ˈkhak,1.0
1643,chaill,Connacht,"xal̠ʲ, xɑːl̠ʲ",ˈkhail̠ʲ,0.75
1644,chailleas,,ˈxalʲəsˠ,ˈkhail̠ʲasˠ,0.8333333333333334
1645,chailín,Connacht,ˈxalʲiːnʲ,ˈkhailʲmʲKɾʲ_SUFFIX_IInˠ'J,1.0
1646,chairde,Munster; Connacht,ˈxɑːɾˠdʲə,ˈkhaiɾʲdʲɛ,0.8
1647,chais,,xaʃ,ˈkhaiʃ,0.6666666666666667
1648,chaith,Connacht,xa,ˈkhaiç',0.6666666666666667
1649,chama,,ˈxamˠə,ˈkhamˠa,1.0
1650,chan,,"xanʲ, xan̪ˠ",ˈkhanˠ,1.0
1651,channa,,"ˈxan̪ˠə, ˈxɑn̪ˠə",ˈkhan̪ˠa,1.0
1652,chantar,,ˈxan̪ˠt̪ˠəɾˠ,ˈkhanˠt̪ˠaɾˠ,1.0
1653,chaoga,Ulster; Connacht,ˈxiːɡə,ˈkhiːɡa,1.0
1654,chaogad,Ulster; Connacht,ˈxiːɡəd̪ˠ,ˈkhiːɡad̪ˠ,1.0
1655,chaoi,,xiː,ˈkhiː,1.0
1656,chaoil,,xiːlʲ,ˈkhiːlʲ,1.0
1657,chaoimhe,Ulster; Connacht,ˈxiːvʲə,ˈkhmˠKɾˠ_AOIlˠ'nˠ'Gvʲɛ,1.0
1658,chaol,Ulster; Connacht,"xiːlˠ, xiːl̪ˠ",ˈkhiːlˠ,1.0
1659,chapaill,,ˈxapˠəl̪ʲ,ˈkhapˠail̠ʲ,0.8333333333333334
1660,chapall,,ˈxapˠəl̪ˠ,ˈkhapˠal̪ˠ,1.0
1661,char,,xaɾˠ,ˈkhaɾˠ,1.0
1662,chara,,ˈxɑɾˠə,ˈkhaɾˠa,1.0
1663,charachtair,,ˈxaɾˠəxt̪ˠəɾʲ,ˈkhaɾˠakht̪ˠaiɾʲ,0.75
1664,charachtar,,ˈxaɾˠəxt̪ˠəɾˠ,ˈkhaɾˠakht̪ˠaɾˠ,1.0
1665,charad,,ˈxaɾˠəd̪ˠ,ˈkhaɾˠad̪ˠ,1.0
1666,charaid,,"ˈxaɾˠədʲ, ˈxɑɾˠədʲ",ˈkhaɾˠaidʲ,0.8333333333333334
1667,charn,Munster; Connacht,xɑːɾˠn̪ˠ,ˈkhaɾˠnˠ,1.0
1668,charria,Ulster; Connacht,ˈxaɾˠiə,ˈkhaɾʲiə,1.0
1669,chas,,xɑsˠ,ˈkhasˠ,1.0
1670,chat,,xat̪ˠ,ˈkhat̪ˠ,1.0
1671,chatach,Connacht,ˈxat̪ˠəx,ˈkhat̪ˠəx,1.0
1672,chath,,xah,ˈkhaç,0.6666666666666667
1673,chead,,çad̪ˠ,ˈcçɑd̪ˠ,1.0
1674,cheada,,ˈçad̪ˠə,ˈcçɑd̪ˠa,1.0
1675,cheal,,çalˠ,ˈcçɑlˠ,1.0
1676,chealg,Ulster; Connacht,ˈçalˠəɡ,ˈcçɑlɡ,1.0
1677,chealg,Ulster; Munster; Connacht,ˈçal̪ˠəɡ,ˈkhalɡ,1.0
1678,cheana,,"ˈhanˠə, ˈhan̪ˠə",ˈcçɑnˠa,0.75
1679,cheannach,Connacht,ˈçan̪ˠəx,ˈkhan̪ˠəx,0.8
1680,cheantar,,ˈçan̪ˠt̪ˠəɾˠ,ˈcçɑnˠt̪ˠaɾˠ,1.0
1681,cheap,,çapˠ,ˈcçɑpˠ,1.0
1682,cheaptaí,,ˈçapˠt̪ˠiː,ˈcçɑpˠtmʲKɾʲ_SUFFIX_A_II,1.0
1683,chearc,,çaɾˠk,ˈcçærk,1.0
1684,chearnóg,Connacht,ˈçɑːɾˠn̪ˠoːɡ,ˈcçæɾˠnˠoːɡ,1.0
1685,cheart,,çaɾˠt̪ˠ,ˈcçæɾˠt̪ˠ,1.0
1686,cheas,,çasˠ,ˈcçɑsˠ,1.0
1687,cheatha,,ˈçahə,ˈcçæça,0.6666666666666667
1688,cheintiméadar,Connacht,ˈçɛn̠ʲtʲəmʲeːd̪ˠəɾˠ,ˈcçɛnʲtʲɪmʲeːadʲæɾˠ,0.9
1689,cheird,Aran; Connacht,xaiɾʲdʲ,ˈcçɛɾʲdʲ,0.8
1690,cheird,Cois-Fharraige; Connacht,çaiɾˠdʲ,ˈkhɛɾˠd̪ˠ,0.75
1691,cheird,Mayo; Connacht,çeɾˠdʲ ~ çoɾˠdʲ,ˈkhɛɾˠd̪ˠ,1.0
1692,cheist,,çɛʃtʲ,ˈcçɛʃtʲ,1.0
1693,cheithre,,ˈçɛɾʲə,ˈcçɛçɾʲɛ,0.75
1694,cheo,Munster; Connacht,çoː,ˈcçoː,1.0
1695,cheoil,Munster; Connacht,çoːlʲ,ˈcçmˠKɾˠ_EOITɾʲIGOlˠnˠGlʲ,1.0
1696,cheárta,Connacht,ˈçɑːɾˠt̪ˠə,ˈcçɛɑːɾˠt̪ˠa,0.8
1697,chiall,,çiəl̪ˠ,ˈcçiəl̪ˠ,1.0
1698,chian,,çiənˠ,ˈcçiənˠ,1.0
1699,chiar,,çiəɾˠ,ˈcçiəɾˠ,1.0
1700,chiardhuibh,,ˈçiəɾˠɣɪvʲ,ˈcçiəɾˠɣʊmˠKɾˠ_IBH_VOCAlˠ'IZInˠ'G_Enˠ'DInˠ'G,1.0
1701,chic,,çɪc,ˈcçɪc,0.33333333333333337
1702,chileagram,,ˈçɪlʲəɡɾˠamˠ,ˈcçɪlʲæɡɾˠamˠ,1.0
1703,chiliméadar,Connacht,"ˈçɪlʲəmʲed̪ˠəɾˠ, ˈçɪlʲəmʲeːd̪ˠəɾˠ",ˈcçɪlʲɪmʲeːadʲæɾˠ,0.8888888888888888
1704,chine,,ˈçɪnʲə,ˈcçɪnʲɛ,1.0
1705,chineál,Connacht,ˈçɪnˠɑːlˠ,ˈcçɪnʲɛɑːlˠ,0.8
1706,chion,Connacht,çɪnˠ,ˈcçɪnˠ,1.0
1707,chip,,çɪpʲ,ˈcçɪpʲ,0.6666666666666667
1708,chirce,,ˈçɪɾʲcə,ˈcçɪɾʲcɛ,0.75
1709,chirt,,çɪɾˠtʲ,ˈcçɪɾʲtʲ,0.6
1710,chis,,çɪʃ,ˈcçɪʃ,0.6666666666666667
1711,chiseanna,,ˈçɪʃən̪ˠə,ˈcçɪʃæn̪ˠa,0.8333333333333334
1712,chistin,,ˈçɪʃtʲənʲ,ˈcçɪʃtʲɪnʲ,1.0
1713,chiumhais,,çuːʃ,ˈcçɪʊwaiʃ,0.2857142857142857
1714,chiúin,,çuːnʲ,ˈcçuinʲ,0.6666666666666667
1715,chloch,Munster; Connacht,xlˠɔx,ˈkhlˠʊk,1.0
1716,chloisteáil,,ˈxlˠɔʃtʲɑːlʲ,ˈkhlˠɛʃtʲɛmʲKɾʲ_SUFFIX_AAlˠ'J,0.875
1717,chluais,,"xlˠuəʃ, xl̪ˠuəʃ",ˈkhlˠʊaiʃ,0.8333333333333334
1718,chluich,,xlˠɪç,ˈkhlˠɪcç,1.0
1719,chlé,,çlʲeː,ˈcçlʲeː,1.0
1720,chléibh,,"çlʲeːvʲ, çlʲɛi̯vʲ",ˈcçlʲeːmʲKɾʲ_IBH_VOCAlˠ'IZInˠ'G_Enˠ'DInˠ'G,0.75
1721,chlóis,,"xlˠoːʃ, xl̪ˠoːʃ",ˈkhlmʲKɾʲ_OIACTlˠnˠGʃ,1.0
1722,chneasta,Ulster; Connacht,ˈçɾʲasˠt̪ˠə,ˈcçnʲɑsˠt̪ˠa,0.6666666666666667
1723,chnáimh,Ulster; Connacht,xɾˠɑːvʲ,ˈkhnˠɑːmˠKɾˠ_IVOCmʲFInˠ',0.5
1724,choda,,ˈxɔd̪ˠə,ˈkhʊd̪ˠa,1.0
1725,chodail,Munster; Connacht,ˈxod̪ˠəlʲ,ˈkhʊd̪ˠailʲ,0.8333333333333334
1727,choil,,xɛlʲ,ˈkhɛlʲ,0.6666666666666667
1728,choillte,Connacht,"ˈxəil̠ʲtʲə, ˈxɞl̠ʲtʲə",ˈkhɔl̠ʲtʲɛ,1.0
1729,choir,,xɛɾʲ,ˈkhɛɾʲ,0.6666666666666667
1730,choire,,ˈxɛɾʲə,ˈkhɛɾʲɛ,0.75
1731,chol,,xɔlˠ,ˈkhʊlˠ,1.0
1732,chomh luath is,,xəˈl̪ˠuəsˠ,ˈkhoː ˈlˠuaç ɪʃ,0.8571428571428572
1733,chomh maith,,xə mˠa(h),ˈkhoː ˈmˠaiç',0.8
1734,chomhair,Munster; Connacht,xoːɾʲ,ˈkhʊwaiɾʲ,0.5
1735,chon,,xɔnˠ,ˈkhʊnˠ,1.0
1736,chonaic,Aran; Connacht,ˈxɞn̪ˠic,ˈkhʊnˠaic,0.6666666666666667
1737,chonaic,Cois-Fharraige; Connacht,ˈxaːnʲic ~ ˈhaːnʲic ~ ˈxinʲic ~ ˈxaːɲc,ˈkhʊnˠaik,0.6666666666666667
1738,chonaic,Mayo; Connacht,ˈhanʲic,ˈkhʊnˠaik,0.5
1739,chor,,xɔɾˠ,ˈkhʊɾˠ,1.0
1740,chorp,,xɔɾˠpˠ,ˈkhʊɾˠpˠ,1.0
1741,chos,Munster; Connacht,xɔsˠ,ˈkhʊsˠ,1.0
1742,chosa,,ˈxɔsˠə,ˈkhʊsˠa,1.0
1743,choscair,Munster; Connacht,ˈxɔsˠkəɾʲ,ˈkhʊsˠkaiɾʲ,0.8571428571428572
1744,chrap,,xɾˠapˠ,ˈkhɾˠapˠ,1.0
1745,chreach,,çɾʲax,ˈcçɾʲəx,1.0
1746,chreid,Munster; Connacht,çɾʲɛdʲ,ˈcçɾʲɛdʲ,1.0
1747,chros,,xɾˠɔsˠ,ˈkhɾˠʊsˠ,1.0
1748,chroí,,xɾˠiː,ˈkhɾˠoiː,0.75
1749,chruaidh,Connacht,xɾˠuə,ˈkhɾˠɛmʲKɾʲ_SUFFIX_IGH,1.0
1750,chruinne,,ˈxɾˠɪn̠ʲə,ˈkhɾˠɪn̠ʲɛ,1.0
1751,chruit,,xɾˠɪtʲ,ˈkhɾˠɪtʲ,0.75
1752,chruth,,xɾˠʊ(h),ˈkhɾˠʊç,0.75
1753,chrá,Munster; Connacht,xɾˠɑː,ˈkhɾˠɑː,1.0
1754,chráis,,xɾˠɑːʃ,ˈkhɾˠɑːʃ,0.75
1755,chuain,,"xuənʲ, xuːnʲ",ˈkhʊainʲ,0.75
1756,chuairt,,"xuəɾˠtʲ, xuːɾˠtʲ",ˈkhʊaiɾʲtʲ,0.8
1757,chuala,Munster; Connacht,"ˈxuəlˠə, ˈxuəl̪ˠə",ˈkhualˠa,1.0
1758,chualabhair,,ˈxuəlˠəwəɾʲ,ˈkhualˠaʊaiɾʲ,0.7777777777777778
1759,chualadar,,ˈxuəlˠəd̪ˠəɾˠ,ˈkhualˠadʲæɾˠ,1.0
1760,chualais,,ˈxuəlˠəʃ,ˈkhualˠaiʃ,0.8571428571428572
1761,chualamar,,ˈxuəlˠəmˠəɾˠ,ˈkhualˠamˠaɾˠ,1.0
1762,chualas,,"ˈxuəlˠəsˠ, ˈxuəl̪ˠəsˠ",ˈkhualˠasˠ,1.0
1763,chualathas,,ˈxuəlˠəhəsˠ,ˈkhualˠaçasˠ,0.875
1764,chuarta,,xuəɾˠt̪ˠə,ˈkhuaɾˠt̪ˠa,1.0
1765,chuathas,,ˈxuəhəsˠ,ˈkhuaçasˠ,0.8333333333333334
1766,chugham,,xuːmˠ,ˈkhʊɡhamˠ,0.6
1767,chughamsa,,ˈxuːmˠsˠə,ˈkhʊɡhamˠsˠa,0.7142857142857143
1768,chuid,,xɪdʲ,ˈkhɪdʲ,0.6666666666666667
1769,chuig,,xɪɟ,ˈkhɪɡ,0.6666666666666667
1773,chuimhnigh,Munster; Connacht,ˈxiːnʲə,ˈkhɪvʲnˠiː,0.8
1772,chuimhnigh,Mayo; Connacht,ˈxĩvʲɾʲiː ~ ˈximʲɾʲiː ~ ˈxĩvʲnʲiː,ˈkhɪvʲnˠiː,0.8
1770,chuimhnigh,Connacht,ˈxivʲnʲiː,ˈkhɪvʲnʲmʲKɾʲ_SUFFIX_IGH,0.8
1771,chuimhnigh,Galway; Connacht,ˈxivʲnʲə,ˈkhɪvʲnˠiː,1.0
1774,chuir,,xɪɾʲ,ˈkhɪɾʲ,0.6666666666666667
1775,chuir i dtaisce,,ˌxɪɾʲ əˈd̪ˠaʃcɪ,ˈkhɪɾʲ ɪ ˈd̪ˠaiʃcɛ,0.7
1776,chuireas,,ˈxɪɾʲəsˠ,ˈkhɪɾʲɑsˠ,0.8
1777,chuiris,,ˈxɪɾʲəʃ,ˈkhɪɾʲɪʃ,0.8
1780,chulaith,Mayo; Connacht,ˈxolˠiː,ˈkhʊlˠaiç,0.8
1778,chulaith,Connacht,ˈxulˠ(h)ə,ˈkhʊlˠaiç',0.8
1779,chulaith,Galway; Connacht,ˈxolˠə ~ ˈxɞlˠə,ˈkhʊlˠaiç,0.8
1781,chum,,"xuːmˠ, xʊmˠ, xʊnˠ",ˈkhʊmˠ,1.0
1782,chuma,,ˈxʊmˠə,ˈkhʊmˠa,1.0
1783,chun,,xʊnˠ,ˈkhʊnˠ,1.0
1784,chur,,xʊɾˠ,ˈkhʊɾˠ,1.0
1785,churach,Connacht,"ˈxɔɾˠəx, ˈxʊɾˠəx",ˈkhʊɾˠəx,1.0
1786,chuán,Connacht,ˈxuː.ɑːnˠ,ˈkhʊɑːnˠ,1.0
1787,cháiliúil,Connacht,ˈxɑːlʲuːlʲ,ˈkhɑːlʲɪmʲKɾʲ_SUFFIX_UUlˠ'J,0.6
1788,cháin,Munster; Connacht,xɑːnʲ,ˈkhɑːnʲ,0.6666666666666667
1789,chás,,"xaːsˠ, xɑːsˠ",ˈkhɑːsˠ,1.0
1790,ché,,çeː,ˈcçeː,1.0
1791,chéad,,çeːd̪ˠ,ˈcçeːad̪ˠ,0.6666666666666667
1792,chéanna,Ulster; noun; Connacht,ˈçeːn̪ˠə,ˈcçeːan̪ˠa,0.75
1793,chéasta,Ulster; Connacht,ˈçeːsˠt̪ˠə,ˈcçeːasˠt̪ˠa,0.8
1794,chéibh,,ˈçeːvʲ,ˈcçeːmʲKɾʲ_IBH_VOCAlˠ'IZInˠ'G_Enˠ'DInˠ'G,0.6666666666666667
1795,chéid,,çeːdʲ,ˈcçeːdʲ,1.0
1796,chéile,,ˈçeːlʲə,ˈcçeːlʲɛ,1.0
1797,chéim,,çeːmʲ,ˈcçeːmʲ,1.0
1798,chí,,çiː,ˈcçiː,1.0
1799,chíd,,ˈçiːdʲ,ˈcçiːdʲ,0.6666666666666667
1800,chím,,çiːmʲ,ˈcçiːmʲ,0.6666666666666667
1801,chímid,,ˈçiːmʲɪdʲ,ˈcçmʲKɾʲ_SUFFIX_IImʲID,1.0
1802,chíonn,,çiːn̪ˠ,ˈcçiːn̪ˠ,1.0
1803,chír,,ˈçiːɾʲ,ˈcçiːɾʲ,0.6666666666666667
1804,chíre,,ˈçiːɾʲə,ˈcçiːɾʲɛ,1.0
1805,chítear,,ˈçiːtʲəɾˠ,ˈcçiːtʲæɾˠ,1.0
1806,chóir,Munster; Connacht,xoːɾʲ,ˈkhmʲKɾʲ_SUFFIX_OOIɾʲJ,1.0
1807,chóisir,Munster; Connacht,ˈxoːʃəɾʲ,ˈkhmʲKɾʲ_OIACTlˠ'nˠ'Gʃɪɾʲ,1.0
1808,chór,,xoːɾˠ,ˈkhoːɾˠ,1.0
1809,chóra,,ˈxoːɾˠə,ˈkhoːɾˠa,1.0
1810,chósta,Munster; Connacht,ˈxoːsˠt̪ˠə,ˈkhoːsˠt̪ˠa,1.0
1811,chóta,Munster; Connacht,ˈxoːt̪ˠə,ˈkhoːt̪ˠa,1.0
1812,chú,,xuː,ˈkhuː,1.0
1813,chúb,,xuːbˠ,ˈkhuːbˠ,1.0
1814,chúig,,xuːɟ,ˈkhuːɪɡ,0.6666666666666667
1815,chúil,,xuːlʲ,ˈkhmʲKɾʲ_SUFFIX_UUlˠ'J,1.0
1816,chúis,,xuːʃ,ˈkhuːɪʃ,0.6666666666666667
1817,chúl,,"xuːlˠ, xuːl̪ˠ",ˈkhuːlˠ,1.0
1818,chúng,,"ˈxuːŋ, ˈxuːŋɡ",ˈkhuːnɡ,1.0
1819,chúns,,xuːn̪ˠsˠ,ˈkhuːnˠsˠ,1.0
1820,chúrsa,,ˈxuːɾˠsˠə,ˈkhuːɾˠsˠa,1.0
1848,cion,Aran; Connacht,cinˠ,ˈkɪnˠ,0.6666666666666667
1849,cion,Cois-Fharraige; Connacht,cin̪ˠ,ˈkɪnˠ,0.6666666666666667
1850,cion,Mayo; Connemara; Connacht,cunˠ,ˈkɪnˠ,0.6666666666666667
1895,cleacht,,clʲaxt̪ˠ,ˈklˠakht̪ˠ,0.8
2096,criostal,,ˈkɾˠɪsˠt̪ˠəlˠ,ˈcɾʲɪsˠt̪ˠalˠ,1.0
2197,cuir i dtaisce,,ˌkɪɾʲ əˈd̪ˠaʃcɪ,ˈkəiɾʲ ɪ ˈd̪ˠaiʃcɛ,0.7272727272727273
2198,cuir i gcás,,ˌkɪɾʲ ə ˈɡɑːsˠ,ˈkəiɾʲ ɪ ˈɡkɑːsˠ,0.875
2258,cál ceannann,Munster; Connacht,ˌkɑːlˠ ˈcan̪ˠən̪ˠ,ˈkɑːlˠ ˈkan̪ˠən̪ˠ,0.875
2340,cú faoil,,ˌkuː ˈfˠiːlʲ,ˈkuː ˈfˠiːlʲ,1.0
2376,d'fheicinn,Ulster; Connacht,ˈdʲɛcɪn̠ʲ,ˈtʲfʲçɛcmʲKɾʲ_SUFFIX_Inˠ'nˠ'_VEɾʲB,0.5714285714285714
2377,d'fhití,,ˈdʲitʲiː,ˈtʲfʲçɪmʲKɾʲ_SUFFIX_TII_ACT,0.6666666666666667
2378,d'fhreagair,,ˈdʲɾʲaɡəɾʲ,ˈtʲfʲçɾʲæɡaiɾʲ,0.6666666666666667
2379,d'fhreastail,,ˈdʲɾʲasˠt̪ˠəlʲ,ˈtʲfʲçɾʲɑsˠt̪ˠailʲ,0.7
2531,dh,,"j, ɟ, ɣ",ɣ,1.0
2532,dh',,"j, ɣ",ɣ',1.0
2573,dhá,Munster; Connacht,"(ɣ)ɑː, ɣɑː",ˈɣɑː,1.0
2613,diosfaige,,ˌdʲəsˈfɑɟə,ˈdʲɪsˠfˠaiɡɛ,0.875
2631,do,Connacht,ɡə,d̪ˠʊ,0.5
2926,each,,ax,əx,1.0
2933,ealaín,Connacht,ˈɑːlˠiːnʲ,ˈalˠamˠKɾˠ_SUFFIX_IInˠ'J,0.8
2937,ear,,aɾˠ,ˈɑːɾˠ,1.0
2938,earc,,aɾˠk,ˈɑːrk,1.0
2946,easpag,Connacht,"ˈæsˠpˠoːɡ, ˈaːsˠpˠək",ˈasˠpˠaɡ,1.0
2947,easpag,Aran; Connacht,ˈæsˠpˠəɡ,ˈasˠpˠaɡ,1.0
2954,eicínt,,"əˈciːn̠ʲtʲ, əˈciːn̠ʲtʲʃ",ˈɪciːnʲtʲ,0.8
2956,eil,,ɛlʲ,ˈiːlʲ,1.0
2958,eim,,ɛmʲ,ˈiːmʲ,1.0
2959,ein,,ɛnʲ,ˈiːnʲ,1.0
2960,einsímeach,Connacht,ˈɛn̠ʲʃiːmʲəx,ˈɪnʲʃiːmʲmʲKɾʲ_SUFFIX_ƏX,1.0
2966,eiteog,Connacht,ˈɛtʲoːɡ,ˈɪtʲoːɡ,1.0
2975,eochair,,ˈɔxəɾʲ,ˈoːkhaiɾʲ,0.75
3116,fheadha,Munster; Connacht,ɑː,ˈɛmʲKɾʲ_ADHAVOC,0.5
3118,fhear,,aɾˠ,ˈɑːɾˠ,1.0
3119,fhear mhire,,aɾˠ ˈvʲiɾʲə,ˈɑːɾˠ ˈvʲɪɾʲɛ,1.0
3120,fhearr,,aːɾˠ,ˈɑːɾˠ,1.0
3127,fheoil,Munster; Connacht,oːlʲ,ˈmˠKɾˠ_EOITɾʲIGOlˠnˠGlʲ,1.0
3136,fhir,,ɪɾʲ,əiɾʲ,0.6666666666666667
3137,fhiáin,Connacht,ˈiːɑːnʲ,ˈɪɑːnʲ,1.0
3140,fhocal,Connacht,ˈɔkəlˠ,ˈʊkalˠ,1.0
3141,fhocal,Munster; Connacht,ˈɔkəl̪ˠ,ˈʊkalˠ,1.0
3146,fhréimh,,rʲeːvʲ,ˈɾʲeːmʲKɾʲ_IVOCmʲFInˠ',0.6666666666666667
3147,fhuaigh,Connacht,uə,ˈɛmʲKɾʲ_SUFFIX_IGH,1.0
3148,fhuaire,,ˈuəɾʲə,ˈʊaiɾʲɛ,0.8
3154,fhuáil,,ˈuːaːlʲ,ˈɛmʲKɾʲ_SUFFIX_AAlˠ'J,1.0
3165,fhéin,,heːnʲ,ˈeːnʲ,0.6666666666666667
3370,fí,Munster; Connacht,fʲiː,ˈmʲKɾʲ_SUFFIX_FII_ACT,1.0
3378,fíon dearg,,ˌfʲiːnˠ ˈdʲaɾˠəɡ,ˈfʲiːʊnˠ ˈdʲærɡ,0.8888888888888888
3379,fíon geal,,ˌfʲiːnˠ ˈɟalˠ,ˈfʲiːʊnˠ ˈɡalˠ,0.8571428571428572
3404,gC,,"ɟ, ɡ",ˈɡk,1.0
3405,gCeanada,,ˈɟanˠəd̪ˠə,ˈɡcɑnˠad̪ˠa,1.0
3421,gach uile,Cois-Fharraige; Aran; Mayo; Connacht,ˈxilʲə,ˈɡəx ˈɪlʲɛ,0.6666666666666667
3422,gach uile,Aran; uncommon; Connacht,ˈxɯlʲə(corresponding to the form,ˈɡəx ˈɪlʲɛ,0.19999999999999996
3490,gc,,"ɟ, ɡ",ˈɡk,1.0
3507,gcead,,ɟad̪ˠ,ˈɡcɑd̪ˠ,1.0
3508,gcealla,,ˈɟal̪ˠə,ˈɡkal̪ˠa,0.75
3509,gceantar,,ˈɟan̪ˠt̪ˠəɾˠ,ˈɡcɑnˠt̪ˠaɾˠ,1.0
3510,gcearnóg,Connacht,ˈɟɑːɾˠn̪ˠoːɡ,ˈɡcæɾˠnˠoːɡ,1.0
3511,gceart,,ɟaɾˠt̪ˠ,ˈɡcæɾˠt̪ˠ,1.0
3513,gceilt,Ulster; Connacht,ɟɛl̠ʲtʲ,ˈɡcɛlʲtʲ,1.0
3514,gceist,,ɟɛʃtʲ,ˈɡcɛʃtʲ,1.0
3515,gceárta,Connacht,ˈɟɑːɾˠt̪ˠə,ˈɡcɛɑːɾˠt̪ˠa,0.8333333333333334
3516,gceártaí,Connacht,ˈɟɑːɾˠt̪ˠiː,ˈɡcɛɑːɾˠtmʲKɾʲ_SUFFIX_A_II,0.8333333333333334
3517,gciall,,ɟiəl̪ˠ,ˈɡciəl̪ˠ,1.0
3518,gciliméadar,Connacht,"ˈɟɪlʲəmʲed̪ˠəɾˠ, ˈɟɪlʲəmʲeːd̪ˠəɾˠ",ˈɡcɪlʲɪmʲeːadʲæɾˠ,0.9
3519,gcine,,ˈɟɪnʲə,ˈɡcɪnʲɛ,1.0
3520,gcis,,ɟɪʃ,ˈɡcɪʃ,1.0
3521,gciseanna,,ˈɟɪʃən̪ˠə,ˈɡcɪʃæn̪ˠa,1.0
3533,gcreach,,ɟɾʲax,ˈɡcɾʲəx,1.0
3542,gcéad,,ɟeːd̪ˠ,ˈɡceːad̪ˠ,0.75
3543,gcéadta,,ˈɟeːt̪ˠə,ˈɡceːad̪ˠa,0.8
3544,gcéibh,,ˈɟeːvʲ,ˈɡceːmʲKɾʲ_IBH_VOCAlˠ'IZInˠ'G_Enˠ'DInˠ'G,0.75
3550,geac,,ɟak,ˈɡak,1.0
3551,geairid,,ˈɟaɾʲədʲ,ˈɡaiɾʲɪdʲ,0.8333333333333334
3552,geal,,"ɟalˠ, ɟal̪ˠ",ˈɡalˠ,1.0
3553,geala,,ˈɟalˠə,ˈɡalˠa,1.0
3554,gealach,Connacht,"ˈɟalˠəx, ˈɟal̪ˠəx",ˈɡalˠəx,1.0
3555,gealacán,Connacht,"ˈɟalˠəkɑːnˠ, ˈɟal̪ˠəkɑːn̪ˠ",ˈɡalˠakɑːnˠ,1.0
3556,geallaim,Connacht,"ˈɟaːl̪ˠəmʲ, ˈɟɑːl̪ˠəmʲ",ˈɡal̪ˠaimʲ,0.6666666666666667
3557,geallann,,ˈɟal̪ˠən̪ˠ,ˈɡal̪ˠən̪ˠ,0.8
