,word,tags,ipa,results,match
3558,gealt,,ɟal̪ˠt̪ˠ,ˈɡalˠt̪ˠ,1.0
3559,gealtacht,Munster; Connacht,ˈɟal̪ˠt̪ˠəxt̪ˠ,ˈɡalˠt̪ˠakht̪ˠ,1.0
3560,gean,,"ɟanˠ, ɟan̪ˠ",ˈɡanˠ,1.0
3561,geansaí,,ˈɟanˠsˠiː,ˈɡanˠsmʲKɾʲ_SUFFIX_A_II,1.0
3562,gearach,Connacht,ˈɟaɾəx,ˈɡaɾˠəx,1.0
3563,gearb,,ˈɟaɾˠəbˠ,ˈɡaɾˠəbˠ,1.0
3564,gearba,,ˈɟaɾˠəbˠə,ˈɡaɾˠbˠa,0.8333333333333334
3565,gearbach,Munster; Connacht,ˈɟaɾˠəbˠəx,ˈɡaɾˠbˠəx,0.8571428571428572
3566,gearg,,ˈɟaɾˠəɡ,ˈɡarɡ,1.0
3567,gearraim,Connacht,ˈɟaːɾˠəmʲ,ˈɡaɾˠaimʲ,0.6666666666666667
3568,gearrcach,Munster; Connacht,ˈɟɑːɾˠkəx,ˈɡaɾˠkəx,0.8333333333333334
3569,gearrfar,Munster; Connacht,ˈɟɑːɾˠfˠəɾˠ,ˈɡaɾˠfˠaɾˠ,0.8333333333333334
3570,gearrthacha,Munster; Connacht,ˈɟaːrˠhəxə,ˈɡaɾˠçakha,0.7142857142857143
3572,gearrán,Connacht,ɟəˈɾˠɑːnˠ,ˈɡaɾˠɑːnˠ,0.8
3573,gearrán,Munster; Connacht,ɟəˈɾˠɑːn̪ˠ,ˈɡaɾˠɑːnˠ,0.8
3575,gearán,Connacht,ˈɟaɾˠɑːnˠ,ˈɡaɾˠɑːnˠ,1.0
3576,geas,,ɟasˠ,ˈɡasˠ,1.0
3577,geasa,,ˈɟasˠə,ˈɡasˠa,1.0
3578,geata,,ˈɟat̪ˠə,ˈɡat̪ˠa,1.0
3579,geataí,,ˈɟat̪ˠiː,ˈɡatmʲKɾʲ_SUFFIX_A_II,1.0
3581,geilt,Ulster; Connacht,ɟɛl̠ʲtʲ,ˈɡɛlʲtʲ,1.0
3584,geimhreadh,Mayo; Connacht,ˈɟivʲɾʲuː,ˈɡɛvʲɾˠə,0.8
3582,geimhreadh,Connacht,"ˈɟĩvʲɾʲuː, ˈɟɛvʲɾʲu",ˈɡɛvʲɾʲmʲKɾʲ_SUFFIX_ADH_VAɾˠ,1.0
3583,geimhreadh,Galway; Connacht,ˈɟiːvʲɾʲə,ˈɡɛvʲɾˠə,0.8
3585,geimhriú,Connacht,ɟiːvʲɾʲuː,ˈɡɛvʲɾʲʊ,1.0
3586,geimhriúchán,Connacht,ˈɟiːvɾʲuˌxɑːn̪ˠ,ˈɡɛvʲɾʲʊkhɑːnˠ,0.875
3587,geimhrí,Connacht,"ˈɟivʲɾʲiː, ˈɟiːvʲɾʲiː, ˈɟĩvʲɾʲiː, ˈɟɛvʲɾʲiː",ˈɡɪvʲɾʲiː,1.0
3588,geir,,ɟɛɾʲ,ˈɡɛɾʲ,0.75
3589,geire,,ˈɟɛɾʲə,ˈɡɛɾʲɛ,1.0
3590,geireach,Munster; Connacht,ˈɟɛrʲəx,ˈɡɛɾʲmʲKɾʲ_SUFFIX_ƏX,1.0
3591,geis,,ɟɛʃ,ˈɡɛʃ,1.0
3592,geise,,ˈɟɛʃə,ˈɡɛʃɛ,1.0
3593,geit,,ɟɛtʲ,ˈɡɛtʲ,1.0
3594,geocán,Connacht,ˈɟoːkɑːnˠ,ˈɡoːkɑːnˠ,1.0
3595,gh,,"j, ɟ, ɣ",ɡ,1.0
3596,gha,,ɣa(h),ˈɡha,0.6666666666666667
3597,ghabhar,Munster; Connacht,ɣəuɾˠ,ˈɡhauaɾˠ,0.8
3598,ghabhas,,ˈɣauəsˠ,ˈɡhauasˠ,1.0
3599,ghada,,ˈɣad̪ˠə,ˈɡhad̪ˠa,1.0
3600,ghaibh,,ɣavʲ,ˈɡhamˠKɾˠ_IBH_VOCAlˠ'IZInˠ'G_Enˠ'DInˠ'G,0.75
3601,ghair,,ɣaɾʲ,ˈɡhaiɾʲ,1.0
3602,ghairdín,Connacht,ˈɣɑːɾˠdʲiːnʲ,ˈɡhaiɾʲdʲmʲKɾʲ_SUFFIX_IInˠ'J,1.0
3603,ghairid,,ˈɣaɾʲədʲ,ˈɡhaiɾʲɪdʲ,0.8333333333333334
3604,ghais,,ɣaʃ,ˈɡhaiʃ,0.75
3605,ghaiscígh,Connacht,ˈɣaʃciː,ˈɡhɪʃciːɡç,0.8
3606,ghaiscíoch,Connacht,ˈɣaʃciːx,ˈɡhaiʃciːʊk,0.5714285714285714
3607,ghaiscíocha,Connacht,ˈɣaʃciːxə,ˈɡhaiʃciːʊkha,0.625
3608,ghaoth,Ulster; Connacht,ɣiː,ˈɡhiːç,1.0
3609,gharda,Munster; Connacht,ˈɣɑːɾˠd̪ˠə,ˈɡhaɾˠd̪ˠa,1.0
3610,ghardaí,Connacht,ˈɣɑːɾˠd̪ˠiː,ˈɡhaɾˠdmʲKɾʲ_SUFFIX_A_II,1.0
3611,gheala,,ˈjalˠə,ˈɡçɑlˠa,1.0
3612,ghealach,Connacht,"ˈjalˠəx, ˈjal̪ˠəx",ˈɡçɑlˠəx,1.0
3613,gheall,Mayo; Connacht,jal̪ˠ,ˈɡhal̪ˠ,0.6666666666666667
3614,gheasa,,ˈjasˠə,ˈɡçɑsˠa,1.0
3615,gheibh,,jɛvʲ,ˈɡçɛmʲKɾʲ_IBH_VOCAlˠ'IZInˠ'G_Enˠ'DInˠ'G,0.75
3616,ghine,,ˈjɪnʲə,ˈɡçɪnʲɛ,1.0
3617,ghing,,jɪɲ,ˈɡçɪnʲɡ,1.0
3618,ghiob,Munster; Connacht,jɪbˠ,ˈɡçɪbˠ,1.0
3619,ghiorria,Munster; Connacht,ˈjɪɾˠiə,ˈɡçɪɾʲiə,1.0
3620,ghlac,Ulster; Connacht,"ɣlˠak, ɣl̪ˠak",ˈɡhlˠak,1.0
3621,ghlacann,,ˈɣlˠakən̪ˠ,ˈɡhlˠakən̪ˠ,1.0
3622,ghlactaí,Ulster; Connacht,"ˈɣlˠakt̪ˠiː, ˈɣl̪ˠakt̪ˠiː",ˈɡhlˠaktmʲKɾʲ_SUFFIX_A_II,1.0
3623,ghlais,,ɣlˠaʃ,ˈɡhlˠaiʃ,0.8
3624,ghlan,,ɣlˠanˠ,ˈɡhlˠanˠ,1.0
3625,ghlas,,ɣlˠasˠ,ˈɡhlˠasˠ,1.0
3626,ghleanna,Connacht,"ˈjlʲaːn̪ˠə, ˈʝlʲaːn̪ˠə",ˈɡhlˠan̪ˠa,0.8
3627,ghlic,,"jlʲɪc, ʝlʲɪc",ˈɡçlʲɪc,0.75
3628,ghlinne,,ˈjlʲin̠ʲə,ˈɡçlʲɪn̠ʲɛ,1.0
3629,ghliocacht,,"ˈjlʲɪkəxt̪ˠ, ˈʝlʲɪkəxt̪ˠ",ˈɡçlʲɪkakht̪ˠ,1.0
3630,ghliocais,,ˈjlʊkəʃ,ˈɡçlʲɪkaiʃ,0.8571428571428572
3631,ghlún,Ulster; Connacht,ɣlˠuːnˠ,ˈɡhlˠuːnˠ,1.0
3632,ghlún,Ulster; Munster; Connacht,ɣl̪ˠuːn̪ˠ,ˈɡhlˠuːnˠ,1.0
3635,ghnáth,Connacht,"ɣnˠɑː, ɣɾˠɑː",ˈɡhnˠɑː,1.0
3636,ghním,Connacht,n̠ʲiːmʲ,ˈɡçnʲiːmʲ,0.75
3637,ghníomh,Connacht,"jɾʲiːvˠ, ʝɾʲiːə̯vˠ",ˈɡçnʲiːmʲKɾʲ_OVOCmˠFInˠ,0.5
3638,ghníomhaíocht,Connacht,ˈɣɾˠiːwiəxt̪ˠ,ˈɡçnʲiːʊwmʲKɾʲ_AIACTlˠnˠGʊkht̪ˠ,0.5
3639,ghnó,Connacht,"ɣɾˠoː, ɣɾˠuː",ˈɡhnˠoː,0.6666666666666667
3640,ghob,,ɣɔbˠ,ˈɡhʊbˠ,1.0
3641,ghobtha,,ˈɣɔpˠə,ˈɡhʊbˠça,1.0
3642,ghoib,,ɣɪbʲ,ˈɡhɛbʲ,1.0
3643,ghoid,Connacht,ɣɞdʲ,ˈɡhɛdʲ,1.0
3644,ghoile,,ˈɣɛlʲə,ˈɡhɛlʲɛ,1.0
3645,ghoir,Connacht,ˈɣɛɾʲ,ˈɡhɛɾʲ,0.75
3646,ghoirid,,ˈɣʌɾʲədʲ,ˈɡhɛɾʲɪdʲ,1.0
3647,ghor,Munster; Connacht,ɣɔɾˠ,ˈɡhʊɾˠ,1.0
3648,ghread,,jɾʲad̪ˠ,ˈɡçɾʲɑd̪ˠ,1.0
3650,ghrian,Ulster; Munster; Connacht,"jɾʲiən̪ˠ, ʝɾʲiən̪ˠ",ˈɡhɾˠiənˠ,1.0
3649,ghrian,Ulster; Connacht,"jɾʲiənˠ, ʝɾʲiənˠ",ˈɡçɾʲiənˠ,1.0
3652,ghrá,Munster; Connacht,ɣɾˠɑː,ˈɡhɾˠɑː,1.0
3653,ghráin,Munster; Connacht,ɣɾˠɑːnʲ,ˈɡhɾˠɑːnʲ,1.0
3654,ghrása,Munster; Connacht,ˈɣɾˠɑːsˠə,ˈɡhɾˠɑːsˠa,1.0
3655,ghrúdlann,,ˈɣɾˠuːd̪ˠlˠən̪ˠ,ˈɡhɾˠuːd̪ˠlˠən̪ˠ,1.0
3656,ghualainn,Ulster; Connacht,"ˈɣuəlˠən̠ʲ, ˈɣuəl̪ˠən̠ʲ",ˈɡhualˠamˠKɾˠ_SUFFIX_Inˠ'nˠ'_VEɾʲB,0.8571428571428572
3657,ghuigh,,ɣiː,ˈɡhuiː,0.6666666666666667
3658,ghustal,,"ˈɣʊsˠt̪ˠəlˠ, ˈɣʊsˠt̪ˠəl̪ˠ",ˈɡhʊsˠt̪ˠalˠ,1.0
3659,ghuí,,ɣiː,ˈɡhuiː,0.6666666666666667
3660,gháire,Munster; Connacht,ˈɣɑːɾʲə,ˈɡhɑːɾʲɛ,1.0
3661,ghéaraigh,,"ˈjeːɾˠi, ˈjɛə̯ɾˠi, ˈjɛə̯ɾˠə",ˈɡçeːarmʲKɾʲ_SUFFIX_IGH,0.8
3662,ghéig,,jeːɟ,ˈɡçeːɡ,1.0
3663,giall,,ɟiəl̪ˠ,ˈɡiəl̪ˠ,1.0
3664,gibe,Munster; Connacht,ˈɟɪbʲə,ˈɡɪbʲɛ,1.0
3665,gigil,,ˈɟɪɟɪlʲ,ˈɡɪɡɪlʲ,1.0
3666,gil,,ɟɪlʲ,ˈɡɪlʲ,1.0
3667,gile,,ˈɟɪlʲə,ˈɡɪlʲɛ,1.0
3668,gin,,ˈɟɪnʲ,ˈɡɪnʲ,1.0
3669,gine,,ˈɟɪnʲə,ˈɡɪnʲɛ,1.0
3670,ging,,ɟɪɲ,ˈɡɪnʲɡ,1.0
3671,ginideach,Munster; Connacht,ˈɟɪnʲədʲəx,ˈɡɪnʲɪdʲmʲKɾʲ_SUFFIX_ƏX,1.0
3672,ginte,,ɟɪnʲtʲə,ˈɡɪnʲtʲɛ,1.0
3673,giob,Munster; Connacht,ɟɪbˠ,ˈɡɪbˠ,1.0
3674,giolla,Munster; Connacht,"ˈɟul̪ˠə, ˈɟɨl̪ˠə, ˈɟɯl̪ˠə",ˈɡɪl̪ˠa,1.0
3675,giorracht,Connacht,ˈɟiɾˠəxt̪ˠ,ˈɡɪɾˠakht̪ˠ,1.0
3676,giorraím,Connacht,ˈɟɪɾˠiːmʲ,ˈɡɪɾˠmʲKɾʲ_AIACTlˠnˠGmʲ,1.0
3677,giorria,Munster; Connacht,ˈɟɪɾˠiə,ˈɡɪɾʲiə,1.0
3678,giosta,,ˈɟɪsˠt̪ˠə,ˈɡɪsˠt̪ˠa,1.0
3679,giota,,"ˈɟit̪ˠə, ˈɟut̪ˠə, ˈɟɨt̪ˠə",ˈɡɪt̪ˠa,1.0
3680,giotár,Munster; Connacht,ɟɪˈt̪ˠɑːɾˠ,ˈɡɪt̪ˠɑːɾˠ,1.0
3681,giucs,,ɟɯksˠ,ˈɡɪʊksˠ,0.8
3682,giuirléid,Connacht,ˈɟuːɾˠlʲeːdʲ,ˈɡɪɪɾʲlʲeːdʲ,0.8571428571428572
3683,giúiré,,ˈɟuːɾʲeː,ˈɡuiɾʲeː,0.8
3684,giúis,Munster; Connacht,ɟuːʃ,ˈɡuiʃ,0.75
3685,giúistís,Connacht,ˈɟuːʃtʲiːʃ,ˈɡuiʃtʲiːʃ,0.8571428571428572
3686,giús,,ɟuːsˠ,ˈɡʊsˠ,1.0
3698,gleanna,Connacht,ˈɟlʲaːn̪ˠə,ˈɡlˠan̪ˠa,0.8
3699,gleannta,Connacht,ˈɟlʲaːn̪ˠt̪ˠə,ˈɡlˠan̪ˠt̪ˠa,0.8333333333333334
3700,gleo,Munster; Connacht,ɟlʲoː,ˈɡlʲoː,1.0
3701,gleoite,,ˈɟlʲoːtʲə,ˈɡlʲmˠKɾˠ_EOITɾʲIGOlˠ'nˠ'Gtʲɛ,1.0
3702,gleomhar,Connacht,ˈɟlʲoːvˠəɾˠ,ˈɡlʲoːwaɾˠ,0.8333333333333334
3703,glic,,ɟlʲɪc,ˈɡlʲɪc,0.75
3704,glice,,ˈɟlʲɪcɪ,ˈɡlʲɪcɛ,0.8
3705,gliceas,,ˈɟlʲɪcəsˠ,ˈɡlʲɪcɑsˠ,0.8333333333333334
3706,glinn,,ˈɟlʲin̠ʲ,ˈɡlʲmˠKɾˠ_SUFFIX_Inˠ'nˠ'_VEɾʲB,1.0
3707,glinne,,ˈɟlʲin̠ʲə,ˈɡlʲɪn̠ʲɛ,1.0
3708,gliocacht,,ˈɟlʲɪkəxt̪ˠ,ˈɡlʲɪkakht̪ˠ,1.0
3709,gliocais,,ˈɟlʊkəʃ,ˈɡlʲɪkaiʃ,0.8571428571428572
3710,gliocas,,ˈɟlʊkəsˠ,ˈɡlʲɪkasˠ,1.0
3711,gliogaire,,ˈɟlʲɯɡəɾʲə,ˈɡlʲɪɡaiɾʲɛ,0.875
3712,gliogar,,ˈɟlʲɪɡəɾˠ,ˈɡlʲɪɡaɾˠ,1.0
3713,gliú,,ɟlʲuː,ˈɡlʲʊ,1.0
3714,gliú beach,,ˌɟlʲuː ˈbʲax,ˈɡlʲʊ ˈbʲəx,1.0
3722,glé,,ɟlʲeː,ˈɡlʲeː,1.0
3723,gléas,Ulster; Connacht,"ɟlʲeːsˠ, ɟlʲɛːə̯sˠ",ˈɡlʲeːasˠ,0.8
3724,gléasaim,,ˈɟlʲeːsˠəmʲ,ˈɡlʲeːasˠaimʲ,0.75
3725,gléasaimid,,ˈɟlʲeːsˠəmʲədʲ,ˈɡlʲeːasˠaimʲKɾʲ_SUFFIX_mʲID_VEɾʲB,0.8
3726,gléasann,,ˈɟlʲeːsən̪ˠ,ˈɡlʲeːasˠən̪ˠ,0.8571428571428572
3727,gléasra,Ulster; Connacht,ˈɟlʲeːsˠɾˠə,ˈɡlʲeːasˠɾˠa,0.8571428571428572
3728,gléasta,,ˈɟlʲeːsˠt̪ˠə,ˈɡlʲeːasˠt̪ˠa,0.8571428571428572
3734,glúin óg,Munster; Connacht,ə ˌɣlˠuːnʲ ˈoːɡ,ˈɡlˠuːɪnʲ ˈoːɡ,0.7142857142857143
3741,gnéas,,"ɟnʲeːsˠ, ɟɾʲeːsˠ",ˈɡnʲeːasˠ,0.8
3742,gníomh,Connacht,ɟɾʲiːvˠ,ˈɡnʲiːmʲKɾʲ_OVOCmˠFInˠ,0.5
3743,gníomh,Ulster; Connacht,ɟɾʲĩːw,ˈɡnˠiːoː,0.0
3797,gread,,ɟɾʲad̪ˠ,ˈɡɾʲɑd̪ˠ,1.0
3798,greamaím,Connacht,ˈɟɾʲamˠiːmʲ,ˈɡɾʲɑmmʲKɾʲ_AIACTlˠnˠGmʲ,1.0
3799,greamú,Connacht,ˈɟɾʲamˠuː,ˈɡɾʲʊmˠuː,1.0
3800,grean,,"ɟɾʲanˠ, ɟɾʲan̪ˠ",ˈɡɾʲɑnˠ,1.0
3801,greannach,Connacht,ˈɟrʲan̪ˠəx,ˈɡɾˠan̪ˠəx,0.8333333333333334
3802,greannmhar,Ulster; Connacht,ˈɟɾʲan̪ˠwəɾˠ,ˈɡɾˠan̪ˠwaɾˠ,0.8571428571428572
3803,greas,,ɟɾʲasˠ,ˈɡɾʲɑsˠ,1.0
3804,greis,,ɟɾʲɛʃ,ˈɡɾʲɛʃ,1.0
3805,greise,,ɟɾʲɛʃə,ˈɡɾʲɛʃɛ,1.0
3806,grian,,"ɟɾʲiənˠ, ɟɾʲiən̪ˠ",ˈɡɾʲiənˠ,1.0
3807,grian-,,ɟɾʲiənʲ,ˈɡɾʲiən,1.0
3808,grianach,Connacht,"ˈɟɾʲiənˠəx, ˈɟɾʲiən̪ˠəx",ˈɡɾʲiənˠəx,1.0
3809,griandó,Munster; Connacht,ˈɟɾʲiən̪ˠˌd̪ˠoː,ˈɡɾʲiənˠoː,0.8571428571428572
3810,grianghraf,,ˈɟɾʲiənˠˌɣɾˠafˠ,ˈɡɾʲiənɡhɾˠafˠ,0.8888888888888888
3811,grianmhar,Connacht,"ˈɟɾʲiənˠvˠəɾˠ, ˈɟɾʲiən̪ˠvˠəɾˠ",ˈɡɾʲiənˠwaɾˠ,0.875
3812,grinne,Ulster; Kerry; Cork; Connacht,ˈɟɾʲɪn̠ʲə,ˈɡɾʲɪn̠ʲɛ,1.0
3839,gréas,Ulster; Connacht,ɟɾeːsˠ,ˈɡɾʲeːasˠ,0.8
3840,gréasaí,Connacht,ˈɟɾʲeːsˠiː,ˈɡɾʲeːasmʲKɾʲ_SUFFIX_A_II,0.8333333333333334
3841,gréasáin,Connacht,ˈɟɾeːsˠɑːnʲ,ˈɡɾʲeːasˠɑːnʲ,0.8571428571428572
3842,gréasán,Connacht,"ˈɟɾeːsˠɑːnˠ, ˈɟɾeːsˠɑːn̪ˠ",ˈɡɾʲeːasˠɑːnˠ,0.8571428571428572
3843,gréin,,ɟɾʲeːnʲ,ˈɡɾʲeːnʲ,1.0
3844,gréine,,ˈɟɾʲeːnʲə,ˈɡɾʲeːnʲɛ,1.0
3845,gréisceach,Munster; Connacht,ˈɟɾʲeːʃcəx,ˈɡɾʲeːʃcmʲKɾʲ_SUFFIX_ƏX,0.8571428571428572
3846,gríobh,,ˈɟɾʲiːw,ˈɡɾʲiːmʲKɾʲ_OVOCBFInˠ,0.75
3848,gríosach,Munster; Connacht,ˈɟɾʲiːsˠəx,ˈɡɾʲiːʊsˠəx,0.8571428571428572
3885,gé,,ɟeː,ˈɡeː,1.0
3886,géag,Ulster; Connacht,"ɟeːɡ, ɟɛə̯ɡ",ˈɡeːaɡ,0.75
3887,géagach,Munster; Connacht,ˈɟeːɡəx,ˈɡeːaɡəx,0.8333333333333334
3888,géagleabhair,,ˈɟeːɡl̠ʲəuɾʲ,ˈɡeːaɡlʲəuaiɾʲ,0.6
3889,géagláidir,,ˈɟeːɡˌl̪ˠɑːdʲɪɾʲ,ˈɡeːaɡlˠɑːdʲɪɾʲ,0.8888888888888888
3890,géagláidre,,ˈɟeːɡˌlˠɑːdʲɾʲə,ˈɡeːaɡlˠɑːdʲɾʲɛ,0.8888888888888888
3891,géagán,Connacht,"ˈɟeːɡɑːnˠ, ˈɟeːɡɑːn̪ˠ",ˈɡeːaɡɑːnˠ,0.8333333333333334
3892,géar,Ulster; Cork; Connacht,ɟeːɾˠ,ˈɡeːaɾˠ,0.75
3893,géibheann,,ˈɟeːvʲən̪ˠ,ˈɡeːmʲKɾʲ_IBH_VOCAlˠ'IZInˠ'G_Enˠ'DInˠ'GmʲKɾʲ_SUFFIX_Ənˠ_VEɾˠB,0.8333333333333334
3894,géibheannach,Munster; Connacht,ˈɟeːvʲən̪ˠəx,ˈɡeːmʲKɾʲ_IBH_VOCAlˠ'IZInˠ'G_Enˠ'DInˠ'Gan̪ˠəx,0.875
3895,géig,,ɟeːɟ,ˈɡeːɡ,1.0
3896,géim,,ɟeːmʲ,ˈɡeːmʲ,1.0
3897,géire,Ulster; Munster; Connacht,ˈɟeːɾʲə,ˈɡeːɾʲɛ,1.0
3898,gí,,ɟiː,ˈɡiː,1.0
3899,gí go,,ˈɟiː ɡə,ˈɡiː ɡʊ,1.0
3900,gí nar,,ˈɟiː n̪ˠaɾˠ,ˈɡiː ˈnˠɑːɾˠ,1.0
3901,gíotáil,Connacht,ˈɟiːt̪ˠɑːlʲ,ˈɡiːʊtmʲKɾʲ_SUFFIX_AAlˠ'J,0.8333333333333334
3903,h,,h,ˈ,0.0
3907,hIarmhí,Ulster; Munster; Connacht,ˌhiəɾˠˈvʲiː,ˈçiəɾʲvʲiː,1.0
3908,hInis Meáin,,ˌhɪnʲəʃ ˈmʲɑːnʲ,ˈçɪnʲɪʃ ˈmʲɛɑːnʲ,0.8888888888888888
3950,heach,,hax,ˈçəx,1.0
3951,heich,,hɛç,ˈçɛcç,1.0
3952,hidrigin,,hɪdʲɾʲɪɟɪnʲ,ˈçɪdʲɾʲɪɡɪnʲ,1.0
3953,hime,,ˈhimʲə,ˈçɪmʲɛ,1.0
3954,himeanna,,ˈhɪmʲən̪ˠə,ˈçɪmʲæn̪ˠa,1.0
3955,hiomlán,Connacht,ˈhʊmˠlˠɑːnˠ,ˈçɪmˠlˠɑːnˠ,1.0
3956,hithe,,ˈhɪhə,ˈçmʲKɾʲ_SUFFIX_IHƏ_GEnˠ',1.0
3970,hÉirinn,,ˈheːɾʲən̠ʲ,ˈçeːɾʲmʲKɾʲ_SUFFIX_Inˠ'nˠ'_VEɾʲB,1.0
3971,hÍ,,hiː,ˈçiː,1.0
3974,hé,,heː,ˈçeː,1.0
3975,héag,Ulster; Connacht,heːɡ,ˈçeːaɡ,0.75
3976,héileacaptar,,ˈheː.l̪ʲəˌkapˠ.t̪ˠəɾˠ,ˈçeːlʲɑkapˠt̪ˠaɾˠ,1.0
3977,héin,,heːnʲ,ˈçeːnʲ,1.0
3978,héis,,heːʃ,ˈçeːʃ,1.0
3979,héisc,,heːʃc,ˈçeːʃc,0.75
3981,i,,"ə, ɪ",ɪ,1.0
3982,i bhfad,Ulster; Connacht,əˈwad̪ˠ,ɪ ˈwad̪ˠ,1.0
3983,i bhfad ó shin,Ulster; Connacht,əˌwad̪ˠ oːˈhɪnʲ,ɪ ˈwad̪ˠ oː ˈçiːnʲ,1.0
3984,i bhfeighil,,əˈvʲəilʲ,ɪ ˈvʲɛɡçɪlʲ,0.8333333333333334
3985,i bhfolach,Connacht,"ə ˈwalˠəx, ə ˈwɔlˠəx",ɪ ˈwʊlˠəx,1.0
3986,i dtaca le,,(ə)ˈd̪ˠakə lʲe,ɪ ˈd̪ˠaka lʲɛ,1.0
3987,i dtosach,Connacht,ə ˈd̪ˠɔsˠəx,ɪ ˈd̪ˠʊsˠəx,1.0
3988,i dtreo,Munster; Connacht,əˈdʲɾʲoː,ɪ ˈdʲɾʲoː,1.0
3989,i dtrátha,Munster; Connacht,əˈd̪ˠɾˠɑːhə,ɪ ˈd̪ˠɾˠɑːça,0.8333333333333334
3990,i dtír,,əˈdʲiːɾʲ,ɪ ˈdʲiːɾʲ,1.0
3991,i gceann,,ɟɨ̞n̪ˠ,ɪ ˈɡkən̪ˠ,0.5
3992,i gceart,,əˈɟaɾˠt̪ˠ,ɪ ˈɡcæɾˠt̪ˠ,1.0
3993,i gceist,,ə ˈɟɛʃtʲ,ɪ ˈɡcɛʃtʲ,1.0
3994,i gcoinne,Ulster; Connacht,əˈɡɪn̠ʲə,ɪ ˈɡkɔn̠ʲɛ,1.0
3995,i gcomhluadar,Munster; Connacht,əˈɡoːlˠuəd̪ˠəɾˠ,ɪ ˈɡkʊwlˠuadʲæɾˠ,0.9
3996,i gcónaí,Connacht,əˈɡuːn̪ˠiː,ɪ ˈɡkoːnmʲKɾʲ_SUFFIX_A_II,1.0
3997,i m'ainneoin,Connacht,əˈmˠan̠ʲoːnʲ,ɪ ˈmʲain̠ʲmʲKɾʲ_EOITɾʲIGOlˠnˠGnʲ,0.8571428571428572
3998,i mbliana,,"ə ˈmʲlʲiənˠə, ə ˈmʲlʲiən̪ˠə",ɪ ˈmʲlʲiənˠa,1.0
3999,i mbun,,"əˈmˠunˠ, əˈmˠun̪ˠ, əˈmˠɞnˠ, əˈmˠʌnˠ, əˈmˠʌn̪ˠ",ɪ ˈmˠʊnˠ,1.0
4000,i measc,,əˈmʲasˠk,ɪ ˈmʲɑsk,1.0
4001,i ndiaidh,Connacht,"əˈn̠ʲeːj, əˈn̠ʲiə",ɪ ˈnʲɪmʲKɾʲ_SUFFIX_IGH,1.0
4003,i ndán,Connacht,əˈn̪ˠɑːnˠ,ɪ ˈnˠɑːnˠ,1.0
4004,i ndán,Munster; Connacht,əˈn̪ˠɑːn̪ˠ,ɪ ˈnˠɑːnˠ,1.0
4005,i ndísc,,əˈn̠ʲiːʃc,ɪ ˈnʲiːʃc,0.8
4006,i ngar,,əˈŋaɾˠ,ɪ ˈnɡaɾˠ,1.0
4007,i ngeall ar,Connacht,"əˈɲiəl̪ˠ eɾʲ, əˈɲul̪ˠ eɾʲ",ɪ ˈnɡal̪ˠ ɛɾʲ,1.0
4008,i ngeall ar,Galway; Connacht,əˈɲɑːl̪ˠ eɾʲ,ɪ ˈnɡal̪ˠ ɛɾʲ,1.0
4009,i ngeall ar,Mayo; Connacht,əˈɲal̪ˠ ɛɾʲ,ɪ ˈnɡal̪ˠ ɛɾʲ,1.0
4010,i ngrá,Munster; Connacht,əˈŋɾˠɑː,ɪ ˈnɡɾˠɑː,1.0
4011,i ngéibheann,,əˈɲeːvʲən̪ˠ,ɪ ˈnʲɡeːmʲKɾʲ_IBH_VOCAlˠ'IZInˠ'G_Enˠ'DInˠ'GmʲKɾʲ_SUFFIX_Ənˠ_VEɾˠB,0.8571428571428572
4018,ianaithe,,ɪən̪ˠɪə,ˈiənˠamʲKɾʲ_SUFFIX_IHƏ_GEnˠ',0.7142857142857143
4035,ibh,,ɪvʲ,ˈmˠKɾˠ_IBH_VOCAlˠ'IZInˠ'G_Enˠ'DInˠ'G,1.0
4040,ime,,ˈimʲə,ˈɪmʲɛ,1.0
4041,imeacht,Connacht,"ˈimʲəxt̪ˠ, ˈɪmʲaxt̪ˠ",ˈɪmʲɑkht̪ˠ,1.0
4046,imeoidh,Aran; Connacht,ˈimʲoː,ˈɪmʲmʲKɾʲ_EOITɾʲIGOlˠnˠGj',1.0
4047,imeoidh,Mayo; Connacht,ˈimʲoə,ˈɪmˠoː,0.75
4048,imigh,Mayo; Aran; Connacht,ˈimʲiː,ˈɪmʲmʲKɾʲ_SUFFIX_IGH,1.0
4049,imigh,Cois-Fharraige; Connacht,ˈimʲə,ˈɪmˠiː,1.0
4052,imithe,Connacht,"ˈimʲi, ˈimʲɪçə",ˈɪmʲmʲKɾʲ_SUFFIX_IHƏ_GEnˠ',0.8
4053,imithe,Cois-Fharraige; Aran; Connacht,ˈimʲiː,ˈɪmˠɪhə,0.6
4054,imithe,Mayo; Connacht,əˈmʲiçə,ˈɪmˠɪhə,0.8
4055,imleacán,Connacht,ˈimʲlʲəkɑːnˠ,ˈɪmʲlʲɑkɑːnˠ,1.0
4058,imreas,Connacht,ˈimʲɾʲəsˠ,ˈɪmʲɾʲɑsˠ,1.0
4060,imím,Connacht,ˈimʲiːmʲ,ˈɪmʲiːmʲ,1.0
4061,in aghaidh,Ulster; Connacht,əˈn̪ˠəi,ˈiːnʲ ˈaɡhmʲKɾʲ_SUFFIX_IGH,0.8
4062,in aice,Ulster; Connacht,əˈn̪ˠacɪ,ˈiːnʲ ˈaicɛ,0.6666666666666667
