word,tags,ipa,results,match
piantar,,ˈpʲiən̪ˠt̪ˠəɾˠ,ˈpʲiənˠt̪ˠəɾˠ,92
pianó,,pʲiˈanˠoː,ˈpʲiənˠoː,78
piast,,pʲiəsˠt̪ˠ,ˈpʲiəsˠt̪ˠ,100
pice,,ˈpʲɪcɪ,ˈpʲɪcɪ,100
pictiúir,Connacht,ˈpʲɪctʲuːɾʲ,ˈpʲɪctʲuːɪɾʲ,91
pictiúr,Connacht,ˈpʲɪctʲuːɾˠ,ˈpʲɪctʲuːɾˠ,100
pilibín,Connacht,ˈpʲɪlʲəbʲiːnʲ,ˈpʲɪlʲɪbʲiːnʲ,92
pillín,,ˈpiliːn,ˈpʲɪl̠ʲiːnʲ,57
piléar,Connacht,ˈpʲɪlʲeːɾˠ,ˈpʲɪlʲeːɾˠ,100
piléir,Connacht,ˈpʲɪlʲeːɾʲ,ˈpʲɪlʲeːɾʲ,100
pinc,,pʲɪɲc,ˈpʲɪnʲc,60
pince,,ˈpʲɪɲcɪ,ˈpʲɪnʲcɪ,71
pingin,Ulster; Connacht,pʲiːn̠ʲ,ˈpʲɪŋɪnʲ,57
pingine,Ulster; Connacht,pʲiːn̠ʲə,ˈpʲɪŋɪnʲɪ,50
pinginí,Ulster; Connacht,ˈpʲiːn̠ʲiː,ˈpʲɪŋɪnʲiː,70
pioc,,pʲʊk,ˈpʲɪk,75
piocthacht,,"ˈpʲɪkəxt̪ˠ, ˈpʲʊkəxt̪ˠ",ˈpʲɪkçəxt̪ˠ,91
piocóid,Connacht,ˈpʲʊkoːdʲ,ˈpʲɪkoːdʲ,89
pionta,,ˈpʲɪn̪ˠt̪ˠə,ˈpʲɪnˠt̪ˠə,90
pis,,pʲɪʃ,ˈpʲɪʃ,100
pise,,ˈpʲɪʃə,ˈpʲɪʃɪ,83
pite,,ˈpʲɪtʲə,ˈpʲɪtʲɪ,86
piteog,Connacht,ˈpʲɪtʲoːɡ,ˈpʲɪtʲoːɡ,100
plaic,,pˠlˠac,ˈpˠlˠac,100
plaice,,ˈpˠlˠacɪ,ˈpˠlˠacɪ,100
plainc,,pˠlˠaɲc,ˈpˠlˠanʲc,71
plaisteach,,ˈpˠlˠaʃtʲəx,ˈpˠlˠaʃtʲəx,100
plaisteacht,,ˈpˠlˠaʃtʲəxt̪ˠ,ˈpˠlˠaʃtʲəxt̪ˠ,100
plean,,pʲlʲanˠ,ˈpʲlʲɑnˠ,86
pleidhc,,ˈpləik,ˈpʲlʲaic,50
plimp,,pʲlʲɪmʲpʲ,ˈpʲlʲɪmʲpʲ,100
pluc,Munster; Connacht,"pˠlˠuk, pˠl̪ˠuk",ˈpˠlˠʊk,71
pluid,,pˠlˠɪdʲ,ˈpˠlˠɪdʲ,100
pluma,,ˈpˠlˠʊmˠə,ˈpˠlˠʊːmˠə,89
pláinéad,Connacht,ˈpˠlˠɑːnʲeːd̪ˠ,ˈpˠlˠɑːnʲeːd̪ˠ,100
pláinéid,Connacht,ˈpˠlˠɑːnʲeːdʲ,ˈpˠlˠɑːnʲeːdʲ,100
plána,Connacht,ˈpˠlˠɑːnˠə,ˈpˠlˠɑːnˠə,100
plás,Munster; Connacht,pˠlˠɑːsˠ,ˈpˠlˠɑːsˠ,100
pláta,Munster; Connacht,ˈpˠlˠɑːt̪ˠə,ˈpˠlˠɑːt̪ˠə,100
plátaí,Connacht,ˈpˠlˠɑːt̪ˠiː,ˈpˠlˠɑːt̪ˠiː,100
plé,,pʲlʲeː,ˈpʲlʲeː,100
pléisiúr,Connacht,ˈpʲlʲeːʃuːɾˠ,ˈpʲlʲeːʃuːɾˠ,100
plódaithe,Munster; Connacht,ˈpˠlˠoːd̪ˠɪhə,ˈpˠlˠoːd̪ˠəəhə,85
plúch,,"pˠlˠuːx, pˠl̪ˠuːx",ˈpˠlˠuːx,88
plúchfaidh,,"ˈpˠlˠuːxə, ˈpˠl̪ˠuːxə",ˈpˠlˠuːxə,100
plúir,,pˠlˠuːɾʲ,ˈpˠlˠuːɾʲ,100
plúr,,"pˠlˠuːɾˠ, pˠl̪ˠuːɾˠ",ˈpˠlˠuːɾˠ,89
plúra',,ˈpˠlˠuːɾˠə,ˈpˠlˠuːɾˠə',100
pobail,Munster; Connacht,ˈpˠɔbˠəlʲ,ˈpˠʊbˠɪlʲ,78
pobal,Connacht,ˈpˠɔbˠəlˠ,ˈpˠʊbˠəlˠ,89
pobal,Munster; Connacht,ˈpˠɔbˠəl̪ˠ,ˈpˠʊbˠəlˠ,78
pobalscoil,Connacht,ˈpˠɔbˠəlˠˌsˠkɛlʲ,ˈpˠʊbˠəlˠsˠkɪlʲ,80
poblacht,,ˈpˠɔbˠlaxt̪ˠ,ˈpˠʊbˠlˠəxt̪ˠ,75
pocaire gaoithe,,ˈpˠɔkəɾʲə ˈɡiːhə,ˈpˠʊkɪɾʲɪ ˈɡiːəhə,75
poiblí,Connacht,ˈpˠəibʲlʲiː,ˈpˠɛbʲlʲiː,80
poipín,,"pˠɛˈpʲiːnʲ, ˈpˠɛpʲiːnʲ",ˈpˠɛpʲiːnʲ,100
poitín,Connacht,ˈpˠɛtʲiːnʲ,ˈpˠɛtʲiːnʲ,100
pol,,pˠɔlˠ,ˈpˠʊlˠ,80
polaitíocht,,ˈpˠɔlˠətʲiəxt̪ˠ,ˈpˠʊlˠɪtʲiːxt̪ˠ,80
polla,,ˈpˠɔl̪ˠə,ˈpˠʊl̪ˠə,88
ponc,,pˠʊŋk,ˈpˠʊnk,80
portach,Connacht,ˈpˠoɾˠt̪ˠəx ~ ˈpˠuɾˠt̪ˠəx,ˈpˠʊɾˠt̪ˠəx,91
portaireacht,,ˈpˠɔɾˠt̪ˠəɾʲəxt̪ˠ,ˈpˠʊɾˠt̪ˠɪɾʲɪxt̪ˠ,82
portaireacht bhéil,,ˈpˠɔɾˠt̪ˠəɾʲəxt̪ˠ ˈvʲeːlʲ,ˈpˠʊɾˠt̪ˠɪɾʲɪxt̪ˠ ˈvʲeːlʲ,88
post,,pˠɔsˠt̪ˠ,ˈpˠʊsˠt̪ˠ,88
posta,,ˈpˠɔsˠt̪ˠə,ˈpˠʊsˠt̪ˠə,90
pota,,ˈpˠɔt̪ˠə,ˈpˠʊt̪ˠə,88
potaisiam,,pˠɔˈt̪ˠaʃiəmˠ,ˈpˠʊt̪ˠɪʃɪmˠ,58
potaí,Connacht,ˈpˠɔt̪ˠiː,ˈpˠʊt̪ˠiː,89
pracar,,ˈpˠɾˠakəɾˠ,ˈpˠɾˠakəɾˠ,100
praghas,,pɾˠəisˠ,ˈpˠɾˠaisˠ,71
praiseach,Connacht,ˈpˠɾˠaʃəx,ˈpˠɾˠaʃəx,100
pras,,"pˠɾˠasˠ, pˠɾˠɑsˠ",ˈpˠɾˠasˠ,75
preab,,pʲɾʲabˠ,ˈpʲɾʲɑbˠ,86
preas,,pʲɾʲasˠ,ˈpʲɾʲɑsˠ,86
prioc,,pʲɾʲʊk,ˈpʲɾʲɪk,83
prios,,pʲɾʲɪsˠ,ˈpʲɾʲɪsˠ,100
prioslaire,,ˈpʲɾʲɪsˠl̪ˠəɾʲə,ˈpʲɾʲɪsˠlˠɪɾʲɪ,86
proifisiúnta,Connacht,pˠɾˠɔˈfʲɛʃun̪ˠt̪ˠə,ˈpˠɾˠɛfʲɪʃuːnˠt̪ˠə,78
proifisiúntacht,,pˠɾˠɔfʲɪˈʃuːn̪ˠt̪ˠəxt̪ˠ,ˈpˠɾˠɛfʲɪʃuːnˠt̪ˠəxt̪ˠ,86
prácás,Connacht,ˈpˠɾˠɑːkɑːsˠ,ˈpˠɾˠɑːkɑːsˠ,100
práis,Munster; Connacht,pˠɾˠɑːʃ,ˈpˠɾˠɑːʃ,100
prás,Munster; Connacht,pˠɾˠɑːsˠ,ˈpˠɾˠɑːsˠ,100
prásach,Munster; Connacht,ˈpˠɾˠɑːsˠəx,ˈpˠɾˠɑːsˠəx,100
práta,Munster; Connacht,ˈpˠɾˠɑːt̪ˠə,ˈpˠɾˠɑːt̪ˠə,100
prátaí,Connacht,ˈpˠɾˠɑːt̪ˠiː,ˈpˠɾˠɑːt̪ˠiː,100
príobháideacht,Connacht,ˈpʲɾʲiːwɑːdʲəxt̪ˠ,ˈpʲɾʲiːwɑːdʲəxt̪ˠ,100
príosún,,ˈpʲɾʲiːsˠuːn̪ˠ,ˈpʲɾʲiːsˠuːnˠ,92
próifíl,Connacht,ˈpˠɾˠoːfʲiːlʲ,ˈpˠɾˠoːfʲiːlʲ,100
próis,,pˠɾˠoːʃ,ˈpˠɾˠoːʃ,100
puball,,ˈpˠʊbˠəl̪ˠ,ˈpˠʊbˠəl̪ˠ,100
puca,,ˈpˠʊkə,ˈpˠʊkə,100
puimcín,Connacht,ˈpˠɪmʲciːn,ˈpˠɪmʲciːnʲ,100
puint,,pˠɪnʲtʲ,ˈpˠɪnʲtʲ,100
puis,,pˠɪʃ,ˈpˠɪʃ,100
puisín,Ulster; Connacht,ˈpˠɪʃiːnʲ,ˈpˠɪʃiːnʲ,100
puiteach,Connacht,ˈpˠʊtʲəx,ˈpˠɪtʲəx,88
punann,Connacht,ˈpˠʊnˠən̪ˠ,ˈpˠʊnˠən̪ˠ,100
punt,,pˠʊnˠt̪ˠ,ˈpˠʊnˠt̪ˠ,100
punt,Connacht,pˠʊn̪ˠt̪ˠ,ˈpˠʊnˠt̪ˠ,89
punta,,ˈpˠʌn̪ˠt̪ˠə,ˈpˠʊnˠt̪ˠə,80
purgóid,Connacht,ˈpˠɔɾˠəɡoːdʲ,ˈpˠʊɾˠɡoːdʲ,82
pus,Munster; Connacht,pˠʊsˠ,ˈpˠʊsˠ,100
pusa,,ˈpˠʊsˠə,ˈpˠʊsˠə,100
pá,Munster; Connacht,pˠɑː,ˈpˠɑː,100
páipéar,Connacht,ˈpˠɑːpʲeːɾˠ,ˈpˠɑːpʲeːɾˠ,100
páipéir,Connacht,ˈpˠɑːpʲeːɾʲ,ˈpˠɑːpʲeːɾʲ,100
páirc,,pˠaːɾʲc,ˈpˠɑːɾʲc,86
páirt,,pˠɑːɾˠtʲ,ˈpˠɑːɾʲtʲ,88
páirtí,Connacht,ˈpˠɑːɾˠtʲiː,ˈpˠɑːɾʲtʲiː,91
páiste,Munster; Connacht,ˈpˠɑːʃtʲə,ˈpˠɑːʃtʲɪ,89
páistí,Connacht,ˈpˠɑːʃtʲiː,ˈpˠɑːʃtʲiː,100
pálás,Connacht,ˈpˠɑːlˠɑːsˠ,ˈpˠɑːlˠɑːsˠ,100
pána,Connacht,ˈpˠɑːnˠə,ˈpˠɑːnˠə,100
pápa,Munster; Connacht,ˈpˠɑːpˠə,ˈpˠɑːpˠə,100
páí,,ˈpˠɑː.iː,ˈpˠɑːiː,86
pé,,pʲeː,ˈpʲeː,100
péacán,Connacht,"ˈpʲeːkɑːnˠ, ˈpʲeːkɑːn̪ˠ",ˈpʲeːkɑːnˠ,100
péacóg,Connacht,ˈpʲeːkoːɡ,ˈpʲeːkoːɡ,100
péacógach,Connacht,ˈpʲeːkoːɡəx,ˈpʲeːkoːɡəx,100
péas,,pʲeːsˠ,ˈpʲeːsˠ,100
péatar,,ˈpʲeːt̪ˠəɾˠ,ˈpʲeːt̪ˠəɾˠ,100
péin,,pʲeːnʲ,ˈpʲeːnʲ,100
péine,,ˈpʲeːnʲə,ˈpʲeːnʲɪ,88
péinis,,ˈpʲeːnʲəʃ,ˈpʲeːnʲɪʃ,89
péint,,pʲeːnʲtʲ,ˈpʲeːnʲtʲ,100
péinteáil,Connacht,ˈpʲeːn̠ʲtʲɑːlʲ,ˈpʲeːnʲtʲɪɑːlʲ,93
péinteáilte,,ˈpʲeːnʲtʲɑːl̠ʲtʲə,ˈpʲeːnʲtʲɪɑːlʲtʲɪ,88
péire,,ˈpʲeːɾʲə,ˈpʲeːɾʲɪ,88
péist,,pʲeːʃtʲ,ˈpʲeːʃtʲ,100
péiste,,ˈpʲeːʃtʲə,ˈpʲeːʃtʲɪ,89
péitseog,Connacht,ˈpʲeːtʲʃoːɡ,ˈpʲeːtʲʃoːɡ,100
píb,Munster; Connacht,pʲiːbʲ,ˈpʲiːbʲ,100
píbe,,ˈpʲiːbʲə,ˈpʲiːbʲɪ,88
píce,,ˈpʲiːcɪ,ˈpʲiːcɪ,100
pící,Connacht,ˈpʲiːciː,ˈpʲiːciː,100
pínn,,pʲiːn̠ʲ,ˈpʲiːn̠ʲ,100
píob,Munster; Connacht,ˈpʲiːbˠ,ˈpʲiːbˠ,100
píoba,,ˈpʲiːbˠə,ˈpʲiːbˠə,100
píobaire,,ˈpʲiːbˠəɾʲə,ˈpʲiːbˠɪɾʲɪ,82
píopa,,ˈpʲiːpˠə,ˈpʲiːpˠə,100
píosa,,ˈpʲiːsˠə,ˈpʲiːsˠə,100
píotsa,,ˈpʲiːt̪ˠsˠə,ˈpʲiːt̪ˠsˠə,100
póca,,,ˈpˠoːkə,0
póca,Munster; Connacht,ˈpˠoːkə,ˈpˠoːkə,100
pócaí,Munster; Connacht,ˈpˠoːkiː,ˈpˠoːkiː,100
póg,Munster; Connacht,pˠoːɡ,ˈpˠoːɡ,100
póg mo thóin,Connacht,pˠoːɡʲ mˠə huːnʲ,ˈpˠoːɡ ˈmˠʊ ˈçʊːnʲ,69
pógfaidh,,,ˈpˠoːɡə,0
pógfaidh,Munster; Connacht,ˈpˠoːkə,ˈpˠoːɡə,86
pógtha,,,ˈpˠoːɡçə,0
pógtha,Munster; Connacht,ˈpˠoːkə,ˈpˠoːɡçə,71
póirse,Munster; Connacht,ˈpˠoːɾˠʃə,ˈpˠoːɾʲʃɪ,78
pór,Munster; Connacht,pˠoːɾˠ,ˈpˠoːɾˠ,100
pós,Munster; Connacht,pˠoːsˠ,ˈpˠoːsˠ,100
pósad,,ˈpˠoːsˠəd̪ˠ,ˈpˠoːsˠəd̪ˠ,100
pósaid,,pˠoːsˠədʲ,ˈpˠoːsˠɪdʲ,89
pósfad,,ˈpˠoːsˠəd̪ˠ,ˈpˠoːsˠəd̪ˠ,100
pósfadsa,,ˈpˠoːsˠəd̪ˠsˠ,ˈpˠoːsˠfˠəd̪ˠsˠə,85
pósta,Munster; Connacht,ˈpˠoːsˠt̪ˠə,ˈpˠoːsˠt̪ˠə,100
púca,,ˈpˠuːkə,ˈpˠuːkə,100
púdar,,ˈpˠuːd̪ˠəɾˠ,ˈpˠuːdʲɪɾˠ,70
púma,,ˈpˠuːmˠə,ˈpˠuːmˠə,100
rabhadar,,ˈɾˠawəd̪ˠəɾˠ,ˈɾˠɑuɪdʲɪɾˠ,45
rabhais,,"ɾˠauʃ, ɾˠaɯi̯ʃ",ˈɾˠɑuɪʃ,43
rabhamar,,ˈɾˠawəmˠəɾˠ,ˈɾˠɑuəmˠəɾˠ,82
rabharta,Munster; Connacht,ˈɾˠɑuɾˠt̪ˠə,ˈɾˠɑuəɾˠt̪ˠə,91
rac-cheol,,ˈɾˠakˌçoːlˠ,ˈɾˠakçoːlˠ,90
rachaidh,,"ˈɾˠaxiː, ˈɾˠaxə",ˈɾˠaxiː,100
radhairc,,"ɾˠəiɾʲc, ɾˠɑɪ(ə)ɾʲc",ˈɾˠaiɪɾʲc,67
raidió,Connacht,ˈɾˠadʲiːoː,ˈɾˠadʲɪoː,78
raimhre,,ˈɾˠavʲɾʲə,ˈɾˠavʲɾʲɪ,89
raiméis,Connacht,ˈɾˠɑːmʲeːʃ,ˈɾˠamʲeːʃ,78
ramhair,,ɾˠəurʲ,ˈɾˠəuɪɾʲ,67
ramhar,Munster; Connacht,ɾˠauɾˠ,ˈɾˠəuɾˠ,83
ramhra,,ˈɾˠəuɾˠə,ˈɾˠəuɾˠə,100
ranna,,ˈɾˠan̪ˠə,ˈɾˠan̪ˠə,100
raon,Ulster; Connacht,ˈɾˠiːnˠ,ˈɾˠiːnˠ,100
reabab,,ˈɾˠabˠəbˠ,ˈɾʲɑbˠəbˠ,78
reacht,,ɾˠaxt̪ˠ,ˈɾˠəxt̪ˠ,86
reachtach,Connacht,ˈɾˠaxt̪ˠəx,ˈɾˠəxt̪ˠəx,90
reath,,ɾˠa(h),ˈɾʲæç,0
reatha,,ˈɾˠahə,ˈɾʲæçə,50
reic,,ɾˠɛc,ˈɾʲɛc,75
reicteam,,ˈɾˠɛctʲəmˠ,ˈɾʲɛctʲɪmˠ,80
reiligiún,Connacht,ˈɾˠɛlʲɪɟuːnˠ,ˈɾʲɛlʲɪɟuːnˠ,92
reitric,,ˈɾˠɛtʲɾʲɪc,ˈɾʲɛtʲɾʲɪc,90
reo,Munster; Connacht,ɾˠoː,ˈɾʲoː,75
reoiteog,Connacht,ˈɾˠoːtʲoːɡ,ˈɾʲoːtʲoːɡ,90
riabhach,,,ˈɾʲɪəəəx,0
riabhach,Connacht,ˈɾˠiəwəx,ˈɾʲɪəəəx,62
riabhaí,Connacht,ˈɾˠiəwiː,ˈɾʲɪəəː,43
riabhóg,Connacht,ˈɾˠiəwoːɡ,ˈɾʲiəwoːɡ,89
riach,,ɾˠiəx,ˈɾʲiəx,80
riail,,ɾˠiəlʲ,ˈɾʲiəɪlʲ,67
rialacha,Connacht,ˈɾˠiəlˠəxə,ˈɾʲiəlˠəxə,90
rialta,,ˈɾˠiəl̪ˠt̪ˠə,ˈɾʲiəlˠt̪ˠə,82
rialtais,,ˈɾˠiəl̪ˠt̪ˠəʃ,ˈɾʲiəlˠt̪ˠɪʃ,75
rialtas,,ˈɾˠiəl̪ˠt̪ˠəsˠ,ˈɾʲiəlˠt̪ˠəsˠ,85
riamh,Ulster; Connacht,ɾˠiəw,ˈɾʲiəw,80
rian,,"ɾˠiənˠ, ɾˠiən̪ˠ",ˈɾʲiənˠ,71
riar,,ɾˠiəɾˠ,ˈɾʲiəɾˠ,83
riarann,,ˈɾˠiəɾˠən̪ˠ,ˈɾʲiəɾˠən̪ˠ,91
riartha,,ˈɾˠiəɾˠhə,ˈɾʲiəɾˠçə,78
riaráiste,Connacht,ˈɾˠiːɾˠɑːʃtʲə,ˈɾʲiəɾˠɑːʃtʲɪ,77
ribe,,ˈɾˠɪbʲə,ˈɾʲɪbʲɪ,71
righ,Ulster; Connacht,ɾˠiː,ˈɾʲiː,75
righin,,ɾˠiːnʲ,ˈɾʲɪjɪnʲ,33
righin,Connacht,"ɾˠainʲ, ɾˠəinʲ",ˈɾʲɪjɪnʲ,38
rinc,Connacht,ɾˠɪɲc,ˈɾʲɪnʲc,40
rince,Connacht,ˈɾˠɪɲcɪ,ˈɾʲɪnʲcɪ,57
rincí,Connacht,ˈɾˠɪɲciː,ˈɾʲɪnʲciː,62
rinne,,ˈɾˠɪn̠ʲə,ˈɾʲɪn̠ʲə,88
rinneabhair,,ˈɾˠɪnʲəwəɾʲ,ˈɾʲɪn̠ʲəɪɾʲ,73
rinneadar,,ˈɾˠɪn̠ʲəd̪ˠəɾˠ,ˈɾʲɪn̠ʲɪdʲɪɾˠ,62
rinneadh,Connacht,"ˈɾˠɪnʲuː, ˈɾˠɪnʲəvˠ",ˈɾʲɪn̠ʲə,75
rinneamar,,ˈɾˠɪn̠ʲəmˠəɾˠ,ˈɾʲɪn̠ʲəmˠəɾˠ,92
rinneas,,ˈɾˠɪn̠ʲəsˠ,ˈɾʲɪn̠ʲəsˠ,90
rinnis,,ˈɾˠɪnʲəʃ,ˈɾʲɪn̠ʲɪʃ,62
riocht,,ɾˠʊxt̪ˠ,ˈɾʲɪxt̪ˠ,71
rite,,ˈɾˠɪtʲə,ˈɾʲɪtʲɪ,71
rithim,,ˈɾˠɪhəmʲ,ˈɾʲɪhɪmʲ,75
ro-,,ɾˠə,ˈɾˠʊ,67
roc,,ɾˠɔk,ˈɾˠʊk,75
rochtain,Munster; Connacht,ˈɾˠɔxt̪ˠənʲ,ˈɾˠʊxt̪ˠɪnʲ,82
roimh,,ɾˠɪvʲ,ˈɾˠoiː,40
roimhe,Connacht,"ˈɾˠivʲə, ˈɾˠĩvʲə",ˈɾˠʊɪvʲɪ,62
roimis,,ˈɾˠimʲəʃ,ˈɾˠɛmʲɪʃ,75
roinne,Ulster; Connacht,ˈɾˠɪn̠ʲə,ˈɾˠɔn̠ʲə,88
ronnach,Connacht,"ˈɾˠɔn̪ˠəx, ˈɾˠʊn̪ˠəx",ˈɾˠʊn̪ˠəx,100
rop,,ɾˠɔpˠ,ˈɾˠʊpˠ,80
ropa,,ˈɾˠɔpˠə,ˈɾˠʊpˠə,86
ropad,,ˈɾˠɔpˠəd̪ˠ,ˈɾˠʊpˠəd̪ˠ,90
ropas,,ˈɾˠɔpˠəsˠ,ˈɾˠʊpˠəsˠ,89
ros,,ɾˠɔsˠ,ˈɾˠʊsˠ,80
rosta,,ˈɾˠosˠt̪ˠə,ˈɾˠʊsˠt̪ˠə,90
roth,,ɾˠɔ(h),ˈɾˠʊç,40
rotha,,ˈɾˠɔhə,ˈɾˠʊçə,67
rothair,,ˈɾˠohəɾʲ,ˈɾˠʊçɪɾʲ,62
rothar,,ˈɾˠɔhəɾˠ,ˈɾˠʊçəɾˠ,75
rr,,ɾˠ,ˈɾˠ,100
rua,,ɾˠuə,ˈɾˠua,75
ruacan,,ˈɾˠuəkənˠ,ˈɾˠuakənˠ,89
ruag,,ɾˠuəɡ,ˈɾˠuaɡ,80
ruaig,,ɾˠuəɟ,ˈɾˠʊɪɟ,60
ruaigim,Munster; Connacht,ˈɾˠuəɟɪmʲ,ˈɾˠʊɪɟɪmʲ,78
ruaille buaille,,ˌɾˠuəl̠ʲə ˈbˠuəl̠ʲə,ˈɾˠʊəl̠ʲə ˈbˠʊəl̠ʲə,84
ruainne,,ˈɾˠuən̠ʲə,ˈɾˠʊən̠ʲə,89
ruamann na gcoinneal,,ˈɾˠuəmˠən̪ˠə ˈɡɪn̠ʲəlˠ,ˈɾˠuamˠən̪ˠ ˈnˠa ˈɡɔn̠ʲəlˠ,68
rud,Connacht,ˈɾˠʊd̪ˠ,ˈɾˠʊd̪ˠ,100
rud beag,Munster; Connacht,ˈɾˠʊd̪ˠ ˈbʲɔɡ,ˈɾˠʊd̪ˠ ˈbʲɑɡ,92
ruda,,ˈɾˠʊd̪ˠə,ˈɾˠʊd̪ˠə,100
rudaí,Connacht,"ˈɾˠʊd̪ˠi, ˈɾˠʊd̪ˠiː",ˈɾˠʊd̪ˠiː,100
rugabhair,,ˈɾˠʊɡəwəɾʲ,ˈɾˠʊɡəɪɾʲ,78
rugadar,,ˈɾˠʊɡədˠəɾˠ,ˈɾˠʊɡɪdʲɪɾˠ,73
rugais,,ˈɾˠʊɡəʃ,ˈɾˠʊɡɪʃ,86
rugamar,,ˈɾˠʊɡəmˠəɾˠ,ˈɾˠʊɡəmˠəɾˠ,100
rugas,,ˈɾˠʊɡəsˠ,ˈɾˠʊɡəsˠ,100
ruifíneach,Connacht,ˈɾˠɪfʲiːnʲəx,ˈɾˠɪfʲiːnʲəx,100
ruthag,,ˈɾˠʊhəɡ,ˈɾˠʊçəɡ,86
ruán,Connacht,ˈɾˠuː.ɑːnˠ,ˈɾˠʊɑːnˠ,62
ruóg,Connacht,ˈɾˠuːoːɡ,ˈɾˠʊoːɡ,71
rá,Munster; Connacht,ɾˠɑː,ˈɾˠɑː,100
ráinig,Connacht,ˈɾˠɑːnʲɪc,ˈɾˠɑːnʲɪɟ,89
ráite,,ˈɾˠɑːtʲə,ˈɾˠɑːtʲɪ,88
rámhaíocht,Ulster; Connacht,ˈɾˠɑːwiəxt̪ˠ,ˈɾˠɑːwɑːəxt̪ˠ,83
rása,Munster; Connacht,ˈɾˠɑːsˠə,ˈɾˠɑːsˠə,100
rásúr,Connacht,ˈɾˠɑːsˠuːɾˠ,ˈɾˠɑːsˠuːɾˠ,100
ráth,Munster; Connacht,ɾˠɑː,ˈɾˠɑː,100
ré,,ɾˠeː,ˈɾʲeː,75
ré-,,ɾˠeː,ˈɾʲeː,75
réad,,ɾˠeːd̪ˠ,ˈɾʲeːd̪ˠ,86
réal,,"ɾˠeːlˠ, ɾˠeːl̪ˠ",ˈɾʲeːlˠ,71
réalta,,ˈɾˠeːl̪ˠt̪ˠə,ˈɾʲeːlˠt̪ˠə,82
réaltra,,ˈɾˠeːl̪ˠt̪ˠɾˠə,ˈɾʲeːlˠt̪ˠɾˠə,85
réam,,ɾˠeːmˠ,ˈɾʲeːmˠ,83
réama,,ˈɾˠeːmˠə,ˈɾʲeːmˠə,88
réasún,Connacht,"ˈɾˠeːsˠuːnˠ, ˈɾˠeːsˠuːn̪ˠ",ˈɾʲeːsˠuːnˠ,91
réasúnta,Connacht,ˈɾˠeːsˠuːn̪ˠt̪ˠə,ˈɾʲeːsˠuːnˠt̪ˠə,87
réidhleán,,ˈɾˠeːlʲɑːn̪ˠ,ˈɾʲeːjlʲɪɑːnˠ,75
réim,,ɾˠeːmʲ,ˈɾʲeːmʲ,83
réimeanna,,ˈɾˠeːmʲən̪ˠə,ˈɾʲeːmʲɪn̪ˠə,83
réir,,ˈɾˠeːɾʲ,ˈɾʲeːɾʲ,86
réiteach,Munster; Connacht,ˈɾˠeːtʲəx,ˈɾʲeːtʲəx,89
réiteoir,Connacht,ˈɾˠeːtʲoːɾʲ,ˈɾʲeːtʲoːɾʲ,91
rí,,ɾˠiː,ˈɾʲiː,75
ríocht,Munster; Connacht,ɾˠiəxt̪ˠ,ˈɾʲiːxt̪ˠ,75
ríog,,ˈɾˠiːɡ,ˈɾʲiːɡ,83
ríoga,,ˈɾˠiːɡə,ˈɾʲiːɡə,86
ríogach,Munster; Connacht,ˈɾˠiːɡəx,ˈɾʲiːɡəx,88
ríomhaire,,ˈɾˠiːvˠəɾʲə,ˈɾʲiːwɪɾʲɪ,60
ríomhchláraitheoir,,ɾˠiːvˠˈxlˠaːɾˠəhoːɾʲ,ˈɾʲiːwxlˠɑːɾˠəhoːɾʲ,74
ríomhleabhar,Connacht,ˈɾʲiːwˌlʲəuɾˠ,ˈɾʲiːvʲlʲɪəɾˠ,77
ríon,,ɾˠiːnˠ,ˈɾʲiːnˠ,83
rís,,ɾˠiːʃ,ˈɾʲiːʃ,80
ríse,,ˈɾˠiːʃə,ˈɾʲiːʃɪ,71
rísín,Connacht,ˈɾˠiːʃiːnʲ,ˈɾʲiːʃiːnʲ,90
ríthe,,ˈɾˠiːhə,ˈɾʲiːhə,86
ríúil,Connacht,ˈɾˠiːuːlʲ,ˈɾʲiːuːlʲ,89
ró,Munster; Connacht,ɾˠoː,ˈɾˠoː,100
ró-,Munster; Connacht,ɾˠoː,ˈɾˠoː,100
ród,Munster; Connacht,ɾˠoːd̪ˠ,ˈɾˠoːd̪ˠ,100
rógaire,Munster; Connacht,ˈɾˠoːɡəɾʲə,ˈɾˠoːɡɪɾʲɪ,80
róghoilliúnach,Connacht,ɾˠoːˈɣɔl̠ʲuːnˠəx,ˈɾˠoːɣəl̠ʲuːnˠəx,88
rógánta,Connacht,ˈɾˠoːɡɑːn̪ˠt̪ˠə,ˈɾˠoːɡɑːnˠt̪ˠə,93
róid,Munster; Connacht,ɾˠoːdʲ,ˈɾˠoːdʲ,100
ról,,ɾˠoːlˠ,ˈɾˠoːlˠ,100
rón,Connacht,"ˈɾˠuːnˠ, ˈɾˠuːn̪ˠ",ˈɾˠʊːnˠ,86
rópa,Munster; Connacht,ˈɾˠoːpˠə,ˈɾˠoːpˠə,100
rós,Munster; Connacht,ɾˠoːsˠ,ˈɾˠoːsˠ,100
rú,,ɾˠuː,ˈɾˠuː,100
rúbal,,ˈɾˠuːbˠəlˠ,ˈɾˠuːbˠəlˠ,100
rúibric,,ˈɾˠuːbʲɾʲɪc,ˈɾˠuːbʲɾʲɪc,100
rúibín,Connacht,ˈɾˠuːbʲiːnʲ,ˈɾˠuːbʲiːnʲ,100
