word,tags,ipa,results,match
gruaim,,ɡɾˠuəmʲ,ˈɡɾˠʊɪmʲ,71
gruama,,ˈɡɾˠuəmˠə,ˈɡɾˠuamˠə,89
gruth,Connacht,ɡɾˠɞ,ˈɡɾˠʊç,75
grá,,"ɡɾˠaː, ɡɾˠɑː",ˈɡɾˠɑː,83
grá mo chroí,,ɡɾˠaː mˠə xɾˠiː,ˈɡɾˠɑː ˈmˠʊ ˈxɾˠoiː,73
grád,Munster; Connacht,ɡɾˠɑːd̪ˠ,ˈɡɾˠɑːd̪ˠ,100
grág,Munster; Connacht,ɡɾˠɑːɡ,ˈɡɾˠɑːɡ,100
gráig,Munster; Connacht,ɡɾˠɑːɟ,ˈɡɾˠɑːɟ,100
gráigh,,,ˈɡɾˠɑːiː,0
gráigh,Connacht,"ɡɾˠɑː, ɡɾˠɑːj",ˈɡɾˠɑːiː,62
gráin,Munster; Connacht,ɡɾˠɑːnʲ,ˈɡɾˠɑːnʲ,100
gráiniúil,Connacht,ˈɡɾˠɑːnʲuːlʲ,ˈɡɾˠɑːnʲɪuːlʲ,92
gráinne,Ulster; Connacht,ˈɡɾˠɑːn̠ʲə,ˈɡɾˠɑːn̠ʲə,100
grámhar,Connacht,ˈɡɾˠɑːwəɾˠ,ˈɡɾˠɑːwəɾˠ,100
grán,Connacht,ɡɾˠɑːnˠ,ˈɡɾˠɑːnˠ,100
grán buí,Munster; Connacht,ˈɡɾˠɑːnˠ bˠiː,ˈɡɾˠɑːnˠ ˈbˠiː,92
gránach,Munster; Connacht,ˈɡɾˠɑːnˠəx,ˈɡɾˠɑːnˠəx,100
gránna,Munster; Connacht,ˈɡɾˠɑːn̪ˠə,ˈɡɾˠɑːn̪ˠə,100
grása,Munster; Connacht,ˈɡɾˠɑːsˠə,ˈɡɾˠɑːsˠə,100
grást,,"ˈɡɾˠaːsˠt̪ˠ, ˈɡɾˠɑːsˠt̪ˠ",ˈɡɾˠɑːsˠt̪ˠ,100
grásta,,"ˈɡɾˠaːsˠt̪ˠə, ˈɡɾˠɑːsˠt̪ˠə",ˈɡɾˠɑːsˠt̪ˠə,100
gréas,Ulster; Connacht,ɟɾeːsˠ,ˈɟɾʲeːsˠ,83
gréasaí,Connacht,ˈɟɾʲeːsˠiː,ˈɟɾʲeːsˠiː,100
gréasáin,Connacht,ˈɟɾeːsˠɑːnʲ,ˈɟɾʲeːsˠɑːnʲ,91
gréasán,Connacht,"ˈɟɾeːsˠɑːnˠ, ˈɟɾeːsˠɑːn̪ˠ",ˈɟɾʲeːsˠɑːnˠ,92
gréin,,ɟɾʲeːnʲ,ˈɟɾʲeːnʲ,100
gréine,,ˈɟɾʲeːnʲə,ˈɟɾʲeːnʲɪ,89
gréisceach,Munster; Connacht,ˈɟɾʲeːʃcəx,ˈɟɾʲeːʃcəx,100
gríobh,,ˈɟɾʲiːw,ˈɟɾʲiːoː,86
gríos,,ɡɾʲɪsˠ,ˈɟɾʲiːsˠ,67
gríosach,Munster; Connacht,ˈɟɾʲiːsˠəx,ˈɟɾʲiːsˠəx,100
gró,Munster; Connacht,ɡɾˠoː,ˈɡɾˠoː,100
gróig,Connacht,ˈɡɾˠoːɟ,ˈɡɾˠoːɟ,100
gróite,Connacht,ˈɡɾˠoːtʲiː,ˈɡɾˠoːtʲɪ,89
grúdaire,,ˈɡɾˠuːd̪əɾʲə,ˈɡɾˠuːdʲɪɾʲɪ,75
grúdlann,,ˈɡɾˠuːd̪ˠlˠən̪ˠ,ˈɡɾˠuːd̪ˠlˠən̪ˠ,100
grúpa,,ˈɡɾˠuːpˠə,ˈɡɾˠuːpˠə,100
grús,,ɡɾˠuːsˠ,ˈɡɾˠuːsˠ,100
guaillí,Connacht,ˈɡuəl̠ʲiː,ˈɡʊəl̠ʲiː,89
gual,,"ɡuəlˠ, ɡuəl̪ˠ",ˈɡualˠ,67
guala,,"ˈɡuəlˠə, ˈɡuəl̪ˠə",ˈɡualˠə,86
gualainn,Ulster; Connacht,"ˈɡuəlˠən̠ʲ, ˈɡuəl̪ˠən̠ʲ",ˈɡualˠəən̠ʲ,82
gualann,,"ˈɡuəlˠən̪ˠ, ˈɡuəl̪ˠən̪ˠ",ˈɡualˠən̪ˠ,90
guidid,,ˈɡɪdʲədʲ,ˈɡɪdʲɪdʲ,88
guidte,,ˈɡɪtʲə,ˈɡɪdʲɪ,67
guirme,,ˈɡɪɾʲmʲə,ˈɡɪɾʲmʲɪ,88
guite,,ˈɡɪtʲə,ˈɡɪtʲɪ,83
gunna,Munster; Connacht,ˈɡʊn̪ˠə,ˈɡʊn̪ˠə,100
gur,,"ɡəɾˠ, ɡʊɾˠ",ˈɡɔɾˠ,60
gus,Munster; Connacht,ɡʊsˠ,ˈɡʊsˠ,100
gustal,,"ˈɡʊsˠt̪ˠəlˠ, ˈɡʊsˠt̪ˠəl̪ˠ",ˈɡʊsˠt̪ˠəlˠ,100
guta,,ˈɡʊt̪ˠə,ˈɡʊt̪ˠə,100
guth,Connacht,ɡu,ˈɡʊç,50
guthán,,ˈɡʊhɑːn̪ˠ,ˈɡʊçɑːnˠ,75
guí,,ɡiː,ˈɡiː,100
guíochtaint,,ˈɡiː(ə)xt̪ˠənʲtʲ,ˈɡiːəxt̪ˠɪnʲtʲ,79
guíonna,,ˈɡiːn̪ˠə,ˈɡiːən̪ˠə,88
gá,Munster; Connacht,ɡɑː,ˈɡɑː,100
gág,Munster; Connacht,ɡɑːɡ,ˈɡɑːɡ,100
gága,Munster; Connacht,ˈɡɑːɡə,ˈɡɑːɡə,100
gáifeach,Munster; Connacht,ˈɡɑːfʲəx,ˈɡɑːfʲəx,100
gáir,Munster; Connacht,ɡɑːɾʲ,ˈɡɑːɾʲ,100
gáire,Munster; Connacht,ˈɡɑːɾʲə,ˈɡɑːɾʲɪ,86
gáirí,Connacht,ˈɡɑːɾʲiː,ˈɡɑːɾʲiː,100
gála,Connacht,ˈɡɑːlˠə,ˈɡɑːlˠə,100
gála,Munster; Connacht,ˈɡɑːl̪ˠə,ˈɡɑːlˠə,86
gámaí,,ˈɡɑːmˠiː,ˈɡɑːmˠiː,100
gé,,ɟeː,ˈɟeː,100
géag,Ulster; Connacht,"ɟeːɡ, ɟɛə̯ɡ",ˈɟeːɡ,80
géagach,Munster; Connacht,ˈɟeːɡəx,ˈɟeːɡəx,100
géagleabhair,,ˈɟeːɡl̠ʲəuɾʲ,ˈɟeːɟlʲɪɪɾʲ,64
géagláidir,,ˈɟeːɡˌl̪ˠɑːdʲɪɾʲ,ˈɟeːɡlˠɑːdʲɪɾʲ,86
géagláidre,,ˈɟeːɡˌlˠɑːdʲɾʲə,ˈɟeːɡlˠɑːdʲɾʲɪ,93
géagán,Connacht,"ˈɟeːɡɑːnˠ, ˈɟeːɡɑːn̪ˠ",ˈɟeːɡɑːnˠ,100
géar,Ulster; Cork; Connacht,ɟeːɾˠ,ˈɟeːɾˠ,100
géibheann,,ˈɟeːvʲən̪ˠ,ˈɟeːɪvʲɪn̪ˠ,80
géibheannach,Munster; Connacht,ˈɟeːvʲən̪ˠəx,ˈɟeːwən̪ˠəx,82
géig,,ɟeːɟ,ˈɟeːɟ,100
géim,,ɟeːmʲ,ˈɟeːmʲ,100
géire,Ulster; Munster; Connacht,ˈɟeːɾʲə,ˈɟeːɾʲɪ,86
gí,,ɟiː,ˈɟiː,100
gí go,,ˈɟiː ɡə,ˈɟiː ɡʊ,86
gí nar,,ˈɟiː n̪ˠaɾˠ,ˈɟiː ˈnˠɑːɾˠ,73
gíotáil,Connacht,ˈɟiːt̪ˠɑːlʲ,ˈɟiːt̪ˠɑːlʲ,100
gúna,,"ˈɡuːnˠə, ˈɡuːn̪ˠə",ˈɡuːnˠə,100
h,,h,ˈ,0
h-Éirinn,,ˈheːɾʲən̠ʲ,ˈheːɾʲən̠ʲ,100
hAlbain,,ˈhaləbˠənʲ,ˈhalˠbˠɪnʲ,80
hAlban,,ˈhaləbˠənˠ,ˈhalˠbˠənˠ,90
hIarmhí,Ulster; Munster; Connacht,ˌhiəɾˠˈvʲiː,ˈhiəɾʲvʲiː,80
hInis Meáin,,ˌhɪnʲəʃ ˈmʲɑːnʲ,ˈhɪnʲɪʃ ˈmʲɛɑːnʲ,87
hab,,hɑbˠ,ˈhabˠ,75
habhann,Connacht,haun̪ˠ,ˈhaəən̪ˠ,67
haca,,ˈhakə,ˈhakə,100
hachar,,ˈhaxəɾˠ,ˈhaxəɾˠ,100
hadharca,,ˈhəi(ə)ɾˠkə,ˈhaiɾˠkə,62
hae,,heː,ˈheː,100
haenna,,ˈheːn̪ˠə,ˈheːn̠ʲə,75
haer,,heːɾˠ,ˈheːɾʲ,80
haicme,,ˈhacmʲə,ˈhacmʲɪ,86
haicmí,,ˈhacmʲiː,ˈhacmʲiː,100
haige,,ˈhaɟɪ,ˈhaɟɪ,100
hail,,halʲ,ˈhalʲ,100
hailt,,hal̠ʲtʲ,ˈhɛlʲtʲ,71
hainmneacha,,ˈhanʲəmʲnʲəxə,ˈhanʲmʲɾʲɪxə,75
hair,,haɾʲ,ˈhaɾʲ,100
hairde,,ˈhaːɾˠdʲə,ˈhɛɾʲdʲɪ,62
hairdí,,ˈhaːɾˠdʲiː,ˈhɛɾʲdʲiː,67
hais,,haʃ,ˈhaʃ,100
hait,,hatʲ,ˈhatʲ,100
halla,,ˈhal̪ˠə,ˈhal̪ˠə,100
hallaí,,ˈhal̪ˠiː,ˈhal̪ˠiː,100
halt,,hal̪ˠt̪ˠ,ˈhalˠt̪ˠ,88
ham,,"hamˠ, haːmˠ",ˈhɑːmˠ,67
hama,,ˈhamˠə,ˈhamˠə,100
hamas,,ˈhamˠəsˠ,ˈhamˠəsˠ,100
hanam,,ˈhanˠəmˠ,ˈhanˠəmˠ,100
haoire,Ulster; Connacht,ˈhiːɾʲə,ˈhiːɾʲɪ,86
haon,Ulster; Connacht,"hiːnˠ, hiːn̪ˠ",ˈhiːnˠ,83
haon déag,,heːn̠ʲ dʲeːɡ,ˈhiːnˠ ˈdʲeːɡ,75
haonaid,,ˈheːnˠədʲ,ˈhiːnˠɪdʲ,78
haos,Ulster; Connacht,hiːsˠ,ˈhiːsˠ,100
har,,haɾˠ,ˈhɑːɾˠ,50
harc,,haɾˠk,ˈhɑːrk,40
hard,,haːɾˠd̪ˠ,ˈhɑːɾˠd̪ˠ,88
harda,,ˈhaːɾˠd̪ˠə,ˈhaɾˠd̪ˠə,89
harm,,ˈhaɾˠəmˠ,ˈhaɾˠəmˠ,100
harán,Connacht,ˈhaɾˠɑːn̪ˠ,ˈhʊɾˠɑːnˠ,78
hat,,hat̪ˠ,ˈhat̪ˠ,100
hata,Ulster; Connacht,ˈhat̪ˠə,ˈhat̪ˠə,100
hataí,,ˈhat̪ˠiː,ˈhat̪ˠiː,100
hathruithe,,ˈhahɾˠɪhə,ˈhaçɾˠəəhə,67
heach,,hax,ˈhəx,67
heich,,hɛç,ˈhɛx,67
hidrigin,,hɪdʲɾʲɪɟɪnʲ,ˈhɪdʲɾʲɪɟɪnʲ,100
hime,,ˈhimʲə,ˈhɪmʲɪ,67
himeanna,,ˈhɪmʲən̪ˠə,ˈhɪmʲɪn̪ˠə,90
hiomlán,Connacht,ˈhʊmˠlˠɑːnˠ,ˈhɪmˠlˠɑːnˠ,91
hithe,,ˈhɪhə,ˈhɪhə,100
hocht,Munster; Connacht,hɔxt̪ˠ,ˈhʊxt̪ˠ,83
hoibre,,ˈhɛbʲrʲə,ˈhɛbʲɾʲɪ,75
hois,,hɪʃ,ˈhɛʃ,67
hola,,ˈhɔl̪ˠə,ˈhʊlˠə,67
holaí,,ˈhɔlˠiː,ˈhɛlʲiː,71
holc,Munster; Connacht,hɔlˠk,ˈhʊlk,60
huaire,,ˈhuəɾʲə,ˈhʊɪɾʲɪ,57
huaireanta,,ˈhuəɾʲən̪ˠt̪ˠə,ˈhʊɪɾʲɪnˠt̪ˠə,69
huaisle,Ulster; Connacht,ˈhuəʃl̠ʲə,ˈhʊɪʃlʲɪ,62
huile,,ˈhɪlʲə,ˈhɪlʲɪ,83
huis,,hɪʃ,ˈhɪʃ,100
hurais,,ˈhʊɾˠəʃ,ˈhʊɾˠɪʃ,86
hursa,,ˈhʊɾˠsˠə,ˈhʊɾˠsˠə,100
hÉirinn,,ˈheːɾʲən̠ʲ,ˈheːɾʲən̠ʲ,100
hÍ,,hiː,ˈhiː,100
háidí,,ˈhɑːdiː,ˈhɑːdʲiː,86
hár,Munster; Connacht,hɑːɾˠ,ˈhɑːɾˠ,100
hé,,heː,ˈheː,100
héag,Ulster; Connacht,heːɡ,ˈheːɡ,100
héileacaptar,,ˈheː.l̪ʲəˌkapˠ.t̪ˠəɾˠ,ˈheːlʲɪkəpˠt̪ˠəɾˠ,65
héin,,heːnʲ,ˈheːnʲ,100
héis,,heːʃ,ˈheːʃ,100
héisc,,heːʃc,ˈheːʃc,100
húr,,huːɾˠ,ˈhuːɾˠ,100
i,,"ə, ɪ",ɪ,100
i bhfad,Ulster; Connacht,əˈwad̪ˠ,ɪ ˈwəd̪ˠ,71
i bhfad ó shin,Ulster; Connacht,əˌwad̪ˠ oːˈhɪnʲ,ɪ ˈwəd̪ˠ oː ˈhɪnʲ,80
i bhfeighil,,əˈvʲəilʲ,ɪ ˈvʲɛjɪlʲ,62
i bhfolach,Connacht,"ə ˈwalˠəx, ə ˈwɔlˠəx",ɪ ˈwʊlˠəx,78
i dtaca le,,(ə)ˈd̪ˠakə lʲe,ɪ ˈd̪ˠakə lʲɛ,77
i dtosach,Connacht,ə ˈd̪ˠɔsˠəx,ɪ ˈd̪ˠʊsˠəx,82
i dtreo,Munster; Connacht,əˈdʲɾʲoː,ɪ ˈdʲɾʲoː,88
i dtrátha,Munster; Connacht,əˈd̪ˠɾˠɑːhə,ɪ ˈd̪ˠɾˠɑːçə,82
i dtír,,əˈdʲiːɾʲ,ɪ ˈdʲiːɾʲ,88
i gceann,,ɟɨ̞n̪ˠ,ɪ ˈɡən̪ˠ,50
i gceart,,əˈɟaɾˠt̪ˠ,ɪ ˈɟɑːɾˠt̪ˠ,78
i gceist,,ə ˈɟɛʃtʲ,ɪ ˈɟɛʃtʲ,88
i gcoinne,Ulster; Connacht,əˈɡɪn̠ʲə,ɪ ˈɡɔn̠ʲə,75
i gcomhluadar,Munster; Connacht,əˈɡoːlˠuəd̪ˠəɾˠ,ɪ ˈɡʊwlˠɪdʲɪɾˠ,50
i gcónaí,Connacht,əˈɡuːn̪ˠiː,ɪ ˈɡʊːnˠiː,70
i m'ainneoin,Connacht,əˈmˠan̠ʲoːnʲ,ɪ ˈmʲæn̠ʲəːnʲ,67
i mbliana,,"ə ˈmʲlʲiənˠə, ə ˈmʲlʲiən̪ˠə",ɪ ˈmʲlʲiənˠə,92
i mbun,,"əˈmˠunˠ, əˈmˠun̪ˠ, əˈmˠɞnˠ, əˈmˠʌnˠ, əˈmˠʌn̪ˠ",ɪ ˈmˠʊnˠ,62
i measc,,əˈmʲasˠk,ɪ ˈmʲɑsk,62
i ndiaidh,Connacht,"əˈn̠ʲeːj, əˈn̠ʲiə",ɪ ˈnʲɪiː,62
i ndán,,,ɪ ˈnˠɑːnˠ,0
i ndán,Connacht,əˈn̪ˠɑːnˠ,ɪ ˈnˠɑːnˠ,78
i ndán,Munster; Connacht,əˈn̪ˠɑːn̪ˠ,ɪ ˈnˠɑːnˠ,78
i ndísc,,əˈn̠ʲiːʃc,ɪ ˈnʲiːʃc,78
i ngar,,əˈŋaɾˠ,ɪ ˈŋɑːɾˠ,67
i ngeall ar,Connacht,"əˈɲiəl̪ˠ eɾʲ, əˈɲul̪ˠ eɾʲ",ɪ ˈŋɑːl̪ˠ ɛɾʲ,64
i ngeall ar,Galway; Connacht,əˈɲɑːl̪ˠ eɾʲ,ɪ ˈŋɑːl̪ˠ ɛɾʲ,75
i ngeall ar,Mayo; Connacht,əˈɲal̪ˠ ɛɾʲ,ɪ ˈŋɑːl̪ˠ ɛɾʲ,73
i ngrá,Munster; Connacht,əˈŋɾˠɑː,ɪ ˈŋɾˠɑː,86
i ngéibheann,,əˈɲeːvʲən̪ˠ,ɪ ˈŋeːɪvʲɪn̪ˠ,73
iad,,iəd̪ˠ,ˈiəd̪ˠ,100
iadsan,,ˈiəd̪ˠsˠənˠ,ˈiəd̪ˠsˠənˠ,100
iaguair,,ˈiəɡuəɾʲ,ˈiəɡəɪɾʲ,88
iaguar,,ˈiəɡuəɾˠ,ˈiəɡəɾˠ,86
iaim,,iəmʲ,ˈiəɪmʲ,75
iall,,iəl̪ˠ,ˈiəl̪ˠ,100
ianaithe,,ɪən̪ˠɪə,ˈiənˠəəhə,57
iarann,,ˈiəɾˠən̪ˠ,ˈiəɾˠən̪ˠ,100
iargúil,Connacht,ˈiəɾˠɡuːlʲ,ˈiəɾˠɡuːlʲ,100
iarla,,ˈiəɾˠl̪ˠə,ˈiəɾˠlˠə,88
iarnbhreac,,ˈiəɾˠn̪ˠˌvʲɾʲak,ˈiəɾʲnʲvʲɾʲɪk,69
iarr,,iəɾˠ,ˈiəɾˠ,100
iarracht,Munster; Connacht,ˈiəɾˠəxt̪ˠ,ˈiəɾˠəxt̪ˠ,100
iarraigí,,ˈiəɾˠəɟiː,ˈiəɾˠɪɟiː,89
iarraim,Munster; Connacht,ˈiəɾˠəmʲ,ˈiəɾˠɪmʲ,88
iarrtar,,ˈiəɾˠt̪ˠəɾˠ,ˈiəɾˠt̪ˠəɾˠ,100
iarsmalann,,ˈiəɾˠsˠmˠəlˠən̪ˠ,ˈiəɾˠsˠmˠəlˠən̪ˠ,100
iarthar,,ˈiəɾˠhəɾˠ,ˈiəɾˠçəɾˠ,89
iasacht,Munster; Connacht,ˈiəsˠəxt̪ˠ,ˈiəsˠəxt̪ˠ,100
iasc,,iəsˠk,ˈiəsk,80
iascach,Munster; Connacht,ˈiəsˠkəx,ˈiəsˠkəx,100
iascaire,,ˈiəsˠkəɾʲə,ˈiəsˠkɪɾʲɪ,80
iascaireacht,,ˈiəsˠkəɾʲəxt̪ˠ,ˈiəsˠkɪɾʲɪxt̪ˠ,86
ibh,,ɪvʲ,ˈɪvʲ,100
id,,ɪd̪ˠ,ˈɪdʲ,50
idirghuí,Connacht,ˈɪdʲərʲˌɣiː,ˈɪdʲɪɾʲjiː,60
ifreann,,ˈɪfʲɾʲən̪ˠ,ˈɪfʲɾʲən̪ˠ,100
im,,imˠ,ˈiːmʲ,67
ime,,ˈimʲə,ˈɪmʲɪ,60
imeacht,Connacht,"ˈimʲəxt̪ˠ, ˈɪmʲaxt̪ˠ",ˈɪmʲəxt̪ˠ,89
imeall,Connacht,ˈɪmʲəl̪ˠ,ˈɪmʲɪl̪ˠ,88
imeanna,,ˈɪmʲən̪ˠə,ˈɪmʲɪn̪ˠə,89
imeartas,,ˈɪmʲəɾˠt̪ˠəsˠ,ˈɪmʲɪɾˠt̪ˠəsˠ,92
imeartas focal,,ˈɪmʲəɾˠt̪ˠəsˠ ˈfˠɔkəlˠ,ˈɪmʲɪɾˠt̪ˠəsˠ ˈfˠʊkəlˠ,91
imeoidh,Aran; Connacht,ˈimʲoː,ˈɪmʲoː,83
imeoidh,Mayo; Connacht,ˈimʲoə,ˈɪmʲoː,67
imigh,Mayo; Aran; Connacht,ˈimʲiː,ˈɪmʲiː,83
imigh,Cois-Fharraige; Connacht,ˈimʲə,ˈɪmʲiː,60
imir,,ˈɪmʲəɾʲ,ˈɪmʲɪɾʲ,86
imirt,Munster; Connacht,ˈɪmʲəɾˠtʲ,ˈɪmʲɪɾʲtʲ,78
imithe,Connacht,"ˈimʲi, ˈimʲɪçə",ˈɪmʲɪhə,71
imithe,Cois-Fharraige; Aran; Connacht,ˈimʲiː,ˈɪmʲɪhə,50
imithe,Mayo; Connacht,əˈmʲiçə,ˈɪmʲɪhə,62
imleacán,Connacht,ˈimʲlʲəkɑːnˠ,ˈɪmʲlʲɪkɑːnˠ,83
imní,Connacht,ˈɪmʲɾʲiː,ˈɪmʲɾʲiː,100
impí,Connacht,ˈɪmʲpʲiː,ˈɪmʲpʲiː,100
imreas,Connacht,ˈimʲɾʲəsˠ,ˈɪmʲɾʲɪsˠ,78
imreoir,,ˈɪmʲɾʲoːɾʲ,ˈɪmʲɾʲoːɾʲ,100
imím,Connacht,ˈimʲiːmʲ,ˈɪmʲiːmʲ,88
in aghaidh,Ulster; Connacht,əˈn̪ˠəi,ˈɪnʲ ˈaiiː,29
in aice,Ulster; Connacht,əˈn̪ˠacɪ,ˈɪnʲ ˈacɪ,50
in aice le,,əˈn̪ˠacɪlʲə,ˈɪnʲ ˈacɪ lʲɛ,55
in ainneoin,Connacht,əˈn̪ˠan̠ʲoːnʲ,ˈɪnʲ ˈan̠ʲəːnʲ,62
in ann,,,ˈɪnʲ ən̪ˠ,0
in éindí,Connacht,"ə ˈn̠ʲeːn̠ʲdʲi, ə ˈn̠ʲeːn̠ʲdʲiː",ˈɪnʲ ˈeːnʲiː,67
in éindí le,Connacht,ə ˈn̠ʲeːn̠ʲdʲiː lʲə,ˈɪnʲ ˈeːnʲiː lʲɛ,75
in éineacht,,əˈn̠ʲeːnʲəxt̪ˠ,ˈɪnʲ ˈeːnʲəxt̪ˠ,79
in éineacht le,,əˈn̠ʲeːnʲəxt̪ˠ lʲə,ˈɪnʲ ˈeːnʲəxt̪ˠ lʲɛ,83
ina,,ˈɪnˠə,ˈɪnʲɪ,60
ina dhiaidh sin,,ɪnˠə ˈjiə ʃinʲ,ˈɪnʲɪ ˈjɪiː ˈʃɪnʲ,64
inar,,ˈɪnˠəɾˠ,ˈɪnʲɪɾˠ,71
inarb,,ˈɪnˠəɾˠbˠ,ˈɪnʲɪɾˠbˠ,78
inarbh,,ˈɪnˠəɾˠvˠ,ˈɪnʲɪrw,43
inghlactha,,ɪnʲˈɣlˠakə,ˈɪŋhlʲɪkçə,42
inis,,"ˈinʲiʃ, ˈɪn̠ʲiʃ",ˈɪnʲɪʃ,67
inis,Ulster; Connacht,ˈɪn̠ʲɪʃ,ˈɪnʲɪʃ,83
inne,,ˈɪn̠ʲə,ˈɪn̠ʲə,100
inneach,Connacht,ˈɪn̠ʲax,ˈɪn̠ʲəx,86
inneach,Galway; Mayo; Connacht,ˈin̠ʲəx,ˈɪn̠ʲəx,86
inneall,,ˈɪn̠ʲəl̪ˠ,ˈɪn̠ʲəl̪ˠ,100
inneall dóiteáin,,ˈɪn̠ʲəl̪ˠ ˈd̪ˠoːtʲɑːnʲ,ˈɪn̠ʲəl̪ˠ ˈd̪ˠoːtʲɪɑːnʲ,95
innealta,,ˈɪn̠ʲəl̪ˠt̪ˠə,ˈɪn̠ʲəlˠt̪ˠə,92
innealtóir,,ˈinʲəlˠt̪ˠoːɾʲ,ˈɪn̠ʲəlˠt̪ˠoːɾʲ,86
inneoin,,,ˈɪn̠ʲəːnʲ,0
inneoin,Connacht,ˈin̠ʲuːnʲ,ˈɪn̠ʲəːnʲ,78
innilt,,"ˈɪnʲəlʲtʲ, ˈɪn̠ʲəl̠ʲtʲ",ˈɪn̠ʲɪlʲtʲ,80
inniu,Connacht,əˈn̠ʲu,ˈɪn̠ʲəə,67
inné,Ulster; Connacht,"əˈn̠ʲeː, ɪˈn̠ʲeː",ˈɪn̠ʲeː,86
inní,,ˈɪn̠ʲiː,ˈɪn̠ʲiː,100
ins,,ɪnˠsˠ,ˈɪnʲʃ,40
inscne,,ˈɪn̠ʲʃ(c)nʲə,ˈɪnʲʃcɾʲɪ,67
inseoidh,Connacht,"ˈinʲʃoː, ˈinʲʃɔə̯",ˈɪnʲʃoː,86
insim,,"ˈinʲʃəmʲ, ˈin̠ʲʃəmʲ, ˈiːnʲʃəmʲ",ˈɪnʲʃɪmʲ,75
inste,,ˈɪn̠ʲʃtʲə,ˈɪnʲʃtʲɪ,88
insíonn,Connacht,ˈiːnʲʃiːn̪ˠ,ˈɪnʲʃiːn̪ˠ,80
inteacht,Connacht,ˈɪn̠ʲtʲəxt̪ˠ,ˈɪnʲtʲəxt̪ˠ,91
inár,,ɪˈnˠaːɾˠ,ˈɪnʲɑːɾˠ,67
inár gcoinne,Connacht,ən̪ˠɑːɾˠ ˈɡɪn̠ʲə,ˈɪnʲɑːɾˠ ˈɡɔn̠ʲə,75
inín,Connacht,ˈɪnʲiːnʲ,ˈɪnʲiːnʲ,100
iníon,Connacht,"nʲiːnˠ, ˈinʲiːnʲ",ˈɪnʲiːnˠ,75
iníona,Connacht,ˈinʲiːnˠiː,ˈɪnʲiːnˠə,78
iolar,Connacht,ˈɪlˠəɾˠ,ˈɪlˠəɾˠ,100
iolrán,Connacht,"ˈɪlˠɾˠɑːnˠ, ˈɪl̪ˠɾˠɑːn̪ˠ",ˈɪlˠɾˠɑːnˠ,100
iomad,Munster; Connacht,ˈʊmˠəd̪ˠ,ˈɪmˠəd̪ˠ,88
iomaire,Munster; Connacht,ˈʊmˠəɾʲə,ˈɪmˠɪɾʲɪ,62
iomas,Munster; Connacht,ˈʊmˠəsˠ,ˈɪmˠəsˠ,86
iomlán,Connacht,"ˈʊmˠlˠɑːnˠ, ˈʊmˠl̪ˠɑːn̪ˠ",ˈɪmˠlˠɑːnˠ,90
iompair,,ˈʊmˠpˠəɾʲ,ˈɪmˠpˠɪɾʲ,78
iompar,Munster; Connacht,ˈʊmˠpˠəɾˠ,ˈɪmˠpˠəɾˠ,89
iomrall,,ˈʊmˠəɾˠəl̪ˠ,ˈɪmˠɾˠəl̪ˠ,80
iomrá,Connacht,ˈʊmɾˠɑː,ˈɪmˠɾˠɑː,71
iománaíocht,,əˈmˠɑːn̪ˠiəxt̪ˠ,ˈɪmˠɑːnˠɑːəxt̪ˠ,83
ionad,Connacht,ˈinˠəd̪ˠ,ˈɪnˠəd̪ˠ,88
ionadaí,,"ˈi.ɴˠə.dˠiː, ˌi.nˠə.ˈdˠiː",ˈɪnˠəd̪ˠiː,74
ionaidh,Connacht,ˈiːnˠiː,ˈɪnˠiː,67
ionsaí,Connacht,ˈɔnˠsˠiː,ˈɪnˠsˠiː,88
iontach,Connacht,"ˈiən̪ˠt̪ˠəx, ˈiːn̪ˠt̪ˠəx",ˈɪnˠt̪ˠəx,78
iontas,Connacht,ˈiən̪ˠt̪ˠəsˠ,ˈɪnˠt̪ˠəsˠ,80
iontas,Ulster; Connacht,ˈiːn̪ˠt̪ˠəsˠ,ˈɪnˠt̪ˠəsˠ,80
iontráil,Connacht,ˈʊn̪ˠt̪ˠɾˠɑːlʲ,ˈɪnˠt̪ˠɾˠɑːlʲ,85
iontrálacha,Connacht,ˈʊn̪ˠt̪ˠɾˠɑːlˠəxə,ˈɪnˠt̪ˠɾˠɑːlˠəxə,88
iris,,ˈɪɾʲəʃ,ˈɪɾʲɪʃ,83
is,,"sˠ, ɪsˠ, ʃ",ɪʃ,50
is cuma,,əsˠ ˈkʊmˠə,ɪʃ ˈkʊːmˠə,74
is fearr,,(ə)sˠˈfʲɑːɾˠ,ɪʃ ˈfˠɑːɾˠ,60
is fuath le,,"sˠfˠuə lʲə, ɪsˠ fˠuə lʲə",ɪʃ ˈfˠuaç lʲɛ,64
is éigean,,ˈʃeːɟənˠ,ɪʃ ˈeːɟɪnˠ,75
ise,,ˈɪʃə,ˈɪʃɪ,75
isteach,,əʃˈtʲax,ˈɪʃtʲəx,57
istigh,Connacht,əʃˈtʲiː,ˈɪʃtʲiː,71
it,,ɪt̪ˠ,ˈɪtʲ,50
ite,,ˈitʲə,ˈɪtʲɪ,60
itear,,ˈɪtʲəɾˠ,ˈɪtʲɪɾˠ,86
ith,,i(h),ˈɪç,0
ithe,,,ˈɪhə,0
itheann,,"ˈihən̪ˠ, ˈiːn̪ˠ",ˈɪhən̪ˠ,86
